Date,SPX INDEX,INDU INDEX,CCMP INDEX,RTY INDEX,BCOM INDEX,GBPUSD,CADUSD,AUDUSD,CHFUSD,EURUSD,JPYUSD,NOKUSD,NZDUSD,US2Y,US10Y,US5Y,US30Y,SEKUSD,GOLD,CRB
2019-02-08,2707.88,25106.33,7298.198,1506.394,80.0655,1.2944,0.7531,0.7088,0.9993,1.1323,0.009111,0.1158,0.674,2.465,2.6339,2.4445,2.9802,0.107811,1314.85,413.03
2019-02-07,2706.05,25169.53,7288.352,1505.625,80.0391,1.2952,0.7514,0.7101,0.9977,1.1341,0.009107,0.1163,0.6749,2.4795,2.6572,2.463,2.9947,0.107977,1310.0,413.47
2019-02-06,2731.61,25390.3,7375.281,1518.021,80.9856,1.2932,0.7568,0.7105,0.9975,1.1362,0.009093,0.1171,0.6776,2.5243,2.6946,2.5033,3.0329,0.108645,1312.4,413.47
2019-02-05,2737.7,25411.52,7402.084,1520.225,80.8806,1.2945,0.7619,0.7234,1.0001,1.1406,0.009094,0.1179,0.6896,2.5222,2.6983,2.51,3.0314,0.109713,1314.2,414.15
2019-02-04,2724.87,25239.37,7347.536,1517.536,81.1004,1.3037,0.7627,0.7226,1.0021,1.1438,0.009099,0.1182,0.6896,2.5364,2.7235,2.5352,3.0545,0.109859,1312.15,413.49
2019-02-01,2706.53,25063.89,7263.868,1502.054,80.965,1.3079,0.7633,0.725,1.0046,1.1456,0.009133,0.1185,0.69,2.5019,2.6842,2.5033,3.0253,0.110491,1318.7,412.94
2019-01-31,2704.1,24999.67,7281.737,1499.419,80.7252,1.3109,0.7619,0.7273,1.0057,1.1448,0.009186,0.1186,0.6916,2.4576,2.6293,2.4365,2.9956,0.110523,1323.25,412.83
2019-01-30,2681.05,25014.86,7183.08,1486.942,80.8822,1.3116,0.7604,0.7248,1.0058,1.148,0.009172,0.1187,0.6894,2.5081,2.6775,2.4833,3.0315,0.110557,1310.7,413.66
2019-01-29,2640.0,24579.96,7028.291,1471.448,80.5004,1.3066,0.7536,0.7155,1.0054,1.1433,0.009141,0.1177,0.6834,2.5726,2.7098,2.5452,3.04,0.110269,1307.55,412.99
2019-01-28,2643.85,24528.22,7085.685,1473.536,79.8671,1.3163,0.754,0.7166,1.008,1.1428,0.009145,0.1175,0.683,2.5897,2.744,2.5805,3.0662,0.110425,1302.15,412.47
2019-01-25,2664.76,24737.2,7164.864,1482.853,81.0693,1.3196,0.7566,0.7179,1.0068,1.1406,0.009129,0.1175,0.6839,2.6063,2.7585,2.5992,3.0662,0.110517,1293.9,411.62
2019-01-24,2642.33,24553.24,7073.461,1464.406,80.2096,1.3066,0.7489,0.7094,1.0036,1.1304,0.009121,0.1164,0.6763,2.5642,2.7157,2.5502,3.0339,0.110091,1283.7,411.35
2019-01-23,2638.7,24575.62,7025.768,1454.255,80.0749,1.3069,0.7495,0.7142,1.0054,1.1381,0.009123,0.1167,0.6788,2.5829,2.7409,2.5756,3.0617,0.110872,1279.8,411.52
2019-01-22,2632.9,24404.48,7020.356,1457.454,80.0891,1.2954,0.7488,0.7124,1.0027,1.136,0.009143,0.1163,0.6751,2.5869,2.7392,2.5773,3.0594,0.11078,1282.1,410.1
2019-01-18,2670.71,24706.35,7157.228,1482.501,81.3791,1.2872,0.7537,0.7168,1.0045,1.1363,0.009109,0.1168,0.6743,2.6139,2.7842,2.6231,3.0974,0.110783,1284.2,411.3
2019-01-17,2635.96,24370.1,7084.463,1467.249,80.4502,1.2986,0.7531,0.7193,1.0059,1.1389,0.009153,0.1169,0.6763,2.5637,2.7504,2.5707,3.0741,0.110877,1290.7,414.02
2019-01-16,2616.1,24207.16,7034.693,1454.697,80.2592,1.2885,0.7544,0.7168,1.0098,1.1392,0.009167,0.1171,0.6776,2.5409,2.7218,2.537,3.0711,0.111121,1292.3,412.31
2019-01-15,2610.3,24065.59,7023.834,1445.218,80.1043,1.2861,0.7538,0.7201,1.0123,1.1413,0.0092,0.1171,0.6817,2.5347,2.7112,2.5304,3.0734,0.111491,1294.4,411.24
2019-01-14,2582.61,23909.84,6905.916,1432.814,79.9021,1.2864,0.7528,0.7197,1.0194,1.1469,0.009246,0.117,0.6822,2.5347,2.7024,2.5237,3.0526,0.111744,1292.75,412.52
2019-01-11,2596.26,23995.95,6971.476,1447.385,79.6614,1.2844,0.7538,0.7215,1.0167,1.1469,0.009216,0.1172,0.6832,2.5408,2.7007,2.5288,3.0334,0.111952,1288.95,411.81
2019-01-10,2596.64,24001.92,6986.068,1445.432,79.489,1.2747,0.7553,0.7185,1.0158,1.15,0.009223,0.1179,0.678,2.5755,2.7421,2.5676,3.0627,0.112301,1291.9,411.0
2019-01-09,2584.96,23879.12,6957.077,1438.807,79.9122,1.2789,0.757,0.717,1.0262,1.1543,0.009245,0.1181,0.6788,2.5529,2.71,2.5475,3.0029,0.112747,1288.6,412.56
2019-01-08,2574.41,23787.45,6896.999,1426.552,78.9489,1.2717,0.7534,0.714,1.0191,1.1441,0.009196,0.1169,0.6723,2.5855,2.728,2.5795,3.0068,0.112023,1286.45,413.63
2019-01-07,2549.69,23531.35,6823.471,1405.365,78.5743,1.2777,0.7519,0.7148,1.0208,1.1474,0.009198,0.1172,0.6755,2.5406,2.696,2.5375,2.9878,0.112406,1292.2,413.58
2019-01-04,2531.94,23433.16,6738.857,1380.747,78.3352,1.2723,0.7477,0.7113,1.013,1.1395,0.009214,0.1161,0.6732,2.4937,2.6677,2.5008,2.981,0.111572,1279.9,412.94
2019-01-03,2447.89,22686.22,6463.504,1330.831,77.4544,1.2628,0.7414,0.7006,1.0134,1.1394,0.009289,0.1151,0.6693,2.3786,2.5535,2.3579,2.9025,0.111096,1290.45,410.92
2019-01-02,2510.03,23346.24,6665.938,1355.906,76.9851,1.2607,0.7362,0.6985,1.01,1.1344,0.009185,0.1147,0.6655,2.4676,2.6204,2.4577,2.9518,0.110915,1282.9,409.43
2018-12-28,2485.74,23062.4,6584.522,1337.923,77.5922,1.2699,0.7332,0.7047,1.0161,1.1444,0.009069,0.1148,0.6718,2.5161,2.7182,2.5547,3.0222,0.111543,1279.0,408.65
2018-12-27,2488.83,23138.82,6579.492,1331.817,77.8029,1.2644,0.7343,0.7033,1.0123,1.143,0.009011,0.114,0.6702,2.5625,2.7666,2.6166,3.056,0.110984,1268.0,409.95
2018-12-21,2416.62,22445.37,6332.995,1292.086,78.6952,1.2645,0.7351,0.704,1.0049,1.1372,0.00899,0.1141,0.6728,2.6389,2.7902,2.6386,3.0308,0.110581,1258.15,410.8
2018-12-20,2467.42,22859.6,6528.407,1326.002,78.8092,1.2656,0.7404,0.7108,1.0121,1.1446,0.008986,0.1151,0.6776,2.6706,2.8065,2.6677,3.0484,0.111416,1259.75,411.74
2018-12-19,2506.96,23323.66,6636.827,1349.229,79.9565,1.261,0.7418,0.7109,1.0054,1.1376,0.00889,0.1147,0.6767,2.6458,2.7548,2.6189,2.9807,0.109901,1255.0,412.76
2018-12-18,2546.16,23675.64,6783.912,1377.176,79.6797,1.2639,0.7425,0.7181,1.0074,1.1361,0.008887,0.1145,0.6846,2.6439,2.8175,2.646,3.0677,0.110255,1246.3,413.38
2018-12-17,2545.94,23592.98,6753.732,1378.144,80.2648,1.2624,0.7459,0.7179,1.0071,1.1348,0.008863,0.1156,0.6803,2.6916,2.857,2.6933,3.1128,0.110393,1241.65,414.38
2018-12-14,2599.95,24100.51,6910.665,1410.813,81.2656,1.2583,0.7472,0.7172,1.0018,1.1306,0.00882,0.1161,0.6797,2.733,2.8895,2.7306,3.1433,0.110364,1235.35,414.97
2018-12-13,2650.54,24597.38,7070.334,1432.7,82.5144,1.2643,0.7488,0.7227,1.0061,1.1361,0.008803,0.1168,0.6858,2.762,2.9131,2.7545,3.1694,0.110384,1242.75,416.2
2018-12-12,2651.07,24527.27,7098.312,1455.323,82.1853,1.2629,0.749,0.722,1.0065,1.1369,0.008827,0.1167,0.6857,2.7723,2.9096,2.7681,3.1497,0.110037,1245.75,415.27
2018-12-11,2636.78,24370.24,7031.832,1440.134,82.6215,1.2487,0.7468,0.7206,1.0068,1.1317,0.00882,0.1166,0.6877,2.7641,2.879,2.7411,3.1261,0.110029,1245.3,414.66
2018-12-10,2637.72,24423.26,7020.521,1443.095,82.7296,1.2561,0.7464,0.719,1.0097,1.1356,0.008823,0.1168,0.6871,2.7292,2.8575,2.7142,3.1293,0.109943,1245.35,416.78
2018-12-07,2633.08,24388.95,6969.252,1448.089,83.4889,1.2726,0.7506,0.7208,1.009,1.1379,0.008874,0.1177,0.6866,2.7109,2.845,2.6891,3.1403,0.110589,1243.3,417.73
2018-12-06,2695.95,24947.67,7188.258,1477.412,82.2713,1.2781,0.7472,0.7236,1.0073,1.1374,0.008875,0.1173,0.6877,2.76,2.8955,2.7533,3.1624,0.111282,1242.55,416.56
2018-12-04,2700.06,25027.07,7158.426,1480.751,83.4006,1.2719,0.7538,0.7338,1.0024,1.1343,0.008866,0.1176,0.693,2.7947,2.9136,2.7871,3.1727,0.110893,1240.3,418.64
2018-12-03,2790.37,25826.43,7441.512,1548.957,82.956,1.2725,0.7578,0.7358,1.0022,1.1354,0.008799,0.1173,0.6927,2.8211,2.9697,2.8175,3.2535,0.110941,1230.3,418.3
2018-11-30,2760.17,25538.46,7330.537,1533.266,82.5607,1.2749,0.7523,0.7306,1.0015,1.1317,0.008812,0.1163,0.6872,2.7865,2.9879,2.8125,3.29,0.109865,1217.55,416.18
2018-11-29,2737.76,25338.84,7273.083,1525.387,82.6354,1.2791,0.7529,0.7319,1.0042,1.1393,0.008812,0.1172,0.686,2.8086,3.0298,2.8463,3.3245,0.110284,1226.25,414.23
2018-11-28,2743.79,25366.43,7291.592,1530.384,82.466,1.2825,0.7533,0.7306,1.0063,1.1366,0.008796,0.1168,0.6871,2.8086,3.059,2.8649,3.3459,0.110644,1213.25,413.18
2018-11-27,2682.17,24748.73,7082.7,1492.855,81.1393,1.2747,0.7522,0.7225,1.0012,1.1289,0.008787,0.1163,0.6789,2.8329,3.0572,2.8901,3.3187,0.109778,1221.2,411.73
2018-11-26,2673.45,24640.24,7081.853,1505.958,81.4579,1.2827,0.7546,0.7221,1.0018,1.1328,0.008804,0.1164,0.677,2.8302,3.0535,2.885,3.3113,0.109967,1223.4,413.26
2018-11-23,2632.56,24285.95,6938.984,1488.681,81.4831,1.2814,0.7554,0.7233,1.0027,1.1337,0.008853,0.1163,0.6781,2.8094,3.039,2.8662,3.3015,0.110009,1223.65,415.27
2018-11-21,2649.93,24464.69,6972.251,1488.279,83.3654,1.2778,0.7558,0.7263,1.0053,1.1384,0.008844,0.1173,0.6834,2.8139,3.0627,2.8901,3.3163,0.11055,1226.1,416.45
2018-11-20,2641.89,24465.64,6908.823,1469.009,82.9904,1.2788,0.7515,0.7214,1.005,1.137,0.008869,0.1166,0.6789,2.8037,3.0628,2.8867,3.3147,0.109967,1223.0,416.79
2018-11-19,2690.73,25017.44,7028.477,1496.541,84.8291,1.2854,0.7592,0.7294,1.0064,1.1454,0.008885,0.1179,0.6839,2.7893,3.0628,2.8697,3.3212,0.111065,1221.6,418.1
2018-11-16,2736.27,25413.22,7247.873,1527.533,83.9124,1.2834,0.7605,0.7332,1.0002,1.1415,0.008863,0.1184,0.6878,2.7998,3.0628,2.8782,3.3163,0.111072,1222.4,416.8
2018-11-15,2730.2,25289.27,7259.032,1524.122,82.8529,1.2774,0.7589,0.7277,0.9935,1.1328,0.0088,0.1178,0.683,2.8539,3.1103,2.9379,3.3592,0.11034,1211.85,415.93
2018-11-14,2701.58,25080.5,7136.393,1502.505,84.7271,1.2992,0.7551,0.7232,0.994,1.131,0.008801,0.1175,0.6799,2.8663,3.125,2.9567,3.3667,0.110082,1203.25,414.21
2018-11-13,2722.18,25286.49,7200.875,1514.802,82.446,1.2977,0.7556,0.7218,0.993,1.129,0.008787,0.1177,0.6763,2.8911,3.1397,2.984,3.3592,0.110428,1202.1,413.81
2018-11-09,2781.01,25989.3,7406.902,1549.493,82.8946,1.2972,0.7571,0.7226,0.9944,1.1336,0.008788,0.1186,0.6737,2.9241,3.1819,3.0353,3.3842,0.110103,1211.4,414.26
2018-11-08,2806.83,26191.22,7530.885,1578.209,83.2718,1.3062,0.7602,0.7256,0.9941,1.1363,0.008768,0.1194,0.6754,2.965,3.2373,3.0916,3.4337,0.110875,1224.15,416.23
2018-11-07,2813.89,26180.3,7570.754,1582.159,83.7257,1.3126,0.7626,0.7276,0.9976,1.1426,0.00881,0.1198,0.6788,2.9567,3.2355,3.0795,3.4416,0.110783,1229.95,417.36
2018-11-06,2755.45,25635.01,7375.964,1556.098,83.6683,1.3099,0.762,0.7247,0.9975,1.1427,0.008815,0.1196,0.6739,2.9279,3.2276,3.0554,3.4433,0.110581,1231.6,417.36
2018-11-05,2738.31,25461.7,7328.851,1547.512,84.1979,1.3041,0.7627,0.7211,0.9956,1.1407,0.008835,0.1196,0.6657,2.9075,3.2008,3.028,3.4282,0.11042,1232.25,418.89
2018-11-02,2723.06,25270.83,7356.994,1547.981,83.8847,1.297,0.7629,0.7193,0.9967,1.1388,0.008834,0.1195,0.6661,2.9034,3.2121,3.033,3.454,0.110364,1232.1,417.75
2018-11-01,2740.37,25380.74,7434.057,1544.98,83.5847,1.3012,0.7642,0.7206,0.9979,1.1408,0.008872,0.1197,0.6655,2.8445,3.1303,2.9563,3.376,0.110577,1231.15,417.76
2018-10-31,2711.74,25115.76,7305.899,1511.413,83.1903,1.2766,0.76,0.7073,0.9917,1.1312,0.008853,0.1185,0.6517,2.8669,3.1435,2.9749,3.3909,0.109104,1214.95,416.13
2018-10-30,2682.63,24874.64,7161.65,1506.637,83.5825,1.2706,0.7626,0.7105,0.9949,1.1345,0.008843,0.1189,0.6553,2.8507,3.1227,2.9562,3.3637,0.108989,1225.4,415.57
2018-10-29,2641.25,24442.92,7050.292,1477.306,84.3968,1.2793,0.7614,0.7055,0.998,1.1373,0.008898,0.1191,0.6522,2.8164,3.0849,2.919,3.3306,0.109267,1230.8,416.4
2018-10-26,2658.69,24688.31,7167.212,1483.821,84.9968,1.2828,0.7632,0.709,1.0029,1.1403,0.008938,0.1197,0.652,2.8062,3.0755,2.9071,3.3098,0.109507,1233.85,416.79
2018-10-25,2705.57,24984.55,7318.336,1500.396,84.6247,1.2817,0.7651,0.708,1.0005,1.1375,0.008896,0.1199,0.6524,2.8467,3.1167,2.9596,3.3427,0.109739,1230.8,415.73
2018-10-24,2656.1,24583.42,7108.401,1468.698,84.7937,1.2881,0.7659,0.706,1.0021,1.1392,0.008908,0.1197,0.6529,2.8305,3.1035,2.9398,3.3305,0.109587,1230.55,415.42
2018-10-23,2740.69,25191.43,7437.539,1526.587,85.1445,1.2983,0.7643,0.7086,1.0051,1.1471,0.008893,0.1206,0.6551,2.879,3.1676,3.012,3.3679,0.110803,1235.95,416.14
2018-10-22,2755.88,25317.41,7468.629,1539.501,85.7791,1.2963,0.7633,0.7081,1.0039,1.1464,0.008864,0.1211,0.6558,2.9082,3.1978,3.0498,3.3881,0.111097,1222.3,416.8
2018-10-19,2767.78,25444.34,7449.026,1542.042,85.9472,1.3076,0.763,0.7119,1.0039,1.1514,0.008886,0.1216,0.6594,2.9038,3.1921,3.0463,3.3758,0.111237,1227.85,416.67
2018-10-18,2768.78,25379.45,7485.139,1560.752,85.7479,1.3018,0.7642,0.7099,1.0044,1.1453,0.008914,0.1208,0.6544,2.8741,3.1786,3.0272,3.3634,0.110567,1223.0,415.92
2018-10-17,2809.21,25706.68,7642.703,1589.604,86.7024,1.3115,0.7679,0.7109,1.0047,1.1501,0.008877,0.1218,0.655,2.8885,3.205,3.058,3.3722,0.111555,1229.05,417.73
2018-10-16,2809.92,25798.42,7645.489,1596.837,87.0263,1.3181,0.7731,0.7141,1.0094,1.1574,0.008909,0.1227,0.6574,2.8655,3.1633,3.0236,3.3338,0.112256,1230.7,418.83
2018-10-15,2750.79,25250.55,7430.744,1553.095,87.1261,1.3152,0.7699,0.713,1.0133,1.1579,0.008947,0.1227,0.6551,2.855,3.1557,3.0098,3.3364,0.111693,1229.95,419.02
2018-10-12,2767.13,25339.99,7496.894,1546.679,86.2351,1.3153,0.7677,0.7114,1.0076,1.156,0.008913,0.1223,0.6507,2.8528,3.1613,3.0149,3.3347,0.111595,1219.75,417.66
2018-10-11,2728.37,25052.83,7329.061,1545.38,85.9238,1.323,0.7673,0.7124,1.0107,1.1593,0.008916,0.1218,0.6519,2.8484,3.1498,3.0044,3.3233,0.111438,1205.55,416.68
2018-10-10,2785.68,25598.74,7422.05,1575.412,86.3888,1.3196,0.7652,0.7055,1.0099,1.152,0.008907,0.1214,0.6449,2.8421,3.1629,3.0027,3.3476,0.109462,1188.6,416.68
2018-10-09,2880.34,26430.57,7738.016,1621.865,87.2356,1.3143,0.7723,0.7103,1.0082,1.1491,0.008853,0.1209,0.6474,2.8851,3.2063,3.0557,3.3685,0.109852,1185.55,418.08
2018-10-05,2885.57,26447.05,7788.447,1632.112,86.8993,1.312,0.7727,0.7052,1.0081,1.1524,0.008794,0.1211,0.6443,2.885,3.2328,3.0693,3.4036,0.110286,1203.8,417.29
2018-10-04,2901.61,26627.48,7879.51,1646.911,86.7897,1.3021,0.7737,0.7076,1.0084,1.1514,0.008777,0.1212,0.6479,2.868,3.187,3.045,3.3475,0.110392,1203.45,417.27
2018-10-03,2925.51,26828.39,8025.085,1671.294,87.6762,1.294,0.7772,0.7103,1.0077,1.1478,0.008731,0.1216,0.6514,2.872,3.1813,3.0449,3.3353,0.110447,1201.2,417.68
2018-10-02,2923.43,26773.94,7999.547,1656.042,87.1491,1.2979,0.7799,0.7188,1.0163,1.1548,0.008797,0.1224,0.6593,2.8108,3.0631,2.9512,3.2175,0.111012,1204.7,417.25
2018-10-01,2924.59,26651.21,8037.302,1672.992,86.3638,1.3042,0.7804,0.7224,1.0164,1.1578,0.008778,0.1227,0.6616,2.8189,3.0836,2.9614,3.2343,0.111802,1189.35,415.23
2018-09-28,2913.98,26458.31,8046.353,1696.571,85.201,1.3031,0.7746,0.7224,1.0186,1.1604,0.008796,0.1227,0.6619,2.8188,3.0612,2.9529,3.2057,0.112483,1187.25,414.95
2018-09-27,2914.0,26439.93,8041.968,1690.526,84.7532,1.3079,0.7667,0.7208,1.0233,1.1641,0.008819,0.1226,0.6618,2.8269,3.0518,2.9563,3.1831,0.11291,1185.4,416.5
2018-09-26,2905.97,26385.28,7990.366,1691.608,84.6968,1.3167,0.7681,0.7258,1.0352,1.1739,0.008871,0.1233,0.6663,2.8148,3.048,2.9444,3.1814,0.113507,1194.25,416.45
2018-09-25,2915.56,26492.21,8007.471,1708.805,85.0843,1.3184,0.772,0.725,1.0362,1.1767,0.008852,0.123,0.6647,2.8391,3.0964,2.9814,3.2258,0.113517,1201.9,416.76
2018-09-24,2919.37,26562.05,7993.248,1705.318,84.8516,1.312,0.7719,0.7252,1.0365,1.1748,0.008866,0.1228,0.6645,2.8169,3.0889,2.9675,3.2258,0.113652,1202.75,415.67
2018-09-21,2929.67,26743.5,7986.955,1712.316,84.4025,1.3072,0.7743,0.729,1.0431,1.1749,0.008882,0.1227,0.6687,2.7999,3.0628,2.9485,3.1998,0.11379,1198.7,414.3
2018-09-20,2930.75,26656.98,8028.232,1720.184,83.882,1.3265,0.7749,0.7292,1.0428,1.1777,0.00889,0.1228,0.6685,2.8034,3.0626,2.9533,3.1956,0.113978,1208.35,413.55
2018-09-19,2907.95,26405.76,7950.038,1702.934,83.3624,1.3144,0.7741,0.7263,1.0339,1.1673,0.008907,0.1227,0.6616,2.7907,3.0626,2.9464,3.2098,0.112704,1203.3,412.25
2018-09-18,2904.31,26246.96,7956.107,1710.971,82.7356,1.3148,0.7707,0.7219,1.0367,1.1667,0.0089,0.1226,0.6583,2.7988,3.0551,2.9428,3.2014,0.112253,1200.2,410.2
2018-09-17,2888.8,26062.12,7895.792,1703.548,82.1393,1.3157,0.7667,0.7182,1.0388,1.1683,0.008941,0.1224,0.6578,2.7779,2.9867,2.8879,3.1284,0.112211,1201.9,410.51
2018-09-14,2904.98,26154.67,8010.043,1721.719,82.4586,1.3068,0.767,0.7153,1.0337,1.1625,0.008924,0.1211,0.6549,2.7777,2.9959,2.9033,3.1309,0.110495,1201.95,408.7
2018-09-13,2904.18,26145.99,8013.71,1714.32,82.7206,1.3108,0.7693,0.7195,1.0358,1.169,0.008935,0.1217,0.6568,2.7565,2.97,2.8723,3.1071,0.111674,1209.8,409.47
2018-09-12,2888.92,25998.92,7954.229,1715.696,83.4708,1.3045,0.7693,0.7169,1.0301,1.1626,0.008988,0.1211,0.6564,2.7481,2.9626,2.862,3.1038,0.111354,1195.6,409.53
2018-09-11,2887.89,25971.06,7972.474,1718.404,82.9778,1.3033,0.7653,0.7119,1.0285,1.1606,0.008959,0.1202,0.6526,2.7438,2.9755,2.8671,3.1185,0.110586,1189.85,411.55
2018-09-10,2877.13,25857.07,7924.16,1717.467,82.9329,1.3026,0.7597,0.7115,1.0257,1.1594,0.008997,0.1192,0.6526,2.7108,2.9314,2.8228,3.081,0.110273,1196.6,413.6
2018-09-07,2871.68,25916.54,7902.542,1713.18,82.5853,1.292,0.7595,0.7107,1.0317,1.1553,0.009005,0.1183,0.6534,2.7025,2.9388,2.8211,3.1014,0.110385,1198.9,411.77
2018-09-06,2878.05,25995.87,7922.726,1714.468,82.4301,1.293,0.7609,0.72,1.0361,1.1623,0.00903,0.1187,0.6589,2.633,2.8731,2.7415,3.0527,0.109803,1205.15,410.44
2018-09-05,2888.6,25974.99,7995.172,1727.645,82.6974,1.2905,0.7588,0.7193,1.029,1.163,0.008966,0.1191,0.6594,2.6493,2.9022,2.7685,3.0753,0.110438,1196.7,409.89
2018-09-04,2896.72,25952.48,8091.246,1733.377,83.1276,1.2855,0.7582,0.7178,1.0263,1.1582,0.008971,0.1192,0.6557,2.6533,2.8985,2.7719,3.0616,0.110049,1190.85,411.23
2018-08-31,2901.52,25964.82,8109.537,1740.753,83.736,1.296,0.7667,0.7189,1.0321,1.1602,0.009005,0.1192,0.6622,2.6269,2.8604,2.7382,3.0191,0.109331,1202.45,411.42
2018-08-30,2901.13,25986.92,8088.363,1732.354,83.6155,1.3009,0.7703,0.7263,1.0316,1.1671,0.00901,0.1199,0.6657,2.6492,2.855,2.75,3.0031,0.109648,1197.3,410.96
2018-08-29,2914.04,26124.57,8109.688,1734.749,83.8224,1.3026,0.7746,0.7311,1.0304,1.1707,0.008955,0.12,0.6716,2.6755,2.884,2.782,3.0207,0.109446,1204.2,411.78
2018-08-28,2897.52,26064.02,8030.039,1728.422,83.3627,1.2873,0.7733,0.7338,1.0244,1.1695,0.008994,0.1199,0.6709,2.6654,2.8804,2.7737,3.0303,0.10944,1212.25,412.23
2018-08-24,2874.69,25790.35,7945.975,1725.671,83.6904,1.2846,0.7676,0.7329,1.0169,1.1622,0.008991,0.1201,0.667,2.6202,2.8098,2.7122,2.9589,0.109554,1197.7,412.3
2018-08-23,2856.98,25656.98,7878.458,1717.051,83.1093,1.2811,0.7645,0.7248,1.0142,1.154,0.008985,0.1192,0.6637,2.6162,2.8261,2.7225,2.9802,0.109357,1192.35,412.51
2018-08-22,2861.82,25733.6,7889.097,1722.542,83.5908,1.2911,0.7692,0.7348,1.0171,1.1597,0.009045,0.1199,0.6697,2.5912,2.8189,2.7039,2.9841,0.110319,1196.65,413.66
2018-08-21,2862.96,25822.29,7859.173,1718.045,83.4426,1.2901,0.7669,0.7368,1.0152,1.1571,0.009068,0.119,0.6679,2.5954,2.8298,2.7107,2.9928,0.109953,1190.95,414.42
2018-08-20,2857.05,25758.69,7821.006,1698.693,83.328,1.2798,0.7666,0.734,1.0086,1.1482,0.009085,0.1184,0.6641,2.5851,2.819,2.6971,2.9849,0.109243,1184.35,414.19
2018-08-17,2850.13,25669.32,7816.33,1692.947,83.3457,1.2749,0.7656,0.7313,1.0045,1.1438,0.009049,0.1183,0.6637,2.6059,2.8605,2.7413,3.0199,0.109244,1178.4,413.5
2018-08-16,2840.69,25558.73,7806.524,1685.752,83.0114,1.2716,0.76,0.7261,1.0031,1.1377,0.009018,0.118,0.6587,2.6164,2.8659,2.7413,3.0255,0.108804,1180.4,413.84
2018-08-15,2818.37,25162.41,7774.118,1670.666,82.1694,1.2697,0.761,0.7239,1.0064,1.1345,0.00903,0.1183,0.6565,2.6082,2.8623,2.7346,3.0319,0.108633,1182.0,414.17
2018-08-14,2839.96,25299.92,7870.895,1692.578,83.771,1.2723,0.7658,0.7243,1.0058,1.1344,0.008997,0.1188,0.6572,2.637,2.8985,2.7719,3.0672,0.10936,1197.0,418.03
2018-08-13,2821.93,25187.7,7819.706,1675.315,83.5408,1.2771,0.7614,0.727,1.0069,1.141,0.009033,0.1196,0.6579,2.6124,2.8786,2.7499,3.0471,0.109699,1200.35,418.97
2018-08-10,2833.28,25313.14,7839.11,1686.804,84.2307,1.2758,0.7609,0.7302,1.0047,1.1413,0.009014,0.1196,0.659,2.6042,2.8732,2.7448,3.0303,0.109624,1214.4,421.87
2018-08-09,2853.58,25509.23,7891.782,1690.887,84.8891,1.2824,0.7663,0.7373,1.0064,1.1527,0.009002,0.1202,0.6613,2.6452,2.9258,2.8075,3.0717,0.111028,1214.35,424.12
2018-08-08,2857.7,25583.75,7888.326,1686.882,85.1261,1.2882,0.768,0.7431,1.0068,1.161,0.009013,0.1217,0.6747,2.6677,2.96,2.8312,3.1103,0.111692,1209.55,424.8
2018-08-07,2858.45,25628.91,7883.664,1688.3,85.4817,1.2939,0.7661,0.7421,1.0044,1.1599,0.008978,0.1219,0.6736,2.6697,2.973,2.8414,3.1176,0.112168,1212.35,425.64
2018-08-06,2850.4,25502.18,7859.678,1684.311,85.0631,1.2944,0.769,0.7387,1.0034,1.1554,0.008977,0.1212,0.6733,2.6452,2.9395,2.8041,3.0894,0.111861,1209.65,426.79
2018-08-03,2840.35,25462.58,7812.015,1673.372,84.8999,1.3001,0.7698,0.7404,1.0059,1.1568,0.008988,0.1211,0.6744,2.6432,2.9488,2.8125,3.0886,0.112172,1216.3,427.37
2018-08-02,2827.22,25326.16,7802.685,1682.099,84.5095,1.3017,0.7679,0.736,1.0047,1.1585,0.008957,0.1213,0.6753,2.6634,2.9859,2.8548,3.1184,0.112448,1215.45,427.83
2018-08-01,2813.36,25333.82,7707.286,1669.263,84.2491,1.3127,0.7693,0.7404,1.008,1.166,0.008951,0.1223,0.6791,2.6776,3.0064,2.8751,3.1321,0.113553,1219.0,429.28
2018-07-31,2816.29,25415.19,7671.789,1670.805,85.3947,1.3124,0.7688,0.7424,1.0097,1.1691,0.008939,0.1226,0.6818,2.6694,2.9598,2.8479,3.0822,0.113741,1220.95,433.13
2018-07-30,2802.6,25306.83,7630.004,1653.132,85.3821,1.3133,0.7672,0.7407,1.0119,1.1706,0.009004,0.1229,0.6823,2.6613,2.9728,2.8496,3.1047,0.114252,1223.8,432.49
2018-07-27,2818.82,25451.06,7737.419,1663.34,84.8391,1.3105,0.7657,0.74,1.0057,1.1657,0.009007,0.1221,0.679,2.6694,2.9542,2.8394,3.0822,0.113139,1223.95,432.82
2018-07-26,2837.44,25527.07,7852.185,1695.36,84.953,1.3109,0.7647,0.7377,1.0059,1.1643,0.008991,0.1221,0.6784,2.6815,2.9764,2.8597,3.0998,0.113475,1228.25,433.59
2018-07-25,2846.07,25414.1,7932.239,1685.203,84.9295,1.3189,0.7665,0.7455,1.0083,1.1729,0.009012,0.1229,0.6837,2.6694,2.9746,2.8488,3.1031,0.114195,1231.5,432.95
2018-07-24,2820.4,25241.94,7840.768,1680.195,84.074,1.3145,0.7602,0.7423,1.0064,1.1687,0.008993,0.1223,0.6802,2.6331,2.9486,2.8195,3.0758,0.113396,1228.35,431.48
