,hrp MC_Iter_0,hrp MC_Iter_1,hrp MC_Iter_2,hrp MC_Iter_3,hrp MC_Iter_4,hrp MC_Iter_5,hrp MC_Iter_6,hrp MC_Iter_7,hrp MC_Iter_8,hrp MC_Iter_9
2024-02-29,0.9999999999999998,1.0,1.0000000000000004,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,1.0
2024-03-31,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-04-30,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
2024-05-31,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0
2024-06-30,0.9999999999999997,1.0,1.0,1.0,0.9999999999999998,0.9999999999999999,1.0,1.0000000000000002,1.0,1.0
2024-07-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-08-31,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000004
2024-09-30,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0
2024-10-31,1.0000000000000002,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999997
2024-11-30,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999999
2024-12-31,1.0,0.9999999999999998,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002
2025-01-31,0.9976311746737294,0.9967369145121054,0.9995523955693434,0.9976742071874511,0.9981187192594272,0.9933551709908115,0.998318924126567,1.0002548203313077,0.9970995266580645,1.004353198579737
2025-02-28,0.9840126267305604,0.9934239823736875,0.9915509325520424,0.9995673700293697,1.0088448634454765,0.9975916304853315,0.9973017131447011,1.0059235356855054,1.0029031256887175,1.002724563742137
2025-03-31,0.9872334760677206,0.9926222216304289,0.994567374444506,1.0006717730773624,1.0083433066710032,0.9945777429746223,0.9922774482116783,1.0013050164449566,1.005386993694986,1.0003755216529984
2025-04-30,0.9848699478645553,0.9859042752027688,0.9976523158631979,1.0020932029951877,1.0150499224535596,1.0080670403939629,0.9899181919763885,1.0001760673530615,1.0040737297343514,0.9984357656996906
2025-05-31,0.9886240412142381,0.9830870471580166,1.0000566805072408,1.000132074474215,1.018735825430645,1.0040515765791764,0.9884322423709913,0.9988296692706262,1.0111203826738735,0.9955988715937005
2025-06-30,0.988207340161171,0.9889955865117871,1.0040771757390503,1.000478251998792,1.021192585666778,1.0020186541200515,0.9866356375585313,1.0016999974586,1.0142789522008673,0.992645520259198
2025-07-31,0.9857491912236702,0.9845761753726933,1.0056338792155834,0.9948115755283266,1.024419298170626,1.0018525195566084,0.9886328265804687,1.0030862910516756,1.0184654032624276,0.9933455195489509
2025-08-31,0.9856018264104807,0.9874157862678227,1.0089944634137304,0.9874930704217438,1.0270559141538556,1.015954277508789,0.9839332103442266,1.0103383514594337,1.0216737664610835,0.9900342019282345
2025-09-30,0.9839433288028373,0.9880445544331189,1.0074027554821325,0.9886141177736688,1.0247131898506088,0.978800268258765,0.9800825311858274,1.0125692464157685,1.0214877300455978,0.9836126205103738
2025-10-31,0.9759324324865575,0.9870806725759088,1.0033510751094186,0.9939934192901893,1.02226583322124,0.9758000187712342,0.9760708334628312,1.012127125622844,1.020556804239081,0.9864727958998689
2025-11-30,0.9784935172195552,0.9840838762025828,1.011457028441654,0.9959458730836315,1.0222191376982546,0.9760241209772835,0.9766969613653367,1.0080360810810192,1.0219986774011607,0.9806991802488942
2025-12-31,0.9815265128778667,0.9885892615234486,1.017322206471674,0.9899580392993382,1.0228635742558387,0.9689764021390287,0.982580591705127,1.01691574965769,1.0140464517995942,0.986656197173659
2026-01-31,0.9872877962742485,0.9919518277461317,1.0126690973401842,0.9917049808899452,1.024072645753938,0.9722089956956205,0.9902803286348143,1.0211199747817072,1.0063810889348688,0.9903456143169758
2026-02-28,0.9811406213269136,0.989605783336559,1.0109618213359735,0.9970189281053136,1.0207170622903428,0.9733188707235737,0.9920419507133125,1.0226213994707682,1.0046676352442319,0.9924506567308982
2026-03-31,0.9839854941836785,0.986542400630122,1.0168794137082198,0.9982125778348077,1.0245100410303603,0.971237432382804,0.9894112770259993,1.0187465886010394,0.9981442176577132,0.9941544313345044
2026-04-30,0.9811738440137052,0.9824219730422704,1.0138661017796498,0.9998778987761148,1.026376394923597,0.9715721219905018,0.988503865464128,1.0253997947942948,0.998021729781934,0.9976185734211109
2026-05-31,0.9795871300817214,0.9845598195365912,1.017512865355527,0.9968181799136463,1.0231886964758388,0.9777220894754932,0.9797548387606425,1.0292575984232837,1.0064498328310878,0.9948687026521386
2026-06-30,0.9854763442507771,0.9911650277288306,1.0110731127954555,0.9882229574171894,1.0252465985977568,0.9774000550654857,0.9779646414143539,1.0272802220769919,1.001416798506749,1.362326161014774
2026-07-31,0.9850111402874637,0.9936286991863982,1.01327064187329,0.9840546317622234,1.0343169494911788,0.9778363661457484,0.994220833645603,1.0300112629702356,1.00573544866589,1.3713421794310476
2026-08-31,0.9826223044841073,0.9922246100073764,1.01975270751197,0.9542576985493246,1.0315592538229912,0.9792121087723137,0.9928978337453678,1.0322952114402189,1.001439157474963,1.3820569075540408
2026-09-30,0.9825861332510307,0.9919265017427198,1.023500022339327,0.9541704056117196,1.0371576417417345,0.9793473311078247,0.9831456073545068,1.0342976716091563,1.0002804636067082,1.380822747104047
2026-10-31,0.976824687282711,0.9853458909950982,1.0379431654529185,0.948481307818719,1.0395664091377272,0.9764122970112487,0.9920090339835109,1.0258598174447902,1.0027808480445903,1.378869732332817
2026-11-30,0.977199998272534,0.9852033070546798,1.038101874788074,0.9570240182894707,1.0405084073915143,0.9760814086084973,0.9864608140627251,1.0224738736506744,1.0010168913118185,1.3905980849435502
2026-12-31,0.9753716781716153,0.978805247605752,1.0385716657476185,0.9553722878085175,1.0393319499206453,0.9752436258097869,0.9808933295981699,1.0272209686735447,1.001544536132119,1.3950358388460795
2027-01-31,0.9743380718419861,0.9798652287272992,1.032317311949867,0.9600221081494553,1.0343705877290785,0.9812554793861238,0.9753989984005144,1.0303890270507219,0.9976427918674178,1.387607511237712
2027-02-28,0.9753691463242158,0.9737813881561448,1.0146535817956206,0.9598503870537594,1.0411796177086456,0.9817485130047389,0.9769082760633271,1.028836838911646,0.9916759112359217,1.3955197196793072
2027-03-31,0.9743811055020258,0.9774743923751152,1.0136668371309545,0.9577105383867316,1.0399326561459963,0.9757420352827137,0.9726235921148284,1.0253856082879151,0.9912969016731691,1.3955030884971409
2027-04-30,0.9778532372233704,0.9736895873458009,1.0088636811542626,0.9521151073534886,1.0372594701332816,0.9825094274103388,0.9753526199417762,1.0237250955088313,0.9920993396966902,1.3978601403622162
2027-05-31,0.97698953134219,0.9690883023062149,1.0088407092962073,0.9527562724382002,1.0333874042741005,0.980485782362517,0.9741553743236936,1.0145067100477365,0.9941335315505457,1.4142330319966034
2027-06-30,0.9738493918515497,0.9664653569840658,1.009227914349323,0.9530655612831945,1.0450569569810415,0.9834416168222798,0.9710687517196998,1.0129423547508651,1.0009113588223553,1.4182349442087407
2027-07-31,0.9717033248489132,0.9699047266091965,1.0048474199004231,0.9498744190926701,1.0427732782755383,0.9756832790926634,0.9301275843832876,1.0164505715956762,0.997366236131891,1.4190391221490568
