,mean,std,skew,kurtosis,ir,adj sr,cer,mdd,turnover,sspw
hrp MC_Iter_12,0.02384768106625626,0.08682048423837668,11.829202138159136,145.40126579542206,0.07929272224137981,0.30046337624296254,-0.0074590136588230625,-0.07505496598840045,12.119069538463764,1.9565088266323747
hrp MC_Iter_13,0.045000228296479323,0.19306057022715692,15.079359792394605,240.66791333141882,0.06728689832936259,0.2442257923556599,-0.030908347368173165,-0.16514983650893245,11.965878696323312,1.9555445958890512
hrp MC_Iter_14,0.038736855285736393,0.15239202809731628,12.740943265139123,173.98936168972426,0.07337894936504667,0.2743828821132191,-0.016098140055683458,-0.09342702155364913,12.699591883415112,1.9099885681599498
hrp MC_Iter_15,0.03904852413857606,0.17199477981279854,14.097512497454355,211.98083474217128,0.06553883771182596,0.24624294652950662,-0.025324782285703517,-0.08214151788269852,12.931092857548908,1.9454712236779432
hrp MC_Iter_16,0.01620373987875817,0.09152630216360569,13.575636233912562,202.6330272658109,0.05110680405375153,0.20179960923937482,-0.016361856102857307,-0.16300706681863053,10.499381202336718,1.9294247996840637
hrp MC_Iter_17,0.005973163361478565,0.04144569568222756,8.16358415217019,135.69202052252214,0.0416039279579769,0.1558303165035995,-0.01660345517439716,-0.0823539357641625,13.745823250926097,1.9856933604306728
hrp MC_Iter_18,0.036452949140024754,0.13937526717371687,11.898190000040051,148.31502320993152,0.07550163104805824,0.2888686429006645,-0.012685248509592684,-0.11203091522343134,14.369629779420508,2.0462306993727752
hrp MC_Iter_19,0.021872333523482404,0.0955879039880053,12.645191906059852,170.70452389554742,0.06605437048380329,0.2554492344336564,-0.011833237559747778,-0.08792394672870896,12.06089922786409,1.9543067171869806
hrp MC_Iter_20,0.012581900918418244,0.0539092087609498,14.844724826126043,244.39551328305453,0.067374053980068,0.24028903052972744,-0.011777403265429257,-0.06319761249584355,14.702772081182781,1.998356965709837
hrp MC_Iter_21,0.02591037697113173,0.11012680569419954,14.630946077314963,232.74030689854942,0.06791880970663396,0.24558999374596807,-0.012281493027480241,-0.09356287016355669,12.443484184399592,1.9951045726984957
hrp MC_Iter_22,0.017080395585390415,0.07868905739601781,11.743035805728699,155.03324934157033,0.06266037054848177,0.24449023161285202,-0.012207556045420263,-0.10469174320998542,14.258190042861102,2.0580075036762415
hrp MC_Iter_23,0.03306555531386173,0.16160313577982113,16.77742310631161,287.2748128921969,0.05906570800511127,0.22021191974792104,-0.026107804926945224,-0.10211839112359067,12.025725732866443,1.9820662072820414
hrp MC_Iter_24,0.038911493359245916,0.15875484493100922,13.789871350771527,202.60335154804483,0.07075551355706315,0.26071368454816923,-0.01889315782435726,-0.08965410175164557,12.063723103327048,1.9626846352223717
hrp MC_Iter_25,0.03077670059015858,0.10173792306357193,11.974435451546643,147.3044069904301,0.0873270056800426,0.3186930365569307,-0.004749206893775344,-0.061235055724539245,13.133305532808944,1.9870764475357359
hrp MC_Iter_26,0.030699265323811783,0.11913676773030477,11.817548808660444,141.78501366968607,0.07438605829373182,0.28951926012801904,-0.010591088814025096,-0.14345203691466613,12.525559031591586,1.9263897299557031
hrp MC_Iter_27,0.04493475514094598,0.19041067181200647,13.553233490406035,194.97578859669954,0.06812405189717738,0.25666107018613177,-0.029449580768903475,-0.1151338962264774,12.172057602020908,1.9333295791103
hrp MC_Iter_28,0.03421210722824329,0.12045160713017712,11.95278699945143,144.523242539355,0.08199296708604056,0.3096259230824773,-0.007550777262120514,-0.06076452181547598,11.624162040093454,1.9496212339695442
hrp MC_Iter_29,0.027411960813308406,0.12568689302311017,15.244035404352035,247.87640148385225,0.06295924170736357,0.23309902000271934,-0.016283831803395706,-0.08436872563166575,12.21128695580626,1.9402557592760725
hrp MC_Iter_30,0.024213662164811398,0.10855648000676307,14.22770510760491,223.03444830841374,0.06438935919831583,0.2392866765305238,-0.01346310186237673,-0.16535272494260533,11.186974779132411,1.9388543319735863
hrp MC_Iter_31,0.049122131602954144,0.20005444345899692,13.478084159884974,192.62644477766577,0.0708823943466834,0.2640100180877146,-0.03091053891857935,-0.12350934761148691,13.12443898534163,1.999630439615031
hrp MC_Iter_32,0.044188947770285876,0.17804821541023852,14.301266925148882,217.28576012940243,0.07164492166236502,0.2585090103356378,-0.023362802745870177,-0.08053981465027815,12.253738044055867,1.9694944576935238
hrp MC_Iter_33,0.02958424310887608,0.1372227149723392,16.468037405892428,281.40965528719335,0.06223630951378548,0.22692054527118963,-0.018660867147693688,-0.09148323496433108,12.160655940237746,1.9828059317054714
hrp MC_Iter_34,0.03563836770441935,0.12922655414344167,13.11112629266433,180.88293743727965,0.07961142864177197,0.2865172816214581,-0.00941088573926244,-0.04496836976302354,13.650346858846728,1.9977240344850562
hrp MC_Iter_35,0.011932300392019627,0.114900399318948,15.877417617853508,270.04303831288036,0.02997864621976095,0.11992603926773791,-0.027870852253460934,-0.21874063109525255,10.696972536241066,1.9292182317919402
hrp MC_Iter_36,0.037518614841938906,0.14829503979066128,13.736353230178667,199.63328767962406,0.07303475021549378,0.2668610060512224,-0.015468513397831809,-0.07805868673321881,11.690367267045762,1.9456624984469946
hrp MC_Iter_37,0.034615044958285,0.13135675666562352,12.100784734614567,150.31945742353386,0.07607147904675306,0.291243109553717,-0.011266851324282748,-0.06989448130164044,13.333948592674336,1.9873065368386984
hrp MC_Iter_38,0.03915334917481642,0.16065662332131744,14.405562090091571,221.81960000780495,0.07035252023361865,0.25433505437250487,-0.019562476750695095,-0.09381247750557553,10.723103325495815,1.917076404704306
hrp MC_Iter_39,0.029250131802013385,0.16897710666519822,16.969595702061042,292.21661564249877,0.04996999831221087,0.19534275327434272,-0.033579762063399285,-0.18601124900498733,11.617717517016416,1.9407188663770596
hrp MC_Iter_40,0.03726586343674895,0.1576070471047418,14.805515851050203,233.58921006051213,0.06825664423651118,0.24739587067009267,-0.0199941085088655,-0.1134387868321366,10.826265565850482,1.915674559384381
hrp MC_Iter_41,0.03850028058781701,0.17818421479820135,14.535439404458007,226.5445803512834,0.062374064353641755,0.23521236646723354,-0.02912414101706032,-0.12425119347586333,11.990999211080537,1.9355750917706727
hrp MC_Iter_42,0.028905622295686155,0.12331164820048385,14.3626364283944,220.50940358412896,0.06766866333006555,0.24921042937486976,-0.013903021577193683,-0.09148869179785668,12.302643149694777,1.9813158115559484
hrp MC_Iter_43,0.05005976596677321,0.18497742667498,12.291361622010617,153.41443805153233,0.07812309825044036,0.29644093875067073,-0.021265206602173185,-0.10592070572567636,13.557938583485548,1.963926952536473
hrp MC_Iter_44,0.04910183910472164,0.19881972283610175,13.981649425526827,207.23050437910464,0.07129312831852797,0.2609148074197112,-0.030192084178214836,-0.10218597010303854,11.84315794186291,1.9487153485817892
hrp MC_Iter_45,0.03139386128802174,0.1438359964951475,14.059566102498366,212.5889935808829,0.0630066697739067,0.23908938338611868,-0.019639329543606386,-0.15571387047820107,12.455265447967303,1.958716569290832
hrp MC_Iter_46,0.01709023539347074,0.08015859685816663,10.446383444602922,124.98953997749142,0.061547060400728174,0.24308670116337935,-0.012547865581934383,-0.10950390603299553,13.065791085019985,2.0374097024416478
hrp MC_Iter_47,0.012935434277170671,0.054528274905722283,12.29453148014361,190.22900480655093,0.06848076960917633,0.24839230815535282,-0.011524564869120364,-0.0820700721578822,12.688461928248987,1.937425859899562
hrp MC_Iter_48,0.029018190590102293,0.15421789984068543,15.726468357297838,264.8250976687726,0.05431814389217713,0.20828560662736026,-0.02665655035680523,-0.15269289744710735,12.421995753651926,1.9796202086011532
hrp MC_Iter_49,0.016055532582344025,0.07626926745551142,14.893660843181515,240.74737268977574,0.06076933978555787,0.22810081803689267,-0.012669969154956476,-0.06718981056743711,12.941859170640011,1.9288202274382094
hrp MC_Iter_50,0.028807945441142003,0.1074915472064162,11.80242786833411,144.66692431130616,0.07736550216039034,0.2956626798458241,-0.008523703640101798,-0.07357373279319734,13.190063214665571,1.9802815781357344
hrp MC_Iter_51,0.004841477821821145,0.03231561917474925,9.653688130169817,136.1440812164652,0.04324887771124891,0.1672767814433806,-0.016724971042149987,-0.06529033165687315,12.089790801886798,1.928130445081227
hrp MC_Iter_52,0.015918897233486475,0.08999713968498751,9.792139631641795,132.62013366631314,0.05106150948310931,0.19805473032336662,-0.016230330493732258,-0.19667597990722918,11.681284592723927,1.932424360337725
hrp MC_Iter_53,0.043168535110556155,0.18817751175839315,15.366411928740916,248.82247754977612,0.06622301765420642,0.2405274243267807,-0.029947628786814135,-0.06954406125429247,9.882862120460427,1.8859019718414796
hrp MC_Iter_54,0.03318247590871726,0.14736657190175476,16.070700395509224,268.5524273518606,0.06500087214842805,0.23465175404369237,-0.019392883862395325,-0.07339190580597887,13.646330350281866,1.9927398819245643
hrp MC_Iter_55,0.0401160750700014,0.13677363624307548,11.904980855751777,144.20813430888973,0.08466919275047471,0.3155376547583125,-0.007944466286728295,-0.08916088923424759,12.505498025719458,1.970553357684307
hrp MC_Iter_56,0.0074648815962328535,0.05491646853537598,12.078351817005391,183.39019072026687,0.03924006326333065,0.1542493481101025,-0.017058846178362556,-0.09425792143449785,13.20256843924513,1.933127449719127
hrp MC_Iter_57,0.022510206856055662,0.1155970564554901,16.82974137303168,289.0488038959855,0.05621368911267229,0.21308419685447075,-0.017533812335704984,-0.06125876098553207,12.141168229011374,1.9287820391380766
hrp MC_Iter_58,0.03323841821720069,0.13665702692289866,13.821911550991206,205.9935593009044,0.07021303674331074,0.2578039996138246,-0.014774296293908088,-0.0829605524986996,13.174863567417644,2.0436208389216977
hrp MC_Iter_59,0.013117722347865624,0.08403167288678745,15.48951161197956,260.6792495418635,0.04506348778096142,0.17817145542638668,-0.01747426072436245,-0.08864515719327704,12.454238659099639,1.9821709820750448
hrp MC_Iter_60,0.043484467785427076,0.17405080373710313,15.695103984455896,258.1167951621927,0.07212195704480975,0.24734779359858292,-0.021956055636870312,-0.09098800637952187,12.362851946758871,1.9179927614961696
hrp MC_Iter_61,0.04575292877820977,0.16991994038491787,14.367994381685262,219.03538309315041,0.0777291519949763,0.2671528652707135,-0.017556250432411293,-0.0814432173075017,13.97569808064712,1.9789504315944169
hrp MC_Iter_62,0.03147229950556083,0.1614751240129046,16.852510792188436,289.40340116226355,0.056264210052874575,0.2132477405887714,-0.027639024006913548,-0.10732115978079693,11.672545921100069,1.9414354931423856
hrp MC_Iter_63,0.03724074235290038,0.161578732874333,13.757891690582884,202.90281571298507,0.06653398080238315,0.25030769206195214,-0.02192078802301221,-0.12388172999845037,13.662230684976505,2.0197770590140833
hrp MC_Iter_64,0.018879142393050306,0.07112150865385083,13.384732486382525,199.29706096190387,0.076628562505238,0.26965357012430136,-0.008708261096749364,-0.07422704665946422,11.945849781043247,1.9349171187045116
hrp MC_Iter_65,0.013372955970014026,0.059751995730279915,14.431698090664378,238.68202405932473,0.06460771422598675,0.23419996760887837,-0.011982495520613059,-0.07338102394186463,13.48980363620773,1.9781617748798248
hrp MC_Iter_66,0.007624977908666682,0.047815962397126446,9.205740658012559,119.6631362756508,0.04603361333158296,0.1787692749338249,-0.015804571481278434,-0.10696442678425921,11.291075363394816,1.947476186942763
hrp MC_Iter_67,0.020286568874070026,0.07767331372654966,13.154874180123672,191.32680827885594,0.0753956245616875,0.27093457693462,-0.008763146623824486,-0.09455196078649564,11.820669247741616,1.9907457984548267
hrp MC_Iter_68,0.03996205335169338,0.15283735479258437,11.881818146359397,144.53849677453206,0.0754792645138406,0.29143328640131116,-0.015076832178298093,-0.10900257135747715,13.616977171980627,2.0294622092454295
hrp MC_Iter_69,0.05124098618999244,0.19639202387463026,14.085235466060414,209.661883277969,0.0753187338942528,0.26777718687278734,-0.026613754372367574,-0.07800915897268812,12.714320350593466,1.9800348875271168
hrp MC_Iter_70,0.02907648321526838,0.14451225641444454,16.604645013907717,283.8263934982346,0.05808267003761516,0.21792906199692277,-0.02224920516572287,-0.10043371903231635,11.924101857763317,1.92678152295303
hrp MC_Iter_71,0.03212255604282997,0.1395292197569695,13.012968242158923,178.5280797642084,0.06645907721224949,0.2559304100974653,-0.017080048706153057,-0.09916418081232703,13.34467139075464,1.9319816455712966
hrp MC_Iter_72,0.050494180677103144,0.18880051144293003,14.001776673344278,208.11429445850337,0.0772053756200955,0.2708742026428842,-0.02297426900456478,-0.09524279739631736,12.890601651772148,1.9358806375305815
hrp MC_Iter_73,0.03767329061683138,0.18928825661625068,16.816304669164428,288.95285695506294,0.05745386657288087,0.21611364085690826,-0.03607177552239797,-0.10390113501613418,16.987694481584438,2.1401006385146433
hrp MC_Iter_74,0.02818773420308947,0.14262638284702867,16.93960396302464,291.56773514300824,0.05705184274165433,0.21509240523376855,-0.02232569342295132,-0.07654942269872245,11.302792495093104,1.9567033547799286
hrp MC_Iter_75,0.017534928441997763,0.0699185700523831,12.683201085147637,185.6099344131657,0.0723970445092303,0.26372613665662825,-0.00979798121525724,-0.10589102171769083,13.934508558905048,2.0428039237671056
hrp MC_Iter_76,0.028354229716818412,0.1500011513315245,16.726064110836557,287.13004059915886,0.0545673216983808,0.20867302091856216,-0.025396288384355963,-0.16300198836376645,13.672655085066074,2.012000144884111
hrp MC_Iter_77,0.017473058641750285,0.07402280312663392,16.156269408948933,273.6088358816297,0.06814167178404841,0.2377861482310428,-0.010746004432336323,-0.07606906448747186,12.060036855318005,1.895011171685619
hrp MC_Iter_78,0.04368647105840398,0.17061623075451324,13.200163161223605,183.3277989522207,0.07391558151875048,0.2741558677479792,-0.01997837623691198,-0.08910202925760002,12.496464896664978,1.9962128974908016
hrp MC_Iter_79,0.003369566354416523,0.03809924911945165,10.485737014355372,154.07932934326038,0.025530949910262758,0.09775684444633632,-0.01880776282078253,-0.10986471245476015,13.025214425342451,2.0295564130869947
hrp MC_Iter_80,0.024392195614676544,0.08116717332370989,12.211413709912593,156.4227365445895,0.08675207061908209,0.31082610279960177,-0.0054899694233652,-0.03678205272746904,12.507105330154735,1.9464877913213576
hrp MC_Iter_81,0.030220928278426984,0.11579079636490051,14.648342075366585,229.06513404968092,0.07534303944902825,0.25983589450904165,-0.009890334505799805,-0.11077200215959249,11.900667989964061,1.9200040960831437
hrp MC_Iter_82,0.032214462861182444,0.12659184361707235,11.813348707566787,143.77918933717925,0.0734606127586035,0.28531204627332446,-0.011823779444371508,-0.12108977097310536,12.594581477259496,1.943457744230469
hrp MC_Iter_83,0.036751585471297386,0.18625465243958608,16.91110618235166,290.9138695401216,0.05696109462790888,0.21489409283400265,-0.03528460786178912,-0.08607096936047431,13.697375883113338,1.9622202470632704
hrp MC_Iter_84,0.035472658530662164,0.17785940915586956,16.61975132088818,283.12438245138696,0.05757398230644467,0.21702761332257517,-0.03197829560725035,-0.06880285201503933,12.500460974084325,1.9853157535657553
hrp MC_Iter_85,0.01988043066139187,0.07914136004326787,9.884786500811792,118.89777123081542,0.07251563523602002,0.27861273045552176,-0.009514601642855365,-0.11303146051601543,12.504076839213289,1.9475578833907525
hrp MC_Iter_86,0.05045469561516104,0.18427159733493387,12.275972285136845,154.4723565011115,0.07904102562899812,0.29763975520679503,-0.020479336761390975,-0.07717089338444993,14.067465905703049,1.989062127312888
hrp MC_Iter_87,0.026540379202869217,0.08978031877649345,12.530609226140383,170.0804156673072,0.08533660431367963,0.2982764178492085,-0.005550379256543956,-0.06701549229884107,13.52094054195516,2.011921345417152
hrp MC_Iter_88,0.03180387994241968,0.1191388033929148,13.853225324707076,205.93972739731458,0.0770612853373787,0.2706255683092893,-0.009487201768423732,-0.08252707411282367,12.815596620441013,1.9222666783555493
hrp MC_Iter_89,0.021216735787464122,0.10478433313159248,15.684229531728304,265.060179452203,0.05845095231380709,0.21900736066114782,-0.015252898917284704,-0.10779640155193848,11.047938547463245,1.9518819212797207
hrp MC_Iter_90,0.0288176795691188,0.14858178888842602,16.874702023474562,290.01750960281885,0.05598901177971734,0.21249581772805848,-0.0242971424148084,-0.13244534608913328,13.644943108928961,1.9965877187064283
hrp MC_Iter_91,0.011764777309965894,0.07429525789033777,10.425730433196732,127.17705466705057,0.0457121863476846,0.18137834130243854,-0.0165149007075218,-0.1260888606127366,13.81509972872038,1.9144743378518654
hrp MC_Iter_92,0.012326379221335495,0.05402354408629729,12.92807106576632,197.6736432200134,0.06586608192719945,0.24398921081801478,-0.012051435752130666,-0.05740082350600473,13.498293863250282,1.9875981449041313
hrp MC_Iter_93,0.025194250788038372,0.15449987893544279,12.809497101823334,217.8426239324534,0.04707417110851863,0.18102318979597207,-0.03061106809856135,-0.2524132955070414,11.629095296070016,1.9480690765632627
hrp MC_Iter_94,0.015632377520052657,0.06272161572378289,13.08533925204073,194.98581586065572,0.0719477429362044,0.2608604233894395,-0.010268624098450177,-0.054018046931966324,13.441910068555446,2.054804298273326
hrp MC_Iter_95,0.010893726106400554,0.048612492211052676,8.387114076487924,123.3890002673772,0.06469011784771668,0.2378404708982994,-0.012651035492053932,-0.12643956974056592,12.047895471284622,1.9374789778091206
hrp MC_Iter_96,0.028471266972182857,0.11637132189395429,12.264913391852744,159.99661423305858,0.07062690954709114,0.2712183800982328,-0.011842159866836632,-0.0723173806577928,11.158621831814056,1.9320624959982435
hrp MC_Iter_97,0.03187078408960596,0.1311992625694237,13.482796913467087,193.94473900199642,0.070124653954064,0.26147522644885496,-0.013949085658534918,-0.10382092159172362,11.780007871437423,1.94208943035738
hrp MC_Iter_98,0.030271740467881635,0.09569237455303041,11.995279690383635,154.05600303070625,0.0913207431083466,0.31715913461728934,-0.0034638053535145583,-0.09422959739485437,12.300635255408958,1.9950688518317743
hrp MC_Iter_99,0.03820401836269008,0.1492129313684484,15.600613194971588,255.3432762479141,0.0739114903900634,0.250009301943257,-0.01519272996865786,-0.052081352823250104,11.589093770472061,1.948252279040296
