,mean,std,skew,kurtosis,ir,adj sr,cer,mdd,turnover,sspw
all-weather (star) MC_Iter_66,0.011354499494750538,0.07477427174939245,16.882727655049973,308.0718418640332,0.04383542083685326,0.17222414240056014,-0.017032288078727448,-0.14668672434833285,34.875,11.86875
all-weather (star) MC_Iter_67,0.011516963988120188,0.07426444202155869,17.049851217790707,312.358039271122,0.04476787327681088,0.1753465703141015,-0.01675584703503999,-0.10580679550566885,34.875,11.86875
all-weather (star) MC_Iter_68,-0.00014148072183317354,0.019564466765294147,0.2697364863840996,0.1336798291013519,-0.002087558373439196,-0.007229208528793812,-0.02071563326154862,-0.10658900112239766,34.875,11.86875
all-weather (star) MC_Iter_69,0.012427023971032486,0.07533413524801959,16.387994721487047,296.1623765311296,0.047619486248036205,0.18445148252359894,-0.016085823929317875,-0.14111398359470184,34.875,11.86875
all-weather (star) MC_Iter_70,0.013410933584420876,0.07399765967313937,17.253948361936427,317.18779321160247,0.05231791214243071,0.19775896732587248,-0.014802546871231758,-0.09427669182019627,34.875,11.86875
all-weather (star) MC_Iter_71,-5.201936075568541e-05,0.018871405192167796,-0.05782026321550942,-0.09529978051208854,-0.0007957380923555175,-0.0027565935357400273,-0.020586214261646155,-0.08219839893269965,34.875,11.86875
all-weather (star) MC_Iter_72,0.012531817105037747,0.07477172747216639,16.942953744439446,309.5203999989699,0.04838224435647822,0.18679437387036082,-0.015854399738720135,-0.12696202063264117,34.875,11.86875
all-weather (star) MC_Iter_73,0.011058729375415837,0.07850106398149095,16.40078659410033,296.39415705668995,0.04066671238556053,0.16094362539104515,-0.01818489619392337,-0.19604556042733112,34.875,11.86875
all-weather (star) MC_Iter_74,0.01786182189821884,0.07179418433765396,16.635032061020933,301.99933725588306,0.07182007690659967,0.2285502058758391,-0.009869785458844715,-0.04781603518421007,34.875,11.86875
all-weather (star) MC_Iter_75,0.02423829169046136,0.10342751306518133,12.572486216382952,163.9814573099954,0.06765116852111366,0.26310090082622933,-0.011807583997811021,-0.10184885110029573,34.875,11.86875
all-weather (star) MC_Iter_76,-0.006032100569180314,0.01911778525930416,-0.21659403526106494,-0.11241406469205506,-0.09108363861604302,-0.3231904140114502,-0.026580335139011618,-0.1883878926812822,34.875,11.86875
all-weather (star) MC_Iter_77,0.0026011939966679234,0.02333061525251194,0.01779135609386388,-0.13614441769700125,0.03218517895769957,0.11171069254356342,-0.01821528241542319,-0.11169850118127433,34.875,11.86875
all-weather (star) MC_Iter_78,0.0025239162456129885,0.019667671088664112,-0.010672553331381797,-0.46094570182266104,0.03704515184455692,0.12860363161981617,-0.018056309683464822,-0.12371198783415549,34.875,11.86875
all-weather (star) MC_Iter_79,-0.0008856849136603638,0.018962727279330797,-0.2679372808775194,0.013672739576012116,-0.01348304006555979,-0.046816717088290556,-0.02142506245246578,-0.09100769278857923,34.875,11.86875
all-weather (star) MC_Iter_80,-0.0010792779652854234,0.017900090310174834,-0.15033583710692427,-0.29113306744335565,-0.017405538547304807,-0.060415702091639746,-0.021559897814954047,-0.09405430046369812,34.875,11.86875
all-weather (star) MC_Iter_81,0.0203678064446936,0.07451988530830907,16.997789628230883,310.90994159332166,0.07890080939466274,0.22299816388987032,-0.007962013514851707,-0.06936966624739527,34.875,11.86875
all-weather (star) MC_Iter_82,3.01099337823161e-05,0.01808967064959479,-0.1043901082847637,-0.3258891052022794,0.0004804946068736583,0.0016644345806381654,-0.0204607443425339,-0.11147916232064381,34.875,11.86875
all-weather (star) MC_Iter_83,-0.0005911863237888897,0.020900830050085056,-0.0041212514779621675,0.23639821852891085,-0.008165263828346179,-0.02828845899017371,-0.021246453368962696,-0.07453956809568785,34.875,11.86875
all-weather (star) MC_Iter_84,-0.0006820516156134536,0.02209134554851399,0.041666637597269594,-0.16047862921596945,-0.008912600706255644,-0.030871410460543577,-0.021414092937829227,-0.12147465323500306,34.875,11.86875
all-weather (star) MC_Iter_85,0.016304635837534494,0.07379508957142039,16.783398310528238,305.94010157293934,0.06378124848489272,0.22135270131662668,-0.011863937029746443,-0.06092900175687299,34.875,11.86875
all-weather (star) MC_Iter_86,0.002449791472119713,0.024563571177100587,0.018740834026309328,-0.07552922668245055,0.028790352911007705,0.09989089820505148,-0.018455262071339015,-0.15970092782435308,34.875,11.86875
all-weather (star) MC_Iter_87,0.010007018621402585,0.02211971807881664,0.05648086908840572,-0.2521771480886952,0.13059738994561063,0.4668762227290319,-0.010726904270426907,-0.05120576270127197,34.875,11.86875
all-weather (star) MC_Iter_88,0.013242256314515283,0.0744636465763849,16.83058373732532,306.6318539865725,0.051336595771070234,0.1953950405300402,-0.015074995677663858,-0.06285282805494263,34.875,11.86875
all-weather (star) MC_Iter_89,0.019897971284558513,0.07185941374997355,15.873986184066103,283.955974465871,0.07993454495355891,0.2312125492142157,-0.00784769173217632,-0.08954833646630567,34.875,11.86875
all-weather (star) MC_Iter_90,0.0006313396857741379,0.02530203110305692,0.1401927594498797,0.5308825002573969,0.007203060814508165,0.02496828043040891,-0.020328949481135953,-0.17210820255248327,34.875,11.86875
all-weather (star) MC_Iter_91,-0.005043138850094062,0.020748128822317028,0.08122241920711977,-0.08174446989740902,-0.07016675088142502,-0.24410893792962732,-0.02568886612453526,-0.17371231606854065,34.875,11.86875
all-weather (star) MC_Iter_92,0.0237991340298396,0.10215305366340399,12.234456049396945,157.88542235606303,0.06725416395227322,0.2620439034199839,-0.011853735529297846,-0.08772332880500078,34.875,11.86875
all-weather (star) MC_Iter_93,0.009684390904397334,0.08035824820528427,12.847577574759539,241.6986742923524,0.03478974355754863,0.1342061089480726,-0.020001781177535774,-0.18167501638676586,34.875,11.86875
all-weather (star) MC_Iter_94,0.01469101416008816,0.0749425653007474,16.464818688220134,297.7216713042126,0.056589075553775535,0.2089755321311564,-0.013733567980697022,-0.06523277409700601,34.875,11.86875
all-weather (star) MC_Iter_95,0.004137470064659605,0.020178736873726667,0.04050070121749901,-0.10370915886454624,0.05919026226823672,0.20643965888871654,-0.01647330206806904,-0.0959884691745867,34.875,11.86875
all-weather (star) MC_Iter_96,-0.005376075122670943,0.019316435207256545,0.28231060515737527,0.19835816999368916,-0.08034294076403121,-0.2771881005199232,-0.025935762126345154,-0.19891592586943496,34.875,11.86875
all-weather (star) MC_Iter_97,-0.0003731445111142813,0.019916282729502858,0.1862003870103027,0.03966640655883058,-0.005408516410025858,-0.018725568160056626,-0.020968131987756523,-0.09449129025760927,34.875,11.86875
all-weather (star) MC_Iter_98,0.03095977073916612,0.10371567079493572,12.50150252957614,162.40286964000444,0.08617131737810373,0.3075031729537119,-0.005175639813499104,-0.12258498157231912,34.875,11.86875
all-weather (star) MC_Iter_99,0.01777927579661107,0.07491963730091386,16.206232666839774,291.85974773798915,0.06850586866792525,0.228571066631498,-0.010640152283339657,-0.10356899553772314,34.875,11.86875
