,6040,all-weather (original),all-weather (star),risk_parity (tier 2),risk_parity (tier 3),hrp (tier 2),hrp (tier 3),hrp_dd (tier 2),hrp_dd (tier 3),hrp_beta (tier 2),hrp_beta (tier 3),hrp_val (tier 2),hrp_val (tier 3),hrp_strc (tier 2)
1934-09-30,1.0,,,,,,,,,,,,,
1934-10-31,1.0,,,,,,,,,,,,,
1934-11-30,1.0,,,,,,,,,,,,,
1934-12-31,1.0,,,,,,,,,,,,,
1935-01-31,1.0,,,,,,,,,,,,,
1935-02-28,1.0,,,,,,,,,,,,,
1935-03-31,1.0,,,,,,,,,,,,,
1935-04-30,1.0,,,,,,,,,,,,,
1935-05-31,1.0,,,,,,,,,,,,,
1935-06-30,1.0,,,,,,,,,,,,,
1935-07-31,1.0,,,,,,,,,,,,,
1935-08-31,1.0066361446567327,,,,,,,,,,,,,
1935-09-30,1.0317430148430136,,,,,,,,,,,,,
1935-10-31,1.0781265230385664,,,,,,,,,,,,,
1935-11-30,1.1047560108533774,,,,,,,,,,,,,
1935-12-31,1.1325386675686815,,,,,,,,,,,,,
1936-01-31,1.1790092116814355,,,,,,,,,,,,,
1936-02-29,1.196944226029999,,,,,,,,,,,,,
1936-03-31,1.2285511872684216,,,,,,,,,,,,,
1936-04-30,1.1736328289524784,,,,,,,,,,,,,
1936-05-31,1.208527957530515,,,,,,,,,,,,,
1936-06-30,1.236273798705012,,,,,,,,,,,,,
1936-07-31,1.2863306572726192,,,,,,,,,,,,,
1936-08-31,1.2995257705520105,,,,,,,,,,,,,
1936-09-30,1.306795717681716,,,,,,,,,,,,,
1936-10-31,1.3688018775919735,,,,,,,,,,,,,
1936-11-30,1.3843245704808933,,,,,,,,,,,,,
1936-12-31,1.382725795411023,,,,,,,,,,,,,
1937-01-31,1.4170868028601953,,,,,,,,,,,,,
1937-02-28,1.4332570106968936,,,,,,,,,,,,,
1937-03-31,1.4171186748415248,,,,,,,,,,,,,
1937-04-30,1.3504308588319092,,,,,,,,,,,,,
1937-05-31,1.3418806359173434,,,,,,,,,,,,,
1937-06-30,1.3021726161399634,,,,,,,,,,,,,
1937-07-31,1.3906759094627739,,,,,,,,,,,,,
1937-08-31,1.342175263719554,,,,,,,,,,,,,
1937-09-30,1.2393183212298453,,,,,,,,,,,,,
1937-10-31,1.167738147821961,,,,,,,,,,,,,
1937-11-30,1.1001991592969729,,,,,,,,,,,,,
1937-12-31,1.0777598686215724,,,,,,,,,,,,,
1938-01-31,1.0962377334958704,,,,,,,,,,,,,
1938-02-28,1.144409950739034,,,,,,,,,,,,,
1938-03-31,1.0,,,,,,,,,,,,,
1938-04-30,1.0,,,,,,,,,,,,,
1938-05-31,0.9757062479573002,,,,,,,,,,,,,
1938-06-30,1.1245761751792804,,,,,,,,,,,,,
1938-07-31,1.176335264725493,,,,,,,,,,,,,
1938-08-31,1.1602189340099887,,,,,,,,,,,,,
1938-09-30,1.1802219337190094,,,,,,,,,,,,,
1938-10-31,1.2400501502848436,,,,,,,,,,,,,
1938-11-30,1.218139333448961,,,,,,,,,,,,,
1938-12-31,1.2485683858448406,,,,,,,,,,,,,
1939-01-31,1.1948684406300512,,,,,,,,,,,,,
1939-02-28,1.2251367114259923,,,,,,,,,,,,,
1939-03-31,1.139280800834411,,,,,,,,,,,,,
1939-04-30,1.1440675148553525,,,,,,,,,,,,,
1939-05-31,1.1920477685980246,,,,,,,,,,,,,
1939-06-30,1.1484872834197821,,,,,,,,,,,,,
1939-07-31,1.230879606095111,,,,,,,,,,,,,
1939-08-31,1.1681508716626752,,,,,,,,,,,,,
1939-09-30,1.2669283310495227,,,,,,,,,,,,,
1939-10-31,1.2781232661933553,,,,,,,,,,,,,
1939-11-30,1.2530853989445776,,,,,,,,,,,,,
1939-12-31,1.2816370417498602,,,,,,,,,,,,,
1940-01-31,1.2554094162642468,,,,,,,,,,,,,
1940-02-29,1.2588021310040225,,,,,,,,,,,,,
1940-03-31,1.2855966945398545,,,,,,,,,,,,,
1940-04-30,1.2848543553264349,,,,,,,,,,,,,
1940-05-31,1.0856751043650297,,,,,,,,,,,,,
1940-06-30,1.147954928825314,,,,,,,,,,,,,
1940-07-31,1.1763773487436484,,,,,,,,,,,,,
1940-08-31,1.1981999891429782,,,,,,,,,,,,,
1940-09-30,1.2207083836333763,,,,,,,,,,,,,
1940-10-31,1.253317851361475,,,,,,,,,,,,,
1940-11-30,1.230554452954102,,,,,,,,,,,,,
1940-12-31,1.2353533704737947,,,,,,,,,,,,,
1941-01-31,1.2047805706293093,,,,,,,,,,,,,
1941-02-28,1.194998158460633,,,,,,,,,,,,,
1941-03-31,1.208735231798373,,,,,,,,,,,,,
1941-04-30,1.170446787816437,,,,,,,,,,,,,
1941-05-31,1.1770408984485154,,,,,,,,,,,,,
1941-06-30,1.2244662246875389,,,,,,,,,,,,,
1941-07-31,1.2752704578178105,,,,,,,,,,,,,
1941-08-31,1.2706579067868913,,,,,,,,,,,,,
1941-09-30,1.267852114819581,,,,,,,,,,,,,
1941-10-31,1.2236483249176455,,,,,,,,,,,,,
1941-11-30,1.1960799971277591,,,,,,,,,,,,,
1941-12-31,1.1606520932916329,,,,,,,,,,,,,
1942-01-31,1.1760655274368113,,,,,,,,,,,,,
1942-02-28,1.1560698126749127,,,,,,,,,,,,,
1942-03-31,1.1225653533418762,,,,,,,,,,,,,
1942-04-30,1.0961066202810832,,,,,,,,,,,,,
1942-05-31,1.1448139721384607,,,,,,,,,,,,,
1942-06-30,1.1624614224942842,,,,,,,,,,,,,
1942-07-31,1.1881922766450166,,,,,,,,,,,,,
1942-08-31,1.198324087590916,,,,,,,,,,,,,
1942-09-30,1.2222206750503428,,,,,,,,,,,,,
1942-10-31,1.2747900113043367,,,,,,,,,,,,,
1942-11-30,1.2682103729771115,,,,,,,,,,,,,
1942-12-31,1.3137898343803331,,,,,,,,,,,,,
1943-01-31,1.377001651531345,,,,,,,,,,,,,
1943-02-28,1.4231234817813616,,,,,,,,,,,,,
1943-03-31,1.4718889071420485,,,,,,,,,,,,,
1943-04-30,1.478484382928074,,,,,,,,,,,,,
1943-05-31,1.525693475686955,,,,,,,,,,,,,
1943-06-30,1.549117615939238,,,,,,,,,,,,,
1943-07-31,1.502355456693396,,,,,,,,,,,,,
1943-08-31,1.5154081289081172,,,,,,,,,,,,,
1943-09-30,1.5418600722353806,,,,,,,,,,,,,
1943-10-31,1.5334510856828232,,,,,,,,,,,,,
1943-11-30,1.4672770056030857,,,,,,,,,,,,,
1943-12-31,1.5237308630706659,,,,,,,,,,,,,
1944-01-31,1.542941881320736,,,,,,,,,,,,,
1944-02-29,1.5479382952768976,,,,,,,,,,,,,
1944-03-31,1.568773372501525,,,,,,,,,,,,,
1944-04-30,1.5616600189039096,,,,,,,,,,,,,
1944-05-31,1.6047492612007823,,,,,,,,,,,,,
1944-06-30,1.6584585403566585,,,,,,,,,,,,,
1944-07-31,1.6429983509962105,,,,,,,,,,,,,
1944-08-31,1.6585746755725232,,,,,,,,,,,,,
1944-09-30,1.6601623442955196,,,,,,,,,,,,,
1944-10-31,1.6648755361194953,,,,,,,,,,,,,
1944-11-30,1.6741085959063344,,,,,,,,,,,,,
1944-12-31,1.7140520637383925,,,,,,,,,,,,,
1945-01-31,1.7428083219346244,,,,,,,,,,,,,
1945-02-28,1.8162987243655384,,,,,,,,,,,,,
1945-03-31,1.774505149135631,,,,,,,,,,,,,
1945-04-30,1.8811131635751752,,,,,,,,,,,,,
1945-05-31,1.899234407345108,,,,,,,,,,,,,
1945-06-30,1.9040549310318182,,,,,,,,,,,,,
1945-07-31,1.8843466199665904,,,,,,,,,,,,,
1945-08-31,1.9565229159650621,,,,,,,,,,,,,
1945-09-30,2.0130537803417643,,,,,,,,,,,,,
1945-10-31,2.059225616719461,,,,,,,,,,,,,
1945-11-30,2.108159158837158,,,,,,,,,,,,,
1945-12-31,2.1167337762618312,,,,,,,,,,,,,
1946-01-31,2.2150883323150183,,,,,,,,,,,,,
1946-02-28,2.129532514307509,,,,,,,,,,,,,
1946-03-31,2.1954896592402067,,,,,,,,,,,,,
1946-04-30,2.2384945430417136,,,,,,,,,,,,,
1946-05-31,2.273079372244896,,,,,,,,,,,,,
1946-06-30,2.2274977296648113,,,,,,,,,,,,,
1946-07-31,2.195606643990398,,,,,,,,,,,,,
1946-08-31,2.10023251118654,,,,,,,,,,,,,
1946-09-30,1.974254721264654,,,,,,,,,,,,,
1946-10-31,1.9725960828216889,,,,,,,,,,,,,
1946-11-30,1.9588148454568857,,,,,,,,,,,,,
1946-12-31,2.021562903474008,,,,,,,,,,,,,
1947-01-31,2.058380960018689,,,,,,,,,,,,,
1947-02-28,2.0480624679081316,,,,,,,,,,,,,
1947-03-31,2.0338298447888454,,,,,,,,,,,,,
1947-04-30,1.9910283225969494,,,,,,,,,,,,,
1947-05-31,1.9870970893027864,,,,,,,,,,,,,
1947-06-30,2.053641041659925,,,,,,,,,,,,,
1947-07-31,2.105795997354602,,,,,,,,,,,,,
1947-08-31,2.0782476917104513,,,,,,,,,,,,,
1947-09-30,2.063664580440078,,,,,,,,,,,,,
1947-10-31,2.090104154111948,,,,,,,,,,,,,
1947-11-30,2.053825366486491,,,,,,,,,,,,,
1947-12-31,2.0751442505503253,,,,,,,,,,,,,
1948-01-31,2.0331918317668563,,,,,,,,,,,,,
1948-02-29,1.9844652219604308,,,,,,,,,,,,,
1948-03-31,2.0835737788312994,1.0,,,,,,,,,,,,
1948-04-30,2.125075123488372,1.0089140476277216,,,,,,,,,,,,
1948-05-31,2.238818916145525,1.0400535635619843,,,,,,,,,,,,
1948-06-30,2.2431285570556097,1.0,,,,,,,,,,,,
1948-07-31,2.1760439610915276,1.0,,,,,,,,,,,,
1948-08-31,2.1924103267940596,1.0,,,,,,,,,,,,
1948-09-30,2.1628875691455987,1.0,,,,,,,,,,,,
1948-10-31,2.2553351252741463,1.0,,,,,,,,,,,,
1948-11-30,2.1209098258814842,1.0,,,,,,,,,,,,
1948-12-31,2.1704884689561967,1.0,,,,,,,,,,,,
1949-01-31,2.1850731776998153,1.0,,,,,,,,,,,,
1949-02-28,2.1423055774300246,1.0,,,,,,,,,,,,
1949-03-31,2.19275162755096,1.0,,,,,,,,,,,,
1949-04-30,2.1749188244863342,1.0,,,,,,,,,,,,
1949-05-31,2.1356072882112875,1.0,,,,,,,,,,,,
1949-06-30,2.1474336904184637,1.0,,,,,,,,,,,,
1949-07-31,2.240329631518306,1.0,,,,,,,,,,,,
1949-08-31,2.27085981224874,1.0,,,,,,,,,,,,
1949-09-30,2.3090757421749846,1.007405893600191,,,,,,,,,,,,
1949-10-31,2.3598828732456254,1.0,,,,,,,,,,,,
1949-11-30,2.3712989684625154,1.0,,,,,,,,,,,,
1949-12-31,2.4475983912145662,1.0156937118726725,,,,,,,,,,,,
1950-01-31,2.474242363230785,1.0209481473382491,,,,,,,,,,,,
1950-02-28,2.497303881849377,1.0216604541542003,,,,,,,,,,,,
1950-03-31,2.5116804592139994,1.0225502348895186,,,,,,,,,,,,
1950-04-30,2.5854506967770603,1.0,,,,,,,,,,,,
1950-05-31,2.655722652712931,1.0,,,,,,,,,,,,
1950-06-30,2.567736843004773,1.0,,,,,,,,,,,,
1950-07-31,2.5922065624129016,1.0,,,,,,,,,,,,
1950-08-31,2.6541681140674616,1.015007343732606,,,,,,,,,,,,
1950-09-30,2.750708271819565,1.0336539500830573,,,,,,,,,,,,
1950-10-31,2.763914659088234,1.0359777282050109,,,,,,,,,,,,
1950-11-30,2.7716329417731544,1.0418735266857617,,,,,,,,,,,,
1950-12-31,2.8617332832355884,1.0673578159574435,,,,,,,,,,,,
1951-01-31,2.984677191703146,1.102831047844852,,,,,,,,,,,,
1951-02-28,3.0024303675189854,1.106923564217399,,,,,,,,,,,,
1951-03-31,2.9660480203341493,1.089028825156946,,,,,,,,,,,,
1951-04-30,3.054196740197339,1.103327889878194,,,,,,,,,,,,
1951-05-31,2.98315471239705,1.0843671079098063,,,,,,,,,,,,
1951-06-30,2.9488090321783513,1.0723148690612467,,,,,,,,,,,,
1951-07-31,3.0940274854893164,1.0996005922269991,,,,,,,,,,,,
1951-08-31,3.1921295002768098,1.1210443145470586,,,,,,,,,,,,
1951-09-30,3.1875090156155026,1.1181615154963669,,,,,,,,,,,,
1951-10-31,3.170072117114454,1.112552317282835,,,,,,,,,,,,
1951-11-30,3.1729606099576064,1.1126526175684177,,,,,,,,,,,,
1951-12-31,3.262811881311626,1.1287909216801533,,,,,,,,,,,,
1952-01-31,3.306306551834144,1.1372802032515907,,,,,,,,,,,,
1952-02-29,3.24045098759914,1.1203544775396854,,,,,,,,,,,,
1952-03-31,3.345564872948298,1.1358329571578145,,,,,,,,,,,,
1952-04-30,3.2850941105681404,1.1255314753035,,,,,,,,,,,,
1952-05-31,3.347191849608854,1.1400827035470118,,,,,,,,,,,,
1952-06-30,3.4480780779969766,1.1550289717394835,,,,,,,,,,,,
1952-07-31,3.490554371079343,1.1622181458296275,,,,,,,,,,,,
1952-08-31,3.4623367166368455,1.0,,,,,,,,,,,,
1952-09-30,3.421324403668058,1.0,,,,,,,,,,,,
1952-10-31,3.448804536575058,1.0,,,,,,,,,,,,
1952-11-30,3.5595062300677345,1.0,,,,,,,,,,,,
1952-12-31,3.6451627865077114,1.012895603889732,,,,,,,,,,,,
1953-01-31,3.6283966759704755,1.0070728859936557,,,,,,,,,,,,
1953-02-28,3.592903270391951,1.000835168421486,,,,,,,,,,,,
1953-03-31,3.5470659121291117,0.9927755437103382,,,,,,,,,,,,
1953-04-30,3.4950101364811355,1.0,,,,,,,,,,,,
1953-05-31,3.475923995551539,1.0,,,,,,,,,,,,
1953-06-30,3.4480376721403188,1.0,,,,,,,,,,,,
1953-07-31,3.5363345725686957,1.0,,,,,,,,,,,,
1953-08-31,3.4243457503995725,1.0,,,,,,,,,,,,
1953-09-30,3.4498924754614,1.0,,,,,,,,,,,,
1953-10-31,3.595421978605083,1.0,,,,,,,,,,,,
1953-11-30,3.6255127254435826,1.002146589886589,,,,,,,,,,,,
1953-12-31,3.6551745452333084,1.0107525456085413,,,,,,,,,,,,
1954-01-31,3.795620400254026,1.0,,,,,,,,,,,,
1954-02-28,3.817408464453745,1.0,,,,,,,,,,,,
1954-03-31,3.913024186177391,1.0,,,,,,,,,,,,
1954-04-30,4.052844201567492,1.0,,,,,,,,,,,,
1954-05-31,4.13512954978352,1.0085568550906063,,,,,,,,,,,,
1954-06-30,4.149330766990148,1.0096485421827983,,,,,,,,,,,,
1954-07-31,4.316291421201245,1.0,,,,,,,,,,,,
1954-08-31,4.233076922353804,1.0,,,,,,,,,,,,
1954-09-30,4.454873500732768,1.0,,,,,,,,,,,,
1954-10-31,4.409202987302695,1.0,,,,,,,,,,,,
1954-11-30,4.629070303534453,1.0,,,,,,,,,,,,
1954-12-31,4.779282816382535,1.0,,,,,,,,,,,,
1955-01-31,4.828121667279421,1.0,,,,,,,,,,,,
1955-02-28,4.846843556599375,1.0,,,,,,,,,,,,
1955-03-31,4.844096892360999,1.0,,,,,,,,,,,,
1955-04-30,4.953901353686065,1.0,,,,,,,,,,,,
1955-05-31,4.963041467827104,1.0,,,,,,,,,,,,
1955-06-30,5.21931170855375,1.0,,,,,,,,,,,,
1955-07-31,5.403544827464733,1.0,,,,,,,,,,,,
1955-08-31,5.380383615165868,1.0,,,,,,,,,,,,
1955-09-30,5.432471261120205,1.0,,,,,,,,,,,,
1955-10-31,5.365397988117919,1.0,,,,,,,,,,,,
1955-11-30,5.620151082781398,1.0,,,,,,,,,,,,
1955-12-31,5.618830222893432,1.0,,,,,,,,,,,,
1956-01-31,5.512666689108086,1.0,,,,,,,,,,,,
1956-02-29,5.654183039689619,1.0,,,,,,,,,,,,
1956-03-31,5.882670456645377,1.0,,,,,,,,,,,,
1956-04-30,5.848340149940424,1.0,,,,,,,,,,,,
1956-05-31,5.656129927465201,1.0,,,,,,,,,,,,
1956-06-30,5.819940352990605,1.0,,,,,,,,,,,,
1956-07-31,5.995046831671161,1.0,,,,,,,,,,,,
1956-08-31,5.830366921087043,1.0,,,,,,,,,,,,
1956-09-30,5.679557643936864,1.0,,,,,,,,,,,,
1956-10-31,5.722474922915781,1.0,,,,,,,,,,,,
1956-11-30,5.672900202683398,1.0,,,,,,,,,,,,
1956-12-31,5.790997690801722,1.0,,,,,,,,,,,,
1957-01-31,5.663222174753137,1.0,,,,,,,,,,,,
1957-02-28,5.59220028370225,1.0,,,,,,,,,,,,
1957-03-31,5.662453513705229,1.0,,,,,,,,,,,,
1957-04-30,5.79225910399575,1.0,,,,,,,,,,,,
1957-05-31,5.915219059002022,1.0,,,,,,,,,,,,
1957-06-30,5.889635322561819,1.0,,,,,,,,,,,,
1957-07-31,5.923033228615401,1.0,,,,,,,,,,,,
1957-08-31,5.741969159617349,1.0,,,,,,,,,,,,
1957-09-30,5.549070537933925,1.0,,,,,,,,,,,,
1957-10-31,5.452055287900566,1.0,,,,,,,,,,,,
1957-11-30,5.569339047272971,1.0,,,,,,,,,,,,
1957-12-31,5.546003075564114,1.0,,,,,,,,,,,,
1958-01-31,5.728754769293952,1.0,,,,,,,,,,,,
1958-02-28,5.683530152773125,1.0,,,,,,,,,,,,
1958-03-31,5.820109806551533,1.0,,,,,,,,,,,,
1958-04-30,5.968512426352416,1.0,,,,,,,,,,,,
1958-05-31,6.0316539105568046,1.0,,,,,,,,,,,,
1958-06-30,6.133565229979876,1.0,,,,,,,,,,,,
1958-07-31,6.263085650690623,1.0,,,,,,,,,,,,
1958-08-31,6.255746635987194,1.0,,,,,,,,,,,,
1958-09-30,6.410574835656488,1.0,,,,,,,,,,,,
1958-10-31,6.518824011759927,1.0,,,,,,,,,,,,
1958-11-30,6.63875310433107,1.0,,,,,,,,,,,,
1958-12-31,6.838842606854698,1.0,,,,,,,,,,,,
1959-01-31,6.874188175970016,1.0,,,,,,,,,,,,
1959-02-28,6.907029343364428,1.0,,,,,,,,,,,,
1959-03-31,6.922681288071354,1.0,,,,,,,,,,,,
1959-04-30,7.074936930863705,1.0,,,,,,,,,,,,
1959-05-31,7.1326865181826085,1.0,,,,,,,,,,,,
1959-06-30,7.131575110844839,1.0,,,,,,,,,,,,
1959-07-31,7.288293272727378,1.0,,,,,,,,,,,,
1959-08-31,7.237030289824679,1.0,,,,,,,,,,,,
1959-09-30,7.002722653308995,1.0,,,,,,,,,,,,
1959-10-31,7.106205520424086,1.0,,,,,,,,,,,,
1959-11-30,7.184534511906838,1.0,,,,,,,,,,,,
1959-12-31,7.288854558537556,1.0,,,,,,,,,,,,
1960-01-31,6.992254270035511,1.0,,,,,,,,,,,,
1960-02-29,7.1061744077398465,1.0,,,,,,,,,,,,
1960-03-31,7.1253740467076625,1.0,,,,,,,,,,,,
1960-04-30,7.066135835619501,1.0,,,,,,,,,,,,
1960-05-31,7.186670614519821,1.0,,,,,,,,,,,,
1960-06-30,7.34073308930328,1.0,,,,,,,,,,,,
1960-07-31,7.314380799321426,1.0,,,,,,,,,,,,
1960-08-31,7.475203236155716,1.0,,1.0,,1.0,,0.9999999999999998,,0.9999999999999999,,1.0000000000000002,,1.0
1960-09-30,7.226365722089463,0.9845824114629891,,1.0017340134098247,,1.0019730127556956,,0.9985018750908785,,1.0025725410987136,,1.000840403563657,,1.002683202041665
1960-10-31,7.216999879368483,0.9850971968346932,,1.0101841079295337,,1.0134262600313957,,1.0079454328873152,,1.0105812158082816,,1.009970605983327,,1.00915819142089
1960-11-30,7.404387320072497,1.0,,1.0,,1.0,,1.0,,0.9999999999999999,,1.0,,1.0
1960-12-31,7.654297776907411,1.0,,1.0,,1.0,,1.0,,0.9999999999999999,,1.0,,1.0
1961-01-31,7.966691097263839,1.0,,1.0,,1.0,,1.0,,0.9999999999999999,,1.0,,1.0
1961-02-28,8.133364964092356,1.0,,0.9999999999999999,,1.0,,1.0,,1.0,,1.0000000000000002,,1.0
1961-03-31,8.291192000211153,1.0,,0.9999999999999999,,1.0,,1.0,,1.0,,1.0000000000000002,,1.0
1961-04-30,8.322188301308309,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0
1961-05-31,8.459576170201935,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0
1961-06-30,8.290128811433597,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0
1961-07-31,8.464867957119084,1.0,,0.9999999999999999,,1.0,,1.0,,1.0,,1.0,,1.0
1961-08-31,8.55506410417577,1.002850311704146,,0.9938281534114505,,0.9906796615894535,,0.9942282196480248,,0.9926728233304388,,0.9944676014138782,,0.9900109597639515
1961-09-30,8.494471093074228,1.0,,1.0,,1.0,,1.0000000000000002,,1.0,,1.0,,1.0
1961-10-31,8.679448335267644,1.0,,1.0,,1.0,,1.0000000000000002,,0.9999999999999998,,1.0,,0.9999999999999998
1961-11-30,8.902655181494557,1.0135098485126546,,1.001782371629736,,0.9949361863175761,,1.0007642373997516,,1.0007573627046646,,1.0025964835324264,,1.0006905801383594
1961-12-31,8.909587809325568,1.0119125173159942,,0.9978111024338979,,0.9856855797577149,,0.9966765947585883,,0.997088172234347,,0.9970853418839349,,0.9934001256412068
1962-01-31,8.720163003374903,1.0,,0.9999999999999999,,1.0,,1.0000000000000002,,1.0,,1.0,,1.0
1962-02-28,8.858531185570877,1.0,,0.9999999999999998,,1.0,,1.0,,1.0000000000000002,,1.0,,1.0
1962-03-31,8.892568737254269,1.008110566446815,,0.997996362391127,,0.9977974596731717,,0.9968867915098258,,0.9995960834333073,,1.0028804958989366,,0.9996846791695905
1962-04-30,8.586279440752667,0.9910918663223736,,0.9966421655576522,,1.0008270202565381,,0.9975512456701452,,0.9964313529220891,,1.001299116961021,,0.9984352038694562
1962-05-31,8.156362416190891,0.9649567895060126,,0.9806365071085027,,0.9861287851660987,,0.9791990045046566,,0.9770907262196697,,0.985891037893669,,0.9845786985167877
1962-06-30,7.753850714415911,0.9391778055209437,,0.9760218606961042,,0.9914745344959472,,0.9752256635151781,,0.9762568926731487,,0.9806829237962611,,0.9823525922213191
1962-07-31,8.064317844700803,0.9581869275252932,,0.9828796881850737,,1.001318404468032,,0.9836097446862769,,0.9836447020423779,,0.9869630167120487,,0.9863012925588673
1962-08-31,8.184531783145426,0.9683741286461496,,0.995064945948635,,1.0233666250124216,,0.9997021940219846,,1.001315021321854,,0.997588055441264,,0.9932463441105005
1962-09-30,7.978142766603332,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0000000000000002
1962-10-31,8.030175252259271,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0000000000000002
1962-11-30,8.544715470717662,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0000000000000002
1962-12-31,8.659169787963613,1.0,,1.0,,1.0000000000000002,,1.0000000000000002,,1.0,,1.0,,1.0
1963-01-31,8.934450883152184,1.0,,1.0,,1.0000000000000002,,1.0000000000000002,,1.0,,1.0,,1.0
