,ret
2014-01-31,-0.0020964260707655746
2014-02-28,0.00793330329808681
2014-03-31,0.0008683695993815296
2014-04-30,-0.004011014099888021
2014-05-31,0.002192448912292792
2014-06-30,0.009476724649326923
2014-07-31,-0.008499703134950248
2014-08-31,0.0051581300596927945
2014-09-30,-0.012786468948555707
2014-10-31,-0.00663720994397168
2014-11-30,-0.00024023690430253347
2014-12-31,-0.0017606251218762166
2015-01-31,0.009733284762915172
2015-02-28,0.005013826889680137
2015-03-31,0.004186744469914114
2015-04-30,0.005062584054005649
2015-05-31,0.0018348407939596935
2015-06-30,-0.007787171813074516
2015-07-31,-0.007542945763483265
2015-08-31,-0.008758778065771897
2015-09-30,-0.00803521391394829
2015-10-31,0.012553333814109465
2015-11-30,-0.004595614873004522
2015-12-31,-0.00983064153014389
