,risk_parity MC_Iter_0,risk_parity MC_Iter_1,risk_parity MC_Iter_2,risk_parity MC_Iter_3,risk_parity MC_Iter_4,risk_parity MC_Iter_5,risk_parity MC_Iter_6,risk_parity MC_Iter_7,risk_parity MC_Iter_8,risk_parity MC_Iter_9
2026-04-30,0.9842541363423425,0.9836094056535157,1.0144500713492972,1.0049784923531435,1.0158532143167898,0.97129209557863,0.991725213996149,1.014247383177699,0.997246741909179,1.0043455653183082
2026-05-31,0.9832583473702408,0.984915934920206,1.021152302889313,0.9946927119331208,1.0154251159193477,0.9753008864866065,0.9833002522019522,1.0180042422402538,1.0024109745920118,1.0026990733856511
2026-06-30,0.9885558282556668,0.9896516266152051,1.0119883362636757,0.9886638847594482,1.0177812248608373,0.9736535817048915,0.9822269027827031,1.0169814344651544,0.999554227664084,1.4565293349418957
2026-07-31,0.9871650752006375,0.9905035114059595,1.0151457855718473,0.984537508927113,1.0250677802848145,0.972842083013184,0.9987439777599392,1.0211459747712346,1.0029623103798955,1.4658618286694156
2026-08-31,0.9867385106888382,0.9889112559551637,1.0188249835545935,0.9294502183299547,1.0243270415597812,0.9742776000133747,0.9978301882883952,1.0242317848228166,0.9977259787911881,1.4785758476150652
2026-09-30,0.9862904445714039,0.9885798738920507,1.0212478290839022,0.9340862553585021,1.030477908730338,0.9725201379325887,0.9875060309018141,1.0237700824495632,0.9939145479451234,1.4770849315249452
2026-10-31,0.9800515674704416,0.9833092693895396,1.0359614850244128,0.9308208188932475,1.0329186569751234,0.9691906871832395,0.9960769265191092,1.0144349855505534,0.9986328715669802,1.4747203971169651
2026-11-30,0.9789934622861788,0.9843624317629965,1.038828615938669,0.9393001790035792,1.0331597862784885,0.9679649302808805,0.9907867919519767,1.010458039436021,0.9989313293233001,1.4889089965198559
2026-12-31,0.9759597149572262,0.9780993927305429,1.0383261518563325,0.9355439118478956,1.031739547309597,0.9670436424716393,0.9862573937566794,1.0187094859119634,0.9995456395899843,1.4935521168956973
2027-01-31,0.9752560575651594,0.979669323337782,1.0328934277989368,0.9403034680067264,1.0251794512019603,0.9723699409775681,0.9802998575071173,1.024760085112409,0.9961545724434677,1.4873470518489365
2027-02-28,0.9769674609625502,0.9732170161240548,1.0062408909956784,0.9411938167414575,1.0309103839659235,0.9732295030142095,0.9805436884886187,1.0242538038226772,0.9904192539022711,1.4968267921927925
2027-03-31,0.9761996653741385,0.9761371013626972,1.007497669825106,0.9370440986585482,1.0293782362758204,0.9696388885882723,0.9768110869558357,1.0225052638253471,0.9883823794482128,1.4977366740208171
2027-04-30,0.9783222957380573,0.9737586588816032,1.0059088562157035,0.9279783899707572,1.02854653762536,0.9754663313214601,0.980915331326408,1.0192194823357261,0.9907049456192829,1.4991277436058261
2027-05-31,0.9777244152383926,0.969263117969444,1.0057605417500195,0.9290209532274867,1.0249641293653435,0.9729422006417197,0.9797894870649091,1.0127227629225117,0.9907270616787026,1.5199576623853106
2027-06-30,0.9747967510034206,0.9660932924939214,1.0049305227294332,0.922402671035628,1.0336714508781877,0.9752802072171333,0.976526750188994,1.0139701660768425,0.9958487815291195,1.5228753721023367
2027-07-31,0.9724140839146802,0.9697963079026644,0.9982010264616342,0.9186636480257953,1.0320594787248005,0.9673923632197801,0.9252934814276849,1.0147790314769947,0.9921823613428685,1.524830773949389
2027-08-31,0.9631277466854204,0.9365305911392446,0.9939055888848501,0.9207068149521535,1.039885129559153,0.9674714178456616,0.9265177983784438,1.0182868589274952,0.9865367731798499,1.5147259042725234
2027-09-30,0.9666940326741299,0.9359582576515044,0.9997127777719355,0.9259789929440052,1.0442274811143104,0.966064038706034,0.9258186164276488,1.0119756440229257,0.9846211187022307,1.5153100844037382
2027-10-31,0.9617709658082545,0.940603012514558,1.0017917258027484,0.9194326684288086,1.043789227379191,0.970879202760953,0.9247443337277717,1.0077590477484792,0.9800686253828204,1.5246076809218416
2027-11-30,0.9620278311825611,0.9361493939432074,0.9938316135169643,0.9183112826504138,1.049456812956019,0.9691845625447636,0.9261177521452059,1.0142355310859803,0.982187291142794,1.5311934590323582
2027-12-31,0.9617948558426695,0.9303590421686825,0.9913154557846813,0.9163614086842177,1.0524205161566538,0.9672411345475946,0.9289538213950685,1.0109615328137753,0.9776802466272937,1.5310411122295406
2028-01-31,0.9646967999350822,0.9269427768491839,0.9939716424403506,0.9138921087666736,1.0483347460627421,0.962268013645325,0.9289531725879541,1.0077903702989859,0.9772197167501463,1.5309031240768483
2028-02-29,0.9655430155986765,0.9303033089453244,0.9929449565568049,0.9170794138134319,1.0444858665428076,0.9633215794969023,0.9293196880553367,1.006121212576513,0.9753369920546577,1.5463401089968651
2028-03-31,0.9734445654851867,0.9302827777984904,0.9968330726319208,0.9118719763544688,1.054548345769356,0.9636772607784719,0.9222215575497079,1.0081719552309365,0.9712285456239363,1.5346785128799052
2028-04-30,0.9763719974726381,0.9242351117837914,0.9952118152176779,0.9116767012537148,1.0495549621977465,0.95761912413655,0.9259379970535235,1.0075696438932698,0.9775025946364196,1.5370421237761063
2028-05-31,0.9785559507125547,0.9321948313994,0.9950801129601174,0.91113711497001,1.0435394696513378,0.9610090823556671,0.9194442557332304,1.0056460729678958,0.9755734787576584,1.534194592081914
2028-06-30,1.5448042125177277,0.9342041236354833,0.9959517011657366,0.8764668652870179,1.0452182622575794,0.9602717168665658,0.9142241487235196,1.0100709648586808,0.9812916913777281,1.5235665959953761
2028-07-31,1.5503709423979952,0.9370687058998789,0.9941243836614588,0.8760147951527457,1.0463817235355806,0.9672121153262967,0.9136147258129884,1.0064451971937776,0.9793149690098419,1.5277580914267115
2028-08-31,1.5466152131478466,0.9377287023934288,0.9884832604939369,0.8765189200235719,1.0478251273215493,0.9677477953264582,0.9134567160957787,1.0058813894066971,0.9765851907235075,1.5296729231673443
2028-09-30,1.5466855863602524,0.939392251252597,1.000713135712474,0.8721094387757313,1.045907522993004,0.9704761390416843,0.9073031876625778,1.0026279269947398,0.9770554237537586,1.530491172844582
2028-10-31,1.5505150396752387,0.9435017790372705,0.9986629658617722,0.8662386431052158,1.0441515363130658,0.9754728757569033,0.9081146724875556,1.0039887035882509,0.9789633164620718,1.5253947798372012
2028-11-30,1.5437485601641991,0.9448587613258204,0.9961636476617075,0.8665117269721915,1.050429869777349,0.9830873122494836,0.9088851976578999,1.008428861225753,0.9812495871116489,1.5224045537146649
2028-12-31,1.543277501321291,0.9408411608606457,1.0023034616043502,0.8741913942924643,1.049986164253153,0.9921915188995221,0.908325051529894,1.004614859472618,0.981992959990921,1.525488919198485
2029-01-31,1.5309784134029212,0.9392928081962458,1.0024591913712897,0.868578273982776,1.0487240562285947,0.9894211917412256,0.9071703892133796,1.0095225270135566,0.982098400241846,1.5343949509252135
2029-02-28,1.5458043738974665,0.9405108194287991,1.006368442128829,0.8623757763475876,1.0566314735183389,0.9864305174058293,0.9028008263023712,1.0105874024459771,0.9775475813328665,1.5312512119429202
2029-03-31,1.5437102793106519,0.9469572575167091,1.0111905265335301,0.8631845856293436,1.0544701235926255,0.9845548884924153,0.9048375743637648,1.0109046625956395,0.978257276593172,1.5345327329451686
2029-04-30,1.5449181942671943,0.9481304320650416,1.01144281988257,0.8678791633145718,1.0615052777228393,0.98122233349699,0.9001758580432113,1.0114817818948834,0.9769831177046895,1.5381726527422324
2029-05-31,1.5417663627277636,0.944572929875616,1.0137400776926688,0.8603347363300451,1.057329750206593,0.9829013130318514,0.9015852776232135,1.0117769127128304,0.9771388339811968,1.5375530424080803
2029-06-30,1.544327530265143,0.9403622425492423,1.012056123386024,0.8633649338724239,1.062497143423411,0.9843565947900443,0.9010551934446092,1.015483513726338,0.985572097027057,1.5292296744142118
2029-07-31,1.5375744439726324,0.94019600257554,1.0096418857103635,0.863300717998608,1.063527519120403,0.9827395369341062,0.8981031937249586,1.0148327094981446,0.9815416363940362,1.5293841267728112
2029-08-31,1.5434147297382,0.9397720038637662,1.0076365189969492,0.8586636870507731,1.0621799476033313,0.9841704440911684,0.8939530904519764,1.0166042120022734,0.9852041373780843,1.534548184785913
2029-09-30,1.548663171056781,0.9396847362883478,1.0087282439292098,0.8557576508840562,1.0658388983919291,0.9773539780639433,0.889291126263352,1.0185552710364092,1.4532097688582222,1.532759433421083
2029-10-31,1.5553885939710181,0.9376108837253625,1.0097550313502914,0.8535669372310438,1.0613205463100739,0.9782850024298144,0.8956437610002983,1.019666046701027,1.4486274054455808,1.5429736207106748
2029-11-30,1.5418890703109602,0.9297148239655221,1.008227889759451,0.8544943911624919,1.0585399225808458,0.9778980522518371,0.900406666303084,1.028049459986286,1.4474968501959053,1.5427341020005352
2029-12-31,1.5478464762865969,0.9313634947490467,1.0094447021685808,0.8549193255847631,1.056566791568596,0.9755291579791776,0.8984122243924326,0.9741304313452124,1.4419719433802816,1.5535457907318018
2030-01-31,1.5372314746368039,0.936102157433803,1.0091876708903802,0.8532226929842976,1.0502961074686,0.9766643910274384,0.8991945877308773,0.9800295777140295,1.4530437832763154,1.549349748498021
2030-02-28,1.5367605563738098,0.9353984144909662,1.0158586866993544,0.8530178199223493,1.0465507012558417,0.982235345962052,0.8963781604499099,0.9834523394714861,1.452696440048343,1.5516941199349008
2030-03-31,1.5408259714506893,0.938146262767313,1.0199161372379357,0.8568013854886237,1.0512744613325031,0.9829716100492819,0.8941750197748971,0.9828866487233359,1.4558609935937732,1.5399816545779546
2030-04-30,1.54626649967584,0.9337159754142252,1.0220469500816272,0.8589002321152299,1.0525028446280884,0.9866145398872753,0.8871288191517585,0.9830314374655146,1.4563880565120433,1.5384719127744644
2030-05-31,1.5468842604897677,0.9324046560077419,1.0217655444196672,0.852637555677977,1.044022562535416,0.9898422239501842,0.8848148748362151,0.9831607413842559,1.4654752053754783,1.5383907502628642
2030-06-30,1.54795319992467,0.9319081646955851,1.016581751824971,0.8571881395650993,1.0466990235819125,0.9826570180219011,0.8862615007440665,0.9866134944916651,1.462103018524161,1.5191006412684827
2030-07-31,1.546858342199471,0.9347273967699972,1.0153530575606537,0.8535683851322561,1.0445107440460395,0.9781783745323296,0.8881005497535129,0.989167003742259,1.4570160461636223,1.5168912451047027
2030-08-31,1.5413018059991428,0.9314656172111586,1.0176414615887577,0.8433399560304794,1.043315878945488,0.9759204833538754,0.8898967384876151,0.9885822151011712,1.4585477602349277,1.5200076835953216
2030-09-30,1.551784144997842,0.9374150010387114,1.016438201781764,0.8406520489350261,1.036212335977018,0.9794462688950925,0.8853560694060729,0.9874050994714634,1.4458358472205826,1.5027110210877233
2030-10-31,1.5420718198063412,0.9419232487159885,1.0194057167677872,0.8376554066823572,1.0405824074797425,0.9751580607366165,0.8801046969449409,0.9855520671999501,1.4450222523244731,1.5002401579260498
2030-11-30,1.5430685714450423,0.946695695160202,1.0179832193021023,0.8379304800015479,1.0290675225972659,0.9729213001059083,0.886982569872575,0.947246026992434,1.4473097758921034,1.5056770956474406
2030-12-31,1.5472754156311157,0.9492780897796537,1.02151292545565,0.835799966376503,1.025661594454082,0.9747393841027576,0.8828272326124548,0.9483679080339928,1.4362617864305147,1.5049025044926851
2031-01-31,1.541849246092731,0.9499005338809104,1.0242626714371208,0.8363641989383097,1.0248113456232346,0.9793485099605375,0.8818906464096752,0.9474531977168716,1.444396200514935,1.5005926018145108
2031-02-28,1.5566260867238801,0.9479296020747129,1.0223729541782722,0.8428718941473011,1.0263101564689763,0.9783382919127295,0.8787012443095583,0.9433863566923568,1.4519429347311372,1.504610989795437
2031-03-31,1.5573343314836254,0.9516570670722974,1.0308635165209028,0.8423835971688879,1.0226032554080298,0.9819380200132711,0.8777983954290051,0.9479255510614706,1.4511428716282777,1.5018911756456863
2031-04-30,1.5652655246511875,0.9486397287952871,1.0300237329165964,0.8411500896922274,1.0165717508718664,0.9709970667420827,0.8779225946922451,0.9463055550581776,1.4536899215694452,1.503204256047539
2031-05-31,1.5541850742097374,0.9571133818092412,1.026012162205916,0.8424588405279687,1.022625536150685,0.9775571350661019,0.872815381119444,0.9460726506580583,1.4577722822453678,1.502618908850044
2031-06-30,1.5641249256489183,0.9605479278360625,1.0272038249459714,0.8469212767558563,1.023795869693581,0.9807376147275696,0.873844594740421,0.94421348112128,1.4586261522066204,1.5090751136908682
2031-07-31,1.5625562138516822,0.958461371260344,1.0259792115582795,0.8418521519759337,1.0298670739209708,0.9875471552271301,0.874501386296754,0.9412883355416315,1.4566820663046731,1.4988034753638635
2031-08-31,1.5668688684727876,0.958644859277726,1.0205188899066244,0.844078511466103,1.0251513869052566,0.9880241861804054,0.8737897765513615,0.9402499820304497,1.470412755930618,1.4984729979168858
2031-09-30,1.553880134307931,0.9519276740607571,1.016954868445325,0.8440728750651236,1.5097484896735707,0.9895936192079074,0.876890858339733,0.9384161511463478,1.4735490053008264,1.499841986101242
2031-10-31,1.563479404538834,0.9550241874327858,1.0188226205532063,0.843655905497136,1.5011715444295592,0.9866007134668892,0.8785666222656188,0.9358578001318377,1.473618834670148,1.5009997024030715
2031-11-30,1.5733275255493473,0.9561708711706053,1.0206856194824891,0.8500148965116905,1.4960142043740683,0.9884002899881317,0.8730659497374093,0.9364612607095778,1.4684730736575697,1.489867972562994
2031-12-31,1.5634241183076192,0.9595810391477504,1.0186072079100805,0.8453473094676,1.5009057729500095,0.9876350788243035,0.8779275917491248,0.9315934754042765,1.4612405851558874,1.488994707654049
2032-01-31,1.5697508710639405,0.9573172289071887,1.0179310104435932,0.8465861777814596,1.5094588531510877,0.9855866745211456,0.8760998025290361,0.9350920641335688,1.452012218217048,1.4882422226794354
2032-02-29,1.5744131609549437,0.9626459147179698,1.0139424124049317,0.8465290348508394,1.5024355228073185,0.9849782842483077,0.8790080580966448,0.9444612827023988,1.455552264825858,1.471703380401459
2032-03-31,1.5830271203801056,0.9629797564093547,1.0147831120305792,0.8538057375376547,1.4983926353502337,1.3861219974636092,0.8798790103375796,0.9406099206973684,1.44243523027488,1.4623543610996563
2032-04-30,1.5871017780068848,0.9637749333796287,1.012154763794144,0.8576649594628498,1.4969506664968038,1.388554890474204,0.881495112684384,0.9342877756639195,1.442633078204277,1.4598897484172886
2032-05-31,1.5907985271181666,0.958752057184416,1.0091230258829682,0.8569683853649812,1.5029682154625674,1.395942154127612,0.8758256013042088,0.9343968174006102,1.4411340857940322,1.4523465594600715
2032-06-30,1.5888548671396943,0.9570419641717363,1.0095175027084062,0.8533440054074377,1.500105150477796,1.40204540776416,0.8747025098672399,0.9333909611621082,1.4300108240378855,1.4404191535485282
2032-07-31,1.582218339964883,0.955963422530896,1.0095367708757896,0.8538913941427381,1.4945795324067743,1.413965639203475,0.8742952818218547,0.9373662826378525,1.4259433339662957,1.4356114065323422
2032-08-31,1.5780753398446736,0.9505778735365416,1.008961779645563,0.8502508972591591,1.4901742514581067,1.4103061073376753,0.8744596450781208,0.9409028615432191,1.4331912922138417,1.4396974039700645
2032-09-30,1.5766633268117292,0.9431897962945983,1.0090496277715382,0.8478554045936645,1.498788968718782,1.4077801663877794,0.8731731113904364,0.9425601355097637,1.4388377413739946,1.4429829192410732
2032-10-31,1.5767425450015822,0.9394537022711428,1.0155594552465321,0.8439260132699418,1.5097257145447298,1.4077963221687495,0.8783451874692836,0.9419965892721719,1.4490679213948012,1.4461266058182476
2032-11-30,1.5724761879980451,0.9367355332576434,1.0133930703120666,0.8494193496216553,1.5071426806236432,1.4124975178105503,0.8771540904575935,0.948942994640935,1.4432811524352571,1.4413821989257114
2032-12-31,1.5723032628361788,0.9382110395553396,1.0191083278331778,0.8530857625862376,1.5062405795170082,1.4193712873876654,0.8745713153324727,0.9483475956960176,1.4379127008191053,1.4479821608300762
2033-01-31,1.5755114745607395,0.9413842620462951,1.0143900668213788,0.8482376058010511,1.5015210703476216,1.4228046946606654,0.8754355089837328,0.9505731627436308,1.4371297787683754,1.4558944761340737
2033-02-28,1.5674397731881493,0.9451733016313845,1.0201034284658141,0.847284091964554,1.4976039382002126,1.430919096931133,0.8758937433580627,0.9569851273310275,1.432810158950407,1.4538909520517331
2033-03-31,1.5770000826068513,0.9478498925908739,1.0183279671918968,0.846489856406106,1.4978944992825203,1.436822246721663,0.8708031280241617,0.9661436344669706,1.4258692309426517,1.45626219258715
2033-04-30,1.582680455473847,0.9501638954146078,1.0111737884154164,0.8480263494456732,1.492720722699375,1.4338266866364795,0.8721762197058631,0.9685885849735866,1.4259228456478967,1.4533254258505333
2033-05-31,1.579704994724998,0.9482390880989197,1.0152375068969903,0.8458383067368201,1.5027152187407347,1.4346455515451582,0.8755154287513242,0.9628940450988113,1.419792007696315,1.4454832870714638
2033-06-30,1.5812444183144567,0.9575251687839428,1.0100469048517107,0.8423733521012977,1.4981315084060425,1.4297106930149557,0.8800849518537073,0.9647698514188032,1.4283788153752877,1.4487483507510917
2033-07-31,1.5876596960237783,0.9538333206635542,1.0137221740618008,0.8412951252865435,1.486722178067384,1.427815867405348,0.8865906994372943,0.9624052148385774,1.3399584671119624,1.4382807485660027
2033-08-31,1.5898373756520647,0.9522067548073068,1.0171486048127905,0.8356740591329949,1.4807313185449462,1.420116582314719,0.882177440256656,0.9604603490906376,1.3348751520444306,1.4402770048684521
2033-09-30,1.5884762334119558,0.9500351355491132,1.0225882950353007,0.8362334419506524,1.4830177018503827,1.4111109685036274,0.8892323224088131,0.9578280842051197,1.337094608891477,1.4370187512936061
2033-10-31,1.5923373689198976,0.9425065071803205,1.0157325239491104,0.8373440173705728,1.4777210644284668,1.4068025852985673,0.8919654362581786,0.961085766873708,1.33885772630947,1.4433540961070577
2033-11-30,1.5873069444289427,0.9419216774554336,1.0202451729768445,0.8424418413190453,1.4791410564552547,1.4098504569475983,0.8975435501568845,0.9620482880660722,1.3365247729305743,1.4462341510122028
2033-12-31,1.5971678043369621,0.9361606248246842,1.022092904501381,0.8322185558737172,1.4821386370643193,1.4109104565339992,0.8973632216114844,0.9658424853661965,1.33472654501592,1.4480835418434335
2034-01-31,1.6101607683909975,0.9397373567384324,1.0204593967547355,0.8326705753584066,1.4803393676772583,1.4167931994104102,0.899862586233187,0.9695036374119674,1.3375863748364634,1.441852447312385
2034-02-28,1.6068943761704302,0.9354489391723916,1.0178840059899938,0.8329172474020732,1.4860176194289354,1.4248767704052057,0.8998877321190688,0.9691025537467981,1.3322667951040208,1.4372483531188334
2034-03-31,1.6094190073449324,0.9308893019521651,1.0069050329894926,0.8341639024040873,1.4823381749823443,1.4354871466086505,0.8943534563939938,0.9693121351396978,1.3302659117703786,1.435107604000348
2034-04-30,1.6126404312384044,0.9312391456924185,1.0152483009614597,0.8370644109839704,1.4873962300306562,1.436761657294929,0.8872743584490235,0.9729118502669721,1.3327802838429605,1.4487045935201028
2034-05-31,1.6107057691589795,0.9393928761422322,1.0120496242603463,0.8393460413815556,1.4961665828254,1.437390437261684,0.8932954938977563,0.9722331134960707,1.333919074143624,1.4383448677733934
2034-06-30,1.6068930691634427,0.9420211935159567,1.0140796375852,0.837455290611819,1.4957957644854427,1.4276733811673994,0.8953415674848663,0.9687239458903905,1.3396274334559586,1.427246638746735
2034-07-31,1.6155569169099349,0.9404873103999328,1.0090630122859985,0.8369502444590339,1.4879866374037924,1.4286069715109726,0.8936319132843153,0.9696221538677747,1.3309105069433493,1.4188403987676033
2034-08-31,1.614266358912004,0.9418002268969998,1.0057021041314989,0.8412754716032493,1.4886425481128371,1.4262349054732142,0.8949132104406105,0.9693481332814338,1.3281633838729505,1.4220108521407908
2034-09-30,1.6280132316948057,0.9405485380917116,1.0115133115514978,0.8378220193473146,1.4862328236398221,1.4304290303975908,0.8911579480829207,0.9752025666221839,1.3291076655825003,1.4261006845764048
2034-10-31,1.633572992655453,0.9412462219742019,1.0136779180256525,0.843501440438935,1.476918326926391,1.4382810452157364,0.8944349541923399,0.9778137143210746,1.323275975052862,1.4229503643259023
2034-11-30,1.63200243402861,0.9400923776217072,1.0158856328811976,0.8466157678611024,1.4891519999049445,1.455367752874026,0.8945485510118816,0.9741036232256365,1.3311879378062783,1.4205914089614622
2034-12-31,1.6460690558828488,0.9461105565449085,1.0162717252099285,0.8522857758368496,1.4875185796536419,1.4446545811068086,0.8955527304101235,0.9708398049001519,1.3367379732368763,1.4341712272276026
2035-01-31,1.6567758416879002,0.9450712953634348,1.0123174204933445,0.8499836754986791,1.4837262115963303,1.4506375401484788,0.8992736075830399,0.9656309576622786,1.3410141383006948,1.422182045455561
2035-02-28,1.6679325864383576,0.9432083191180589,1.0126072546935325,0.8465968254445866,1.4788943416172458,1.4513175065969495,0.902552893291113,0.9628762650952152,1.3353383556581842,1.4261669029596569
2035-03-31,1.6670305442789568,0.9494876052710043,1.0168150648764707,0.8469668328184574,1.4814861273866493,1.4487217998167332,0.9035395938088652,0.9658320111682457,1.3302559697085568,1.4238632650141636
2035-04-30,1.6667735747528607,0.9541159521112246,1.024015645772758,0.8424398774259727,1.4849227335681376,1.4465966933335301,0.8980752235831971,0.96441386230088,1.3273150174236465,1.428667783513982
2035-05-31,1.6791200303521605,0.9578448267842994,1.023995517738171,0.8415239652334364,1.4783773297405514,1.455704648346501,0.8949320301485686,0.9612834350221713,1.327403806363068,1.440408572398612
2035-06-30,1.6790790182521675,0.9639381425998488,1.0294919753966558,0.8350399575595017,1.4763878026087471,1.454568811528487,0.8960861919069054,0.9591774778848428,1.327956393356445,1.4469658917561015
2035-07-31,1.6777684920184956,0.9667096865350379,1.0221811471798983,0.8422332106930194,1.4865157050515703,1.462376059983314,0.8929236649831896,0.9646957942224144,1.3289706639657657,1.45299082698801
2035-08-31,1.6762163472237326,0.9665773016584176,1.0206351254357582,0.8437179741997877,1.4880761848190642,1.4613551726852387,0.8922025363869889,0.9685071650523202,1.3294228945290276,1.4545999370851324
2035-09-30,1.6712079970465676,0.9726419099081973,1.0144137268804332,0.8446350653612621,1.4787373512705468,1.464282001351663,0.8949091089100566,0.966940858584232,1.3278953806768092,1.4543438989167088
2035-10-31,1.6724834390849306,0.9677653592324744,1.0110164518677287,0.8441124316759506,1.472312400426386,1.4690686350198816,0.8962791486691618,0.9647172622821696,1.3216147265959914,1.4485045288564415
2035-11-30,1.6594034045669777,0.97360985106372,1.0123009862614631,0.8443156782963341,1.4711320838861093,1.4660454518313424,0.8931894692911913,0.9657736888369978,1.3239927791338726,1.4521230644994794
2035-12-31,1.6627621972440583,0.9714392531998886,1.0058421276704137,0.8444373027438117,1.466987352467682,1.4771373337477072,0.8955705091548152,0.9671497162852495,1.3280606673285735,1.4576861695010723
2036-01-31,1.6586620827020297,0.969097112777304,1.0065670591462041,0.8409887420111608,1.4775474036974556,1.4689638392635316,0.8979980581833752,0.9696699883313629,1.3247598885119367,1.4445618260070197
2036-02-29,1.6640135175115,0.9748016008647599,0.9477808018361136,0.8354490136907896,1.4735502556827942,1.4755795785678254,0.8933046017498845,0.9678132607698435,1.3212808667697669,1.4501230340033378
2036-03-31,3.2231887655890565,0.9748125839534749,0.9462751916572444,0.8378197868496847,1.4803397674823244,1.4837466971730797,0.8942719165582116,0.9613429814450977,1.321279650842809,1.4549838423574275
