Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
TRDEUGVM,GFD Indices Germany 10-year Government Bond Return Index,GFD Indices - Total Returns,Germany Deutschemark (Euro from 01/01/1999),Germany,,,,,,,Index Number ,Units,Stock,none,Monthly From Sep 1788 To Jan 2019<BR>,"Source: Bundesbank The benchmark bond is used for this series.  The benchmark bond is the bond that is closest to the stated maturity without exceeding it.  When the government issues a new bond of the stated maturity, it replaces the bond used for the index to keep the maturity as close to the stated time period as possible.  Depending on how much of a difference there is in maturities, there may be some adjustment in the yield when the new bond is introduced.<br />Sources: Koenighlichen Statistischen Bureau, Jahrbuch fur die Amtliche Statistik des Preussischen Staats, Berlin, 1867, pp. 215-216. (1807-1869), Institut fur Konjunkturforschung, Viertilsjahrshefte Zur Konjunkturforschung, Sosderkeft 36, pp. 98-99 (1870-1913), Volkwirtschaftliche Chronik (1876-1923), Statistisches Reichsamt and Statistisches Reichsamt, Wirtschaft und Statistik, Berlin (1917-1943), Bayerischen Statistichen Landesamt, Bayern in Zahlen, Munchen: Bayerisches Statistisches Landesamt (1946-1947), Statistisches Bundesamt, Wirtschaft und Statistik and Bundesbank (1948-55), Deutsche Bundesbank, Monthly Report (1956-); Reinhard Spree, Die Wachstumszyklen der deutschen Wirtschaft von 1840 bis 1880, Berlin: Duncker & Humblot, 1977 <br />Notes: The Saxony 3% Ordinaire Steuerscheine of 1764 (BGDESXN3S-AM) Bond as quoted in Amsterdam is used from Setpember 1788 to December 1806. The Prussian State 4% Seehandlungs Bond (BGPRU4S-BE) is used from January 1807 to May 1853, the Prussia 4% Consol of 1863 (BGPRU463-BE) is used from June 1853 to June 1876, the Prussia 3.5% Consolidated Loan (BGPRU35-BE) is used from July 1876 to July 1891, the Germany 3% Imperial Bond of 1891-1893 (BGDEU3-LO) is used from August 1891 to January 1915, the Germany 3% Imperial Bond of 1890-1894 (BGDEU33-LO) is used from February 1915 to December 1918 since the stock market was closed during World War I. The Prussia 3.5% Consolidated Loan (BGPRU35-BE) is used for internal bond prices and yields during the German hyperinflation from January 1919 to December 1925.  In 1923, the hyperinflation made the yield on the bonds virtually meaningless. After the hyperinflation ended and the Mark was converted into Rentenmark, interest payments on Mark bonds were paid at 1/1000th of the original value, hence a 1000 Mark bond was worth 1 Mark. The 5% mortgage bonds are used from 1924 until 1927, and the 6% mortgage bonds from 1928 until March 1935.  No data are available for the 6s when the stock market was closed in 1931/1932, so the yields for miscellaneous bonds are used from October 1931 until March 1932. No datum is available for August 1931 because the stock market was closed from July 11 to September 16, 1931. The 4 1/2% conversion bonds are used starting in April 1935 and continue until October 1943. The yield for 4 1/2% bonds in the Western zone is used for 1946 and 1947.  No data are available for January through July 1948. Germany introduced a currency conversion in July 1948 which made all financial instruments worth 10% of their former value, imposing a 90% loss on bondholders. The 5% tax-free bonds are used from August 1948 until December 1955, and the series for fully taxed 6% government bonds are used beginning in May of 1956 until 1979. The Bundesbank constant maturity 10-year bond is used beginning in 1980.<br />For External bond yields after World War I, the Germany 3% Imperial Bond of 1890-1894 (BGDEU33-LO) is used from January 1919 to December 1924, the Germany 5% Sterling Bonds of 1924 (originally 7% Enfaced 1953) (BGDEU524-LO) is used from January 1925 to October 1939, the Germany 5.50% International Loan of 1930 due 1965 (BGDEU5565) is used from November 1939 to September 1944, and the Germany 5% Sterling Bonds of 1924 (originally 7% Enfaced 1953) (BGDEU524-LO) is used between October 1944 and April 1954 and the Germany 4.5% Sterling Loan of 1930 (originally 5.5% Assented 1953 due 1980) (BGDEU4530A-LO) is used from May 1954 to November 1980. Upon the commencement of World War I, Germany defaulted on its external bonds. Germany defaulted on its external bonds in 1931 and didn't make any interest payments until its bonds were enfaced at a lower interest rate in 1953. Although the Germany government made bond payments internally during World War I, the hyperinflation made the interest payments worthless.",,Split adjusted.
Date,Ticker,Open,High,Low,Close,Volume,Openint
09/30/1788,TRDEUGVM,,,,2.6355642E-12,,
10/31/1788,TRDEUGVM,,,,2.6355642E-12,,
11/30/1788,TRDEUGVM,,,,2.6172617E-12,,
12/31/1788,TRDEUGVM,,,,2.7700944E-12,,
01/31/1789,TRDEUGVM,,,,2.7700944E-12,,
02/28/1789,TRDEUGVM,,,,2.7700944E-12,,
03/31/1789,TRDEUGVM,,,,2.7318862E-12,,
04/30/1789,TRDEUGVM,,,,2.7127821E-12,,
05/31/1789,TRDEUGVM,,,,2.7414383E-12,,
06/30/1789,TRDEUGVM,,,,2.8610648E-12,,
07/31/1789,TRDEUGVM,,,,2.8710336E-12,,
08/31/1789,TRDEUGVM,,,,2.8710336E-12,,
09/30/1789,TRDEUGVM,,,,2.9009402E-12,,
10/31/1789,TRDEUGVM,,,,2.9009402E-12,,
11/30/1789,TRDEUGVM,,,,2.9009402E-12,,
12/31/1789,TRDEUGVM,,,,3.0257118E-12,,
01/31/1790,TRDEUGVM,,,,3.0257118E-12,,
02/28/1790,TRDEUGVM,,,,3.0309106E-12,,
03/31/1790,TRDEUGVM,,,,2.9737236E-12,,
04/30/1790,TRDEUGVM,,,,2.9737236E-12,,
05/31/1790,TRDEUGVM,,,,2.9945188E-12,,
06/30/1790,TRDEUGVM,,,,3.1789639E-12,,
07/31/1790,TRDEUGVM,,,,3.1464147E-12,,
08/31/1790,TRDEUGVM,,,,3.1464147E-12,,
09/30/1790,TRDEUGVM,,,,3.135565E-12,,
10/31/1790,TRDEUGVM,,,,3.135565E-12,,
11/30/1790,TRDEUGVM,,,,3.1464147E-12,,
12/31/1790,TRDEUGVM,,,,3.2822311E-12,,
01/31/1791,TRDEUGVM,,,,3.2878901E-12,,
02/28/1791,TRDEUGVM,,,,3.2878901E-12,,
03/31/1791,TRDEUGVM,,,,3.2822311E-12,,
04/30/1791,TRDEUGVM,,,,3.2822311E-12,,
05/31/1791,TRDEUGVM,,,,3.2822311E-12,,
06/30/1791,TRDEUGVM,,,,3.2822311E-12,,
07/31/1791,TRDEUGVM,,,,3.4002969E-12,,
08/31/1791,TRDEUGVM,,,,3.4121035E-12,,
09/30/1791,TRDEUGVM,,,,3.4239101E-12,,
10/31/1791,TRDEUGVM,,,,3.4239101E-12,,
11/30/1791,TRDEUGVM,,,,3.4239101E-12,,
12/31/1791,TRDEUGVM,,,,3.5717047E-12,,
01/31/1792,TRDEUGVM,,,,3.5717047E-12,,
02/28/1792,TRDEUGVM,,,,3.5532303E-12,,
03/31/1792,TRDEUGVM,,,,3.5470722E-12,,
04/30/1792,TRDEUGVM,,,,3.5470722E-12,,
05/31/1792,TRDEUGVM,,,,3.5470722E-12,,
06/30/1792,TRDEUGVM,,,,3.7012928E-12,,
07/31/1792,TRDEUGVM,,,,3.7012928E-12,,
08/31/1792,TRDEUGVM,,,,3.7012928E-12,,
09/30/1792,TRDEUGVM,,,,3.7269962E-12,,
10/31/1792,TRDEUGVM,,,,3.7141445E-12,,
11/30/1792,TRDEUGVM,,,,3.7141445E-12,,
12/31/1792,TRDEUGVM,,,,3.7141445E-12,,
01/31/1793,TRDEUGVM,,,,3.7141445E-12,,
02/28/1793,TRDEUGVM,,,,3.7141445E-12,,
03/31/1793,TRDEUGVM,,,,3.7141445E-12,,
04/30/1793,TRDEUGVM,,,,3.7811869E-12,,
05/31/1793,TRDEUGVM,,,,3.7945954E-12,,
06/30/1793,TRDEUGVM,,,,3.9626218E-12,,
07/31/1793,TRDEUGVM,,,,3.9626218E-12,,
08/31/1793,TRDEUGVM,,,,4.0606372E-12,,
09/30/1793,TRDEUGVM,,,,4.0606372E-12,,
10/31/1793,TRDEUGVM,,,,4.0606372E-12,,
11/30/1793,TRDEUGVM,,,,4.0606372E-12,,
12/31/1793,TRDEUGVM,,,,4.250523E-12,,
01/31/1794,TRDEUGVM,,,,4.2359164E-12,,
02/28/1794,TRDEUGVM,,,,4.2359164E-12,,
03/31/1794,TRDEUGVM,,,,4.2651296E-12,,
