Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
__XAU_BD,Gold Spot Price-London PM Fixing (US$/ounce),Commodity Prices,United States Dollar,United States,,,,,,,National Currency,Units,Stock,none,Annual From Dec 1257 To Aug 1723<BR>Monthly From Sep 1723 To Dec 1861<BR>Daily From Jan 1862 To Dec 1878<BR>Monthly From Jan 1879 To Sep 1933<BR>Daily From Sep 1933 To Jan 1934<BR>Monthly From Feb 1934 To Mar 1968<BR>Daily From Apr 1968 To Feb 2019<BR>,"Data from 1257 to 1792 are based upon data for the price of gold in London.  Data are annual to 1723 and monthly thereafter. The data use the exchange rate ratio between the US Dollar gold price and London gold price in 1792 to create an index of gold in US Dollars going back to 1257. The data are based upon the series calculated by Lawrence H. Officer, â€œWhat Was the Price of Gold Then? Importance, Measurement and History,â€ EH.net. Historical prices for the United States are taken from George F. Warren and Frank A. Pearson, World Prices and the Building Industry, New York: John Wiley & Sons, 1937 for the period 1792 through 1933 and from the Commodity Research Bureau, Commodity Yearbook, Chicago: CRB since 1933. Data on gold/silver ratios from 1252 to 1700 for various European countries can be found in the file WPI.XLS.  From January 30, 1934 until March 1968, the gold transactions of the U.S. Government for both monetary and industrial purposes were made at $35 per fine ounce, plus or minus a handling charge of one quarter of one percent and less mint charges. In 1968 a two-tiered gold system was instituted under which the private commodity price of gold was permitted to fluctuate without official intervention, while the official price and role of monetary gold remained unchanged among monetary authorities.  This system was terminated on November 10, 1973 because of the wide variations between â€œofficialâ€ prices and market prices. From 1973 on, separate series are provided for the daily PM Fixing price for gold in London and the daily price of gold in New York.",
Date,Ticker,Open,High,Low,Close,Volume,Openint,,,,,,,,,,
01/01/1862,__XAU_BD,,,,20.774,,,,,,,,,,,,
01/02/1862,__XAU_BD,,,,20.877,,,,,,,,,,,,
01/03/1862,__XAU_BD,,,,20.877,,,,,,,,,,,,
01/04/1862,__XAU_BD,,,,21.032,,,,,,,,,,,,
01/06/1862,__XAU_BD,,,,21.135,,,,,,,,,,,,
01/07/1862,__XAU_BD,,,,21.239,,,,,,,,,,,,
01/08/1862,__XAU_BD,,,,21.393,,,,,,,,,,,,
01/09/1862,__XAU_BD,,,,21.549,,,,,,,,,,,,
01/10/1862,__XAU_BD,,,,21.601,,,,,,,,,,,,
01/11/1862,__XAU_BD,,,,21.393,,,,,,,,,,,,
01/13/1862,__XAU_BD,,,,21.29,,,,,,,,,,,,
01/14/1862,__XAU_BD,,,,21.239,,,,,,,,,,,,
01/15/1862,__XAU_BD,,,,21.187,,,,,,,,,,,,
01/16/1862,__XAU_BD,,,,21.135,,,,,,,,,,,,
01/17/1862,__XAU_BD,,,,21.057,,,,,,,,,,,,
01/18/1862,__XAU_BD,,,,21.032,,,,,,,,,,,,
01/20/1862,__XAU_BD,,,,21.135,,,,,,,,,,,,
01/21/1862,__XAU_BD,,,,21.135,,,,,,,,,,,,
01/22/1862,__XAU_BD,,,,21.213,,,,,,,,,,,,
01/23/1862,__XAU_BD,,,,21.367,,,,,,,,,,,,
01/24/1862,__XAU_BD,,,,21.367,,,,,,,,,,,,
01/25/1862,__XAU_BD,,,,21.29,,,,,,,,,,,,
01/27/1862,__XAU_BD,,,,21.29,,,,,,,,,,,,
01/28/1862,__XAU_BD,,,,21.367,,,,,,,,,,,,
01/29/1862,__XAU_BD,,,,21.342,,,,,,,,,,,,
01/30/1862,__XAU_BD,,,,21.342,,,,,,,,,,,,
01/31/1862,__XAU_BD,,,,21.393,,,,,,,,,,,,
02/01/1862,__XAU_BD,,,,21.393,,,,,,,,,,,,
02/03/1862,__XAU_BD,,,,21.367,,,,,,,,,,,,
02/04/1862,__XAU_BD,,,,21.393,,,,,,,,,,,,
02/05/1862,__XAU_BD,,,,21.367,,,,,,,,,,,,
02/06/1862,__XAU_BD,,,,21.367,,,,,,,,,,,,
02/07/1862,__XAU_BD,,,,21.367,,,,,,,,,,,,
02/08/1862,__XAU_BD,,,,21.393,,,,,,,,,,,,
02/10/1862,__XAU_BD,,,,21.42,,,,,,,,,,,,
02/11/1862,__XAU_BD,,,,21.471,,,,,,,,,,,,
02/12/1862,__XAU_BD,,,,21.498,,,,,,,,,,,,
02/13/1862,__XAU_BD,,,,21.549,,,,,,,,,,,,
02/14/1862,__XAU_BD,,,,21.574,,,,,,,,,,,,
02/15/1862,__XAU_BD,,,,21.626,,,,,,,,,,,,
02/17/1862,__XAU_BD,,,,21.444,,,,,,,,,,,,
02/18/1862,__XAU_BD,,,,21.367,,,,,,,,,,,,
02/19/1862,__XAU_BD,,,,21.29,,,,,,,,,,,,
02/20/1862,__XAU_BD,,,,21.342,,,,,,,,,,,,
02/21/1862,__XAU_BD,,,,21.316,,,,,,,,,,,,
02/22/1862,__XAU_BD,,,,21.29,,,,,,,,,,,,
02/24/1862,__XAU_BD,,,,21.29,,,,,,,,,,,,
02/25/1862,__XAU_BD,,,,21.29,,,,,,,,,,,,
02/26/1862,__XAU_BD,,,,21.263,,,,,,,,,,,,
02/27/1862,__XAU_BD,,,,21.109,,,,,,,,,,,,
02/28/1862,__XAU_BD,,,,21.109,,,,,,,,,,,,
03/01/1862,__XAU_BD,,,,21.161,,,,,,,,,,,,
03/03/1862,__XAU_BD,,,,21.083,,,,,,,,,,,,
03/04/1862,__XAU_BD,,,,21.057,,,,,,,,,,,,
03/05/1862,__XAU_BD,,,,21.083,,,,,,,,,,,,
03/06/1862,__XAU_BD,,,,21.083,,,,,,,,,,,,
03/07/1862,__XAU_BD,,,,21.083,,,,,,,,,,,,
03/08/1862,__XAU_BD,,,,21.032,,,,,,,,,,,,
03/10/1862,__XAU_BD,,,,21.083,,,,,,,,,,,,
03/11/1862,__XAU_BD,,,,21.006,,,,,,,,,,,,
03/12/1862,__XAU_BD,,,,21.006,,,,,,,,,,,,
03/13/1862,__XAU_BD,,,,20.981,,,,,,,,,,,,
03/14/1862,__XAU_BD,,,,20.981,,,,,,,,,,,,
03/15/1862,__XAU_BD,,,,20.981,,,,,,,,,,,,
03/17/1862,__XAU_BD,,,,20.981,,,,,,,,,,,,
03/18/1862,__XAU_BD,,,,20.955,,,,,,,,,,,,
03/19/1862,__XAU_BD,,,,20.981,,,,,,,,,,,,
03/20/1862,__XAU_BD,,,,20.927,,,,,,,,,,,,
03/21/1862,__XAU_BD,,,,20.927,,,,,,,,,,,,
03/22/1862,__XAU_BD,,,,20.927,,,,,,,,,,,,
03/24/1862,__XAU_BD,,,,20.927,,,,,,,,,,,,
03/25/1862,__XAU_BD,,,,20.902,,,,,,,,,,,,
03/26/1862,__XAU_BD,,,,20.927,,,,,,,,,,,,
03/27/1862,__XAU_BD,,,,20.927,,,,,,,,,,,,
03/28/1862,__XAU_BD,,,,20.927,,,,,,,,,,,,
03/29/1862,__XAU_BD,,,,20.981,,,,,,,,,,,,
03/31/1862,__XAU_BD,,,,20.955,,,,,,,,,,,,
04/01/1862,__XAU_BD,,,,21.057,,,,,,,,,,,,
04/02/1862,__XAU_BD,,,,21.083,,,,,,,,,,,,
04/03/1862,__XAU_BD,,,,21.032,,,,,,,,,,,,
04/04/1862,__XAU_BD,,,,21.032,,,,,,,,,,,,
04/05/1862,__XAU_BD,,,,21.057,,,,,,,,,,,,
04/07/1862,__XAU_BD,,,,21.109,,,,,,,,,,,,
04/08/1862,__XAU_BD,,,,20.877,,,,,,,,,,,,
04/09/1862,__XAU_BD,,,,21.032,,,,,,,,,,,,
04/10/1862,__XAU_BD,,,,21.032,,,,,,,,,,,,
04/11/1862,__XAU_BD,,,,21.057,,,,,,,,,,,,
04/12/1862,__XAU_BD,,,,21.032,,,,,,,,,,,,
04/14/1862,__XAU_BD,,,,21.032,,,,,,,,,,,,
04/15/1862,__XAU_BD,,,,21.032,,,,,,,,,,,,
04/16/1862,__XAU_BD,,,,21.006,,,,,,,,,,,,
04/17/1862,__XAU_BD,,,,20.981,,,,,,,,,,,,
04/18/1862,__XAU_BD,,,,20.981,,,,,,,,,,,,
04/19/1862,__XAU_BD,,,,20.981,,,,,,,,,,,,
04/21/1862,__XAU_BD,,,,21.006,,,,,,,,,,,,
04/22/1862,__XAU_BD,,,,21.006,,,,,,,,,,,,
04/23/1862,__XAU_BD,,,,21.006,,,,,,,,,,,,
04/24/1862,__XAU_BD,,,,20.981,,,,,,,,,,,,
04/25/1862,__XAU_BD,,,,20.981,,,,,,,,,,,,
04/26/1862,__XAU_BD,,,,20.981,,,,,,,,,,,,
04/28/1862,__XAU_BD,,,,21.006,,,,,,,,,,,,
04/29/1862,__XAU_BD,,,,21.032,,,,,,,,,,,,
04/30/1862,__XAU_BD,,,,21.083,,,,,,,,,,,,
05/01/1862,__XAU_BD,,,,21.109,,,,,,,,,,,,
05/02/1862,__XAU_BD,,,,21.135,,,,,,,,,,,,
05/03/1862,__XAU_BD,,,,21.187,,,,,,,,,,,,
05/05/1862,__XAU_BD,,,,21.316,,,,,,,,,,,,
05/06/1862,__XAU_BD,,,,21.213,,,,,,,,,,,,
05/07/1862,__XAU_BD,,,,21.161,,,,,,,,,,,,
05/08/1862,__XAU_BD,,,,21.239,,,,,,,,,,,,
05/09/1862,__XAU_BD,,,,21.316,,,,,,,,,,,,
05/10/1862,__XAU_BD,,,,21.135,,,,,,,,,,,,
05/12/1862,__XAU_BD,,,,21.367,,,,,,,,,,,,
05/13/1862,__XAU_BD,,,,21.342,,,,,,,,,,,,
05/14/1862,__XAU_BD,,,,21.342,,,,,,,,,,,,
05/15/1862,__XAU_BD,,,,21.342,,,,,,,,,,,,
05/16/1862,__XAU_BD,,,,21.29,,,,,,,,,,,,
05/17/1862,__XAU_BD,,,,21.29,,,,,,,,,,,,
05/19/1862,__XAU_BD,,,,21.342,,,,,,,,,,,,
05/20/1862,__XAU_BD,,,,21.342,,,,,,,,,,,,
05/21/1862,__XAU_BD,,,,21.342,,,,,,,,,,,,
05/22/1862,__XAU_BD,,,,21.393,,,,,,,,,,,,
05/23/1862,__XAU_BD,,,,21.367,,,,,,,,,,,,
05/24/1862,__XAU_BD,,,,21.367,,,,,,,,,,,,
05/26/1862,__XAU_BD,,,,21.498,,,,,,,,,,,,
05/27/1862,__XAU_BD,,,,21.498,,,,,,,,,,,,
05/28/1862,__XAU_BD,,,,21.471,,,,,,,,,,,,
05/29/1862,__XAU_BD,,,,21.444,,,,,,,,,,,,
05/30/1862,__XAU_BD,,,,21.42,,,,,,,,,,,,
05/31/1862,__XAU_BD,,,,21.393,,,,,,,,,,,,
06/02/1862,__XAU_BD,,,,21.393,,,,,,,,,,,,
06/03/1862,__XAU_BD,,,,21.393,,,,,,,,,,,,
06/04/1862,__XAU_BD,,,,21.393,,,,,,,,,,,,
06/05/1862,__XAU_BD,,,,21.42,,,,,,,,,,,,
06/06/1862,__XAU_BD,,,,21.498,,,,,,,,,,,,
06/07/1862,__XAU_BD,,,,21.498,,,,,,,,,,,,
06/09/1862,__XAU_BD,,,,21.549,,,,,,,,,,,,
06/10/1862,__XAU_BD,,,,21.549,,,,,,,,,,,,
06/11/1862,__XAU_BD,,,,21.367,,,,,,,,,,,,
06/12/1862,__XAU_BD,,,,21.651,,,,,,,,,,,,
06/13/1862,__XAU_BD,,,,21.756,,,,,,,,,,,,
06/14/1862,__XAU_BD,,,,21.834,,,,,,,,,,,,
06/16/1862,__XAU_BD,,,,22.013,,,,,,,,,,,,
06/17/1862,__XAU_BD,,,,21.91,,,,,,,,,,,,
06/18/1862,__XAU_BD,,,,21.781,,,,,,,,,,,,
06/19/1862,__XAU_BD,,,,21.91,,,,,,,,,,,,
06/20/1862,__XAU_BD,,,,21.987,,,,,,,,,,,,
06/21/1862,__XAU_BD,,,,21.987,,,,,,,,,,,,
06/23/1862,__XAU_BD,,,,22.064,,,,,,,,,,,,
06/24/1862,__XAU_BD,,,,22.375,,,,,,,,,,,,
06/25/1862,__XAU_BD,,,,22.375,,,,,,,,,,,,
06/26/1862,__XAU_BD,,,,22.504,,,,,,,,,,,,
06/27/1862,__XAU_BD,,,,22.607,,,,,,,,,,,,
06/28/1862,__XAU_BD,,,,22.531,,,,,,,,,,,,
06/30/1862,__XAU_BD,,,,22.504,,,,,,,,,,,,
07/01/1862,__XAU_BD,,,,22.48,,,,,,,,,,,,
07/02/1862,__XAU_BD,,,,22.504,,,,,,,,,,,,
07/03/1862,__XAU_BD,,,,22.635,,,,,,,,,,,,
07/05/1862,__XAU_BD,,,,22.635,,,,,,,,,,,,
07/07/1862,__XAU_BD,,,,22.737,,,,,,,,,,,,
07/08/1862,__XAU_BD,,,,22.995,,,,,,,,,,,,
07/09/1862,__XAU_BD,,,,23.459,,,,,,,,,,,,
07/10/1862,__XAU_BD,,,,23.899,,,,,,,,,,,,
07/11/1862,__XAU_BD,,,,23.718,,,,,,,,,,,,
07/12/1862,__XAU_BD,,,,23.537,,,,,,,,,,,,
07/14/1862,__XAU_BD,,,,23.874,,,,,,,,,,,,
07/15/1862,__XAU_BD,,,,24.133,,,,,,,,,,,,
07/16/1862,__XAU_BD,,,,24.133,,,,,,,,,,,,
07/17/1862,__XAU_BD,,,,24.338,,,,,,,,,,,,
07/18/1862,__XAU_BD,,,,24.598,,,,,,,,,,,,
07/19/1862,__XAU_BD,,,,24.441,,,,,,,,,,,,
07/21/1862,__XAU_BD,,,,24.752,,,,,,,,,,,,
07/22/1862,__XAU_BD,,,,24.728,,,,,,,,,,,,
07/23/1862,__XAU_BD,,,,24.598,,,,,,,,,,,,
07/24/1862,__XAU_BD,,,,24.184,,,,,,,,,,,,
07/25/1862,__XAU_BD,,,,23.666,,,,,,,,,,,,
07/26/1862,__XAU_BD,,,,24.184,,,,,,,,,,,,
07/28/1862,__XAU_BD,,,,24.108,,,,,,,,,,,,
07/29/1862,__XAU_BD,,,,23.926,,,,,,,,,,,,
07/30/1862,__XAU_BD,,,,23.642,,,,,,,,,,,,
07/31/1862,__XAU_BD,,,,23.666,,,,,,,,,,,,
08/01/1862,__XAU_BD,,,,23.797,,,,,,,,,,,,
08/02/1862,__XAU_BD,,,,23.77,,,,,,,,,,,,
08/04/1862,__XAU_BD,,,,23.693,,,,,,,,,,,,
08/05/1862,__XAU_BD,,,,23.666,,,,,,,,,,,,
08/06/1862,__XAU_BD,,,,23.693,,,,,,,,,,,,
08/07/1862,__XAU_BD,,,,23.564,,,,,,,,,,,,
08/08/1862,__XAU_BD,,,,23.28,,,,,,,,,,,,
08/09/1862,__XAU_BD,,,,23.253,,,,,,,,,,,,
08/11/1862,__XAU_BD,,,,23.253,,,,,,,,,,,,
08/12/1862,__XAU_BD,,,,23.459,,,,,,,,,,,,
08/13/1862,__XAU_BD,,,,23.642,,,,,,,,,,,,
08/14/1862,__XAU_BD,,,,23.822,,,,,,,,,,,,
08/15/1862,__XAU_BD,,,,23.718,,,,,,,,,,,,
08/16/1862,__XAU_BD,,,,23.666,,,,,,,,,,,,
08/18/1862,__XAU_BD,,,,23.797,,,,,,,,,,,,
08/19/1862,__XAU_BD,,,,23.718,,,,,,,,,,,,
08/20/1862,__XAU_BD,,,,23.77,,,,,,,,,,,,
08/21/1862,__XAU_BD,,,,23.822,,,,,,,,,,,,
08/22/1862,__XAU_BD,,,,23.874,,,,,,,,,,,,
08/23/1862,__XAU_BD,,,,23.797,,,,,,,,,,,,
08/25/1862,__XAU_BD,,,,23.822,,,,,,,,,,,,
08/26/1862,__XAU_BD,,,,23.822,,,,,,,,,,,,
08/27/1862,__XAU_BD,,,,23.822,,,,,,,,,,,,
08/28/1862,__XAU_BD,,,,23.874,,,,,,,,,,,,
08/29/1862,__XAU_BD,,,,23.976,,,,,,,,,,,,
08/30/1862,__XAU_BD,,,,23.899,,,,,,,,,,,,
09/01/1862,__XAU_BD,,,,24.08,,,,,,,,,,,,
09/02/1862,__XAU_BD,,,,24.08,,,,,,,,,,,,
09/03/1862,__XAU_BD,,,,24.338,,,,,,,,,,,,
