DATE,BAB
10/04/1933,-0.032395471
10/05/1933,0.008670852
10/06/1933,0.011162471
10/07/1933,0.004615457
10/09/1933,-0.001749646
10/10/1933,-0.001241022
10/11/1933,0.006089802
10/12/1933,0
10/13/1933,0.009122876
10/14/1933,0.012238148
10/16/1933,0.018869654
10/17/1933,-0.022764625
10/18/1933,0.00717392
10/19/1933,0.006910456
10/20/1933,-0.020600278
10/21/1933,0.004874651
10/23/1933,-0.017868337
10/24/1933,-0.005816587
10/25/1933,-0.0198232
10/26/1933,0.017372663
10/27/1933,-0.007996565
10/28/1933,0.004686622
10/30/1933,0.010903675
10/31/1933,-0.00314666
11/01/1933,-0.006161049
11/02/1933,-0.00678615
11/03/1933,-0.013084325
11/04/1933,0.003004226
11/06/1933,0.006054882
11/07/1933,0
11/08/1933,-0.014695743
11/09/1933,-0.006435414
11/10/1933,0.008549436
11/11/1933,-0.013229964
11/13/1933,0.005805342
11/14/1933,0.009571812
11/15/1933,0.007879163
11/16/1933,-0.019651149
11/17/1933,0.016057893
11/18/1933,-0.003705839
11/20/1933,-0.011626647
11/21/1933,0.009151517
11/22/1933,0.010074424
11/23/1933,0.002973829
11/24/1933,-0.008327433
11/25/1933,0.015748529
11/27/1933,0.012566656
11/28/1933,-0.004384778
11/29/1933,0.000954644
11/30/1933,0
12/01/1933,7.95222E-05
12/02/1933,0.003079945
12/04/1933,0.001842193
12/05/1933,-0.012653869
12/06/1933,0.004761051
12/07/1933,-0.003399956
12/08/1933,0.000343165
12/09/1933,-0.008100917
12/11/1933,-0.00493696
12/12/1933,0.005103759
12/13/1933,0.022853886
12/14/1933,-0.001271064
12/15/1933,0.011946211
12/16/1933,8.16966E-05
12/18/1933,-0.000109738
12/19/1933,0.001207836
12/20/1933,0.005268218
12/21/1933,-0.00024409
12/22/1933,-0.028406401
12/23/1933,0.012397946
12/25/1933,0
12/26/1933,0.005333799
12/27/1933,-0.003704138
12/28/1933,-0.00784144
12/29/1933,0.002345488
12/30/1933,0.003186659
01/01/1934,0
01/02/1934,-0.009340744
01/03/1934,0.005098638
01/04/1934,0.009472586
01/05/1934,0.007706323
01/06/1934,-0.008468508
01/08/1934,0.006223459
01/09/1934,0.005145962
01/10/1934,-0.011775836
01/11/1934,0.005837674
01/12/1934,0.001651068
01/13/1934,-0.006405834
01/15/1934,-0.03726435
01/16/1934,0.009786002
01/17/1934,0.011345571
01/18/1934,0.005239896
01/19/1934,-0.008631095
01/20/1934,0.007777373
01/22/1934,0.005213569
01/23/1934,0.013581765
01/24/1934,-0.00747963
01/25/1934,0.008927762
01/26/1934,0.002988087
01/27/1934,-0.001455269
01/29/1934,-0.020621276
01/30/1934,0.007960434
01/31/1934,0.019177626
02/01/1934,0.005217578
02/02/1934,-2.74946E-05
02/03/1934,-0.000570743
02/05/1934,-0.002687009
02/06/1934,0.002420033
02/07/1934,0.022608402
02/08/1934,-0.009085848
02/09/1934,0.006675525
02/10/1934,-0.005252096
02/12/1934,0
02/13/1934,0.000612784
02/14/1934,-0.013542475
02/15/1934,-0.015388515
02/16/1934,0.009096748
02/17/1934,-0.010719214
02/19/1934,0.010681637
02/20/1934,0.001555338
02/21/1934,0.010924743
02/22/1934,0
02/23/1934,0.018752179
02/24/1934,-0.00151332
02/26/1934,0.006585883
02/27/1934,-0.013889422
02/28/1934,0.00821446
03/01/1934,-0.008567035
03/02/1934,-0.011647218
03/03/1934,0.000366768
03/05/1934,0.001570746
03/06/1934,0.012779309
03/07/1934,0.007201041
03/08/1934,-0.00366089
03/09/1934,-0.00027567
03/10/1934,0.003371666
03/12/1934,0.003651445
03/13/1934,0.009800612
03/14/1934,0.002956898
03/15/1934,0.011503675
03/16/1934,-0.002383637
03/17/1934,0.003052109
03/19/1934,0.004883081
03/20/1934,-0.012983996
03/21/1934,0.005830704
03/22/1934,-0.008020328
03/23/1934,0.01061954
03/24/1934,-0.004966603
03/26/1934,0.001264548
03/27/1934,-0.001804725
03/28/1934,0.00615966
03/29/1934,-0.009572627
03/30/1934,0
03/31/1934,-0.002919948
04/02/1934,0.008759967
04/03/1934,-0.000528035
04/04/1934,0.001287957
