Date,CS_Liquid
8/22/15,1154.7
8/21/15,1154.7
8/20/15,1152.97
8/19/15,1154.73
8/18/15,1154.67
8/17/15,1151.11
8/16/15,1145.09
8/15/15,1145.09
8/14/15,1145.09
8/13/15,1146.36
8/12/15,1143.51
8/11/15,1153.82
8/10/15,1141.14
8/9/15,1150.4
8/8/15,1150.4
8/7/15,1150.4
8/6/15,1153.28
8/5/15,1154.77
8/4/15,1154.28
8/3/15,1157.27
8/2/15,1149.95
8/1/15,1149.95
7/31/15,1149.95
7/30/15,1147.22
7/29/15,1140.46
7/28/15,1137.2
7/27/15,1138.12
7/26/15,1146.04
7/25/15,1146.04
7/24/15,1146.04
7/23/15,1145.12
7/22/15,1145.44
7/21/15,1142.27
7/20/15,1147.95
7/19/15,1144.81
7/18/15,1144.81
7/17/15,1144.81
7/16/15,1141.82
7/15/15,1138.47
7/14/15,1129
7/13/15,1129.97
7/12/15,1123.79
7/11/15,1123.79
7/10/15,1123.79
7/9/15,1121.78
7/8/15,1118.33
7/7/15,1138.23
7/6/15,1131.62
7/5/15,1132.38
7/4/15,1132.38
7/3/15,1132.38
7/2/15,1132.38
7/1/15,1132.44
6/30/15,1120.69
6/29/15,1121.93
6/28/15,1140.82
6/27/15,1140.82
6/26/15,1140.82
6/25/15,1140.88
6/24/15,1145.46
6/23/15,1146.64
6/22/15,1139.73
6/21/15,1129.19
6/20/15,1129.19
6/19/15,1129.19
6/18/15,1126.75
6/17/15,1130.8
6/16/15,1134.17
6/15/15,1135.77
6/14/15,1141.24
6/13/15,1141.24
6/12/15,1141.24
6/11/15,1139.37
6/10/15,1129.02
6/9/15,1137.48
6/8/15,1147.18
6/7/15,1159.01
6/6/15,1159.01
6/5/15,1159.01
6/4/15,1158.41
6/3/15,1155.53
6/2/15,1155.37
6/1/15,1175.82
5/31/15,1173.04
5/30/15,1173.04
5/29/15,1173.04
5/28/15,1176.07
5/27/15,1181.73
5/26/15,1175.54
5/25/15,1163.54
5/24/15,1163.54
5/23/15,1163.54
5/22/15,1163.54
5/21/15,1153.65
5/20/15,1153.94
5/19/15,1152.39
5/18/15,1138.41
5/17/15,1132.33
5/16/15,1132.33
5/15/15,1132.33
5/14/15,1127.34
5/13/15,1126.49
5/12/15,1137.43
5/11/15,1152.69
5/10/15,1153.21
5/9/15,1153.21
5/8/15,1153.21
5/7/15,1146.26
5/6/15,1143.22
5/5/15,1153.43
5/4/15,1171.9
5/3/15,1174.2
5/2/15,1174.2
5/1/15,1174.2
4/30/15,1163.6
4/29/15,1171.04
4/28/15,1191.49
4/27/15,1206.24
4/26/15,1209.95
4/25/15,1209.95
4/24/15,1209.95
4/23/15,1210.16
4/22/15,1216.07
4/21/15,1226.13
4/20/15,1218.39
4/19/15,1211.81
4/18/15,1211.81
4/17/15,1211.81
4/16/15,1212.46
4/15/15,1228.07
4/14/15,1239.85
4/13/15,1249.46
4/12/15,1241.19
4/11/15,1241.19
4/10/15,1241.19
4/9/15,1237.84
4/8/15,1218.52
4/7/15,1207.74
4/6/15,1196.45
4/5/15,1206.07
4/4/15,1206.07
4/3/15,1206.07
4/2/15,1206.07
4/1/15,1208.66
3/31/15,1211.62
3/30/15,1209.39
3/29/15,1193.98
3/28/15,1193.98
3/27/15,1193.98
3/26/15,1185.57
3/25/15,1194.08
3/24/15,1197.54
3/23/15,1194.11
3/22/15,1204.81
3/21/15,1204.81
3/20/15,1204.81
3/19/15,1225.02
3/18/15,1215.56
3/17/15,1219.66
3/16/15,1215.71
3/15/15,1217.72
3/14/15,1217.72
3/13/15,1217.72
3/12/15,1204.43
3/11/15,1203.92
3/10/15,1190.74
3/9/15,1179.12
3/8/15,1179.25
3/7/15,1179.25
3/6/15,1179.25
3/5/15,1169.6
3/4/15,1159.67
3/3/15,1158.35
3/2/15,1168.02
3/1/15,1161.9
2/28/15,1161.9
2/27/15,1161.9
2/26/15,1167.18
2/25/15,1153.02
2/24/15,1157.62
2/23/15,1156.61
2/22/15,1149.6
2/21/15,1149.6
2/20/15,1149.6
2/19/15,1145.83
2/18/15,1140.93
2/17/15,1138.51
2/16/15,1144.28
2/15/15,1144.28
2/14/15,1144.28
2/13/15,1144.28
2/12/15,1144.62
2/11/15,1156.91
2/10/15,1152.56
2/9/15,1144.75
2/8/15,1151.82
2/7/15,1151.82
2/6/15,1151.82
2/5/15,1147.03
2/4/15,1156.79
2/3/15,1148.67
2/2/15,1171.51
2/1/15,1177.3
1/31/15,1177.3
1/30/15,1177.3
1/29/15,1178.72
1/28/15,1167.18
1/27/15,1158.47
1/26/15,1168.05
1/25/15,1170.6
1/24/15,1170.6
1/23/15,1170.6
1/22/15,1150.48
1/21/15,1136.26
1/20/15,1138.11
1/19/15,1124.29
1/18/15,1124.29
1/17/15,1124.29
1/16/15,1124.29
1/15/15,1133.2
1/14/15,1130.76
1/13/15,1128.27
1/12/15,1125.82
1/11/15,1118.52
1/10/15,1118.52
1/9/15,1118.52
1/8/15,1120.86
1/7/15,1117.24
1/6/15,1109.88
1/5/15,1106.88
1/4/15,1105.53
1/3/15,1105.53
1/2/15,1105.53
1/1/15,1088.09
12/31/14,1088.09
12/30/14,1080.04
12/29/14,1087.9
12/28/14,1080.43
12/27/14,1080.43
12/26/14,1080.43
12/25/14,1080.64
12/24/14,1080.64
12/23/14,1078.99
12/22/14,1078.49
12/21/14,1068.87
12/20/14,1068.87
12/19/14,1068.87
12/18/14,1064.27
12/17/14,1068
12/16/14,1055.06
12/15/14,1051.94
12/14/14,1052.41
12/13/14,1052.41
12/12/14,1052.41
12/11/14,1055.73
12/10/14,1050.75
12/9/14,1054.6
12/8/14,1066.67
12/7/14,1064.13
12/6/14,1064.13
12/5/14,1064.13
12/4/14,1050.57
12/3/14,1051.05
12/2/14,1049.75
12/1/14,1033.08
11/30/14,1051.18
11/29/14,1051.18
11/28/14,1051.18
11/27/14,1019
11/26/14,1019
11/25/14,1020.02
11/24/14,1017.85
11/23/14,1013.45
11/22/14,1013.45
11/21/14,1013.45
11/20/14,1008.04
11/19/14,1009.4
11/18/14,1007.96
11/17/14,1008.24
11/16/14,1008.2
11/15/14,1008.2
11/14/14,1008.2
11/13/14,1011.68
11/12/14,1003.17
11/11/14,998.51
11/10/14,1004.64
11/9/14,998.94
11/8/14,998.94
11/7/14,998.94
11/6/14,1005.98
11/5/14,1002.59
11/4/14,995.38
11/3/14,990.06
11/2/14,980.53
11/1/14,980.53
10/31/14,980.53
10/30/14,968.28
10/29/14,959.39
10/28/14,958.74
10/27/14,967.31
10/26/14,968.62
10/25/14,968.62
10/24/14,968.62
10/23/14,968.68
10/22/14,971.98
10/21/14,967.52
10/20/14,976.62
10/19/14,972.05
10/18/14,972.05
10/17/14,972.05
10/16/14,980.07
10/15/14,993.04
10/14/14,979.28
10/13/14,970.13
10/12/14,976.33
10/11/14,976.33
10/10/14,976.33
10/9/14,966.67
10/8/14,963.02
10/7/14,961.91
10/6/14,966.01
10/5/14,980.23
10/4/14,980.23
10/3/14,980.23
10/2/14,960.75
10/1/14,970.41
9/30/14,969.5
9/29/14,961.01
9/28/14,965.59
9/27/14,965.59
9/26/14,965.59
9/25/14,958.51
9/24/14,955.91
9/23/14,952.68
9/22/14,955.56
9/21/14,954.43
9/20/14,954.43
9/19/14,954.43
9/18/14,940.2
9/17/14,939.21
9/16/14,935.18
9/15/14,938.95
9/14/14,941.82
9/13/14,941.82
9/12/14,941.82
9/11/14,946.2
9/10/14,946.44
9/9/14,948.87
9/8/14,955.42
9/7/14,949.7
9/6/14,949.7
9/5/14,949.7
9/4/14,948.34
9/3/14,937.54
9/2/14,935.59
9/1/14,929.65
8/31/14,929.65
8/30/14,929.65
8/29/14,929.65
8/28/14,926.71
8/27/14,929.53
8/26/14,930.23
8/25/14,928.01
8/24/14,924.15
8/23/14,924.15
8/22/14,924.15
8/21/14,920.71
8/20/14,923.02
8/19/14,918.14
8/18/14,913.06
8/17/14,913.97
8/16/14,913.97
8/15/14,913.97
8/14/14,910.49
8/13/14,908.36
8/12/14,904.98
8/11/14,901.34
8/10/14,899.89
8/9/14,899.89
8/8/14,899.89
8/7/14,900.66
8/6/14,899.1
8/5/14,900.73
8/4/14,903.19
8/3/14,900.77
8/2/14,900.77
8/1/14,900.77
7/31/14,900.53
7/30/14,909.11
7/29/14,914.28
7/28/14,910.76
7/27/14,910.91
7/26/14,910.91
7/25/14,910.91
7/24/14,909.95
7/23/14,913.49
7/22/14,911.31
7/21/14,905.32
7/20/14,903.82
7/19/14,903.82
7/18/14,903.82
7/17/14,905.03
7/16/14,901.69
7/15/14,899.16
7/14/14,901.64
7/13/14,902.47
7/12/14,902.47
7/11/14,902.47
7/10/14,902.32
7/9/14,900.98
7/8/14,899.82
7/7/14,897.92
7/6/14,899.94
7/5/14,899.94
7/4/14,899.94
7/3/14,899.94
7/2/14,900.22
7/1/14,901.7
6/30/14,898.49
6/29/14,899.22
6/28/14,899.22
6/27/14,899.22
6/26/14,900.43
6/25/14,897.89
6/24/14,894.72
6/23/14,894.4
6/22/14,896.4
6/21/14,896.4
6/20/14,896.4
6/19/14,898.41
6/18/14,894.23
6/17/14,889.23
6/16/14,892.18
6/15/14,893.58
6/14/14,893.58
6/13/14,893.58
6/12/14,891.95
6/11/14,888.67
6/10/14,890.86
6/9/14,895.39
6/8/14,895.54
6/7/14,895.54
6/6/14,895.54
6/5/14,890.99
6/4/14,887.79
6/3/14,891.05
6/2/14,896.81
6/1/14,898.47
5/31/14,898.47
5/30/14,898.47
5/29/14,900.77
5/28/14,899.01
5/27/14,893.48
5/26/14,890.33
5/25/14,890.33
5/24/14,890.33
5/23/14,890.33
5/22/14,888.18
5/21/14,889.25
5/20/14,888.7
5/19/14,892.53
5/18/14,892
5/17/14,892
5/16/14,892
5/15/14,894.13
5/14/14,893.73
5/13/14,890.16
5/12/14,886.93
5/11/14,889.6
5/10/14,889.6
5/9/14,889.6
5/8/14,895.48
5/7/14,894.43
5/6/14,892.6
5/5/14,891.21
5/4/14,891.55
5/3/14,891.55
5/2/14,891.55
5/1/14,891.99
4/30/14,894.28
4/29/14,893.86
4/28/14,889.12
4/27/14,889.26
4/26/14,889.26
4/25/14,889.26
4/24/14,890.3
4/23/14,889.91
4/22/14,890.7
4/21/14,888.44
4/20/14,890.14
4/19/14,890.14
4/18/14,890.14
4/17/14,890.14
4/16/14,890.18
4/15/14,887.75
4/14/14,886.01
4/13/14,884.95
4/12/14,884.95
4/11/14,884.95
4/10/14,890.02
4/9/14,890.28
4/8/14,887.77
4/7/14,886.91
4/6/14,888.13
4/5/14,888.13
4/4/14,888.13
4/3/14,887.01
4/2/14,884.18
4/1/14,889.88
3/31/14,892.55
3/30/14,893.11
3/29/14,893.11
3/28/14,893.11
3/27/14,893.59
3/26/14,890.69
3/25/14,890.95
3/24/14,889.91
3/23/14,889.55
3/22/14,889.55
3/21/14,889.55
3/20/14,893.87
3/19/14,896.6
3/18/14,897.66
3/17/14,894.16
3/16/14,894.79
3/15/14,894.79
3/14/14,894.79
3/13/14,896.41
3/12/14,902.38
3/11/14,904.58
3/10/14,903.41
3/9/14,906.86
3/8/14,906.86
3/7/14,906.86
3/6/14,904.07
3/5/14,903.21
3/4/14,907
3/3/14,903.05
3/2/14,903.83
3/1/14,903.83
2/28/14,903.83
2/27/14,903.46
2/26/14,901.12
2/25/14,900.11
2/24/14,898.26
2/23/14,900.29
2/22/14,900.29
2/21/14,900.29
2/20/14,895.95
2/19/14,896.57
2/18/14,892.86
2/17/14,891.3
2/16/14,891.3
2/15/14,891.3
2/14/14,891.3
2/13/14,893.37
2/12/14,887.61
2/11/14,892.38
2/10/14,894.37
2/9/14,895.69
2/8/14,895.69
2/7/14,895.69
2/6/14,892.28
2/5/14,895.52
2/4/14,896.4
2/3/14,898.38
2/2/14,907.44
2/1/14,907.44
1/31/14,907.44
1/30/14,911.25
1/29/14,916.14
1/28/14,911.94
1/27/14,906.32
1/26/14,914.12
1/25/14,914.12
1/24/14,914.12
1/23/14,920.42
1/22/14,923.33
1/21/14,921.82
1/20/14,921.64
1/19/14,921.64
1/18/14,921.64
1/17/14,921.64
1/16/14,920.57
1/15/14,924.81
1/14/14,919.43
1/13/14,913.83
1/12/14,920.78
1/11/14,920.78
1/10/14,920.78
1/9/14,926.17
1/8/14,930.02
1/7/14,925.23
1/6/14,921.29
1/5/14,926.09
1/4/14,926.09
1/3/14,926.09
1/2/14,932.4
1/1/14,939.86
12/31/13,939.86
12/30/13,940.77
12/29/13,943.23
12/28/13,943.23
12/27/13,943.23
12/26/13,936.54
12/25/13,932.69
12/24/13,932.69
12/23/13,930.03
12/22/13,928.24
12/21/13,928.24
12/20/13,928.24
12/19/13,929.78
12/18/13,923.58
12/17/13,913.58
12/16/13,913.4
12/15/13,913.9
12/14/13,913.9
12/13/13,913.9
12/12/13,918.26
12/11/13,913.9
12/10/13,916.68
12/9/13,922.91
12/8/13,920.16
12/7/13,920.16
12/6/13,920.16
12/5/13,916.28
12/4/13,921.87
12/3/13,926.39
12/2/13,931.34
12/1/13,930.49
11/30/13,930.49
11/29/13,930.49
11/28/13,928.51
11/27/13,928.51
11/26/13,922.46
11/25/13,922.4
11/24/13,920.66
11/23/13,920.66
11/22/13,920.66
11/21/13,919.61
11/20/13,914.98
11/19/13,917.33
11/18/13,916.44
11/17/13,911.33
11/16/13,911.33
11/15/13,911.33
11/14/13,908.63
11/13/13,905.07
11/12/13,904.75
11/11/13,903.97
11/10/13,900.88
11/9/13,900.88
11/8/13,900.88
11/7/13,901.53
11/6/13,903.72
11/5/13,903
11/4/13,904.08
11/3/13,901.77
11/2/13,901.77
11/1/13,901.77
10/31/13,902.71
10/30/13,904.24
10/29/13,901.75
10/28/13,900.73
10/27/13,898
10/26/13,898
10/25/13,898
10/24/13,902.04
10/23/13,900.07
10/22/13,906.2
10/21/13,909.14
10/20/13,908.85
10/19/13,908.85
10/18/13,908.85
10/17/13,906.59
10/16/13,909.5
10/15/13,909.95
10/14/13,907.48
10/13/13,907.42
10/12/13,907.42
10/11/13,907.42
10/10/13,904.76
10/9/13,900.42
10/8/13,900.06
10/7/13,901.21
10/6/13,905.89
10/5/13,905.89
10/4/13,905.89
10/3/13,907.52
10/2/13,907.42
10/1/13,911.52
9/30/13,906.93
9/29/13,909.97
9/28/13,909.97
9/27/13,909.97
9/26/13,912.61
9/25/13,911.28
9/24/13,915.28
9/23/13,919.23
9/22/13,926.29
9/21/13,926.29
9/20/13,926.29
9/19/13,924.19
9/18/13,923.98
9/17/13,923.26
9/16/13,923.51
9/15/13,923.4
9/14/13,923.4
9/13/13,923.4
9/12/13,921.57
9/11/13,922.91
9/10/13,926.69
9/9/13,919.12
9/8/13,916.36
9/7/13,916.36
9/6/13,916.36
9/5/13,924.37
9/4/13,918.35
9/3/13,917.13
9/2/13,909.71
9/1/13,909.71
8/31/13,909.71
8/30/13,909.71
8/29/13,912.23
8/28/13,911.62
8/27/13,909.15
8/26/13,916.26
8/25/13,920.18
8/24/13,920.18
8/23/13,920.18
8/22/13,922.05
8/21/13,916.18
8/20/13,913.02
8/19/13,917.51
8/18/13,916.5
8/17/13,916.5
8/16/13,916.5
8/15/13,917.08
8/14/13,921.69
8/13/13,924.53
8/12/13,911.6
8/11/13,912.56
8/10/13,912.56
8/9/13,912.56
8/8/13,915.57
8/7/13,922.3
8/6/13,928.75
8/5/13,929.7
8/4/13,929.42
8/3/13,929.42
8/2/13,929.42
8/1/13,929.42
7/31/13,917.05
7/30/13,917.3
7/29/13,911.11
7/28/13,914.99
7/27/13,914.99
7/26/13,914.99
7/25/13,920.17
7/24/13,924.09
7/23/13,919.12
7/22/13,918.81
7/21/13,925.63
7/20/13,925.63
7/19/13,925.63
7/18/13,928.64
7/17/13,923.05
7/16/13,920.79
7/15/13,928.93
7/14/13,927.15
7/13/13,927.15
7/12/13,927.15
7/11/13,923.47
7/10/13,937.92
7/9/13,941.67
7/8/13,943.42
7/7/13,952.76
7/6/13,952.76
7/5/13,952.76
7/4/13,928.07
7/3/13,928.07
7/2/13,930.56
7/1/13,926.4
6/30/13,928.22
6/29/13,928.22
6/28/13,928.22
6/27/13,921.72
6/26/13,919.58
6/25/13,920.72
6/24/13,920.03
6/23/13,918.06
6/22/13,918.06
6/21/13,918.06
6/20/13,911.25
6/19/13,894
6/18/13,886.64
6/17/13,882.06
6/16/13,873.14
6/15/13,873.14
6/14/13,873.14
6/13/13,878.75
6/12/13,890.5
6/11/13,894.8
6/10/13,901.31
6/9/13,889.5
6/8/13,889.5
6/7/13,889.5
6/6/13,879.82
6/5/13,896.68
6/4/13,910.6
6/3/13,899.04
6/2/13,921.85
6/1/13,921.85
5/31/13,921.85
5/30/13,921.03
5/29/13,934.34
5/28/13,948.78
5/27/13,943.86
5/26/13,943.86
5/25/13,943.86
5/24/13,943.86
5/23/13,940.98
5/22/13,965.58
5/21/13,956.77
5/20/13,952.21
5/19/13,956.63
5/18/13,956.63
5/17/13,956.63
5/16/13,946.28
5/15/13,944.79
5/14/13,937.9
5/13/13,934.84
5/12/13,935.74
5/11/13,935.74
5/10/13,935.74
5/9/13,933.57
5/8/13,931.31
5/7/13,929
5/6/13,927.98
5/5/13,926.56
5/4/13,926.56
5/3/13,926.56
5/2/13,929.93
5/1/13,928.09
4/30/13,925.83
4/29/13,930.18
4/28/13,932.45
4/27/13,932.45
4/26/13,932.45
4/25/13,931.6
4/24/13,941.19
4/23/13,939.04
4/22/13,934.19
4/21/13,933.63
4/20/13,933.63
4/19/13,933.63
4/18/13,926
4/17/13,925.33
4/16/13,922.71
4/15/13,926.39
4/14/13,924.21
4/13/13,924.21
4/12/13,924.21
4/11/13,922.18
4/10/13,920.7
4/9/13,915.25
4/8/13,919.6
4/7/13,911.61
4/6/13,911.61
4/5/13,911.61
4/4/13,917.42
4/3/13,908.84
4/2/13,910.11
4/1/13,904.67
3/31/13,907.55
3/30/13,907.55
3/29/13,907.55
3/28/13,907.55
3/27/13,905.88
3/26/13,902.07
3/25/13,897.74
3/24/13,896.32
3/23/13,896.32
3/22/13,896.32
3/21/13,899.08
3/20/13,904.04
3/19/13,901.33
3/18/13,901.34
3/17/13,903.06
3/16/13,903.06
3/15/13,903.06
3/14/13,905.25
3/13/13,907.37
3/12/13,908.34
3/11/13,910.74
3/10/13,909.26
3/9/13,909.26
3/8/13,909.26
3/7/13,903.19
3/6/13,905.02
3/5/13,897.25
3/4/13,896.6
3/3/13,898.81
3/2/13,898.81
3/1/13,898.81
2/28/13,894.5
2/27/13,887.43
2/26/13,883.91
2/25/13,897.13
2/24/13,897.01
2/23/13,897.01
2/22/13,897.01
2/21/13,891.47
2/20/13,904.74
2/19/13,902.69
2/18/13,897.82
2/17/13,897.82
2/16/13,897.82
2/15/13,897.82
2/14/13,898.76
2/13/13,901.39
2/12/13,895.98
2/11/13,889
2/10/13,885.8
2/9/13,885.8
2/8/13,885.8
2/7/13,888.36
2/6/13,894.64
2/5/13,895.94
2/4/13,890.5
2/3/13,901.5
2/2/13,901.5
2/1/13,901.5
1/31/13,893.55
1/30/13,895.4
1/29/13,891.74
1/28/13,889.21
1/27/13,891.25
1/26/13,891.25
1/25/13,891.25
1/24/13,884.55
1/23/13,879.53
1/22/13,884.31
1/21/13,887.07
1/20/13,887.07
1/19/13,887.07
1/18/13,887.07
1/17/13,890.12
1/16/13,883.21
1/15/13,889.09
1/14/13,894.69
1/13/13,897.92
1/12/13,897.92
1/11/13,897.92
1/10/13,894.94
1/9/13,886.96
1/8/13,882.83
1/7/13,888.48
1/6/13,889.48
1/5/13,889.48
1/4/13,889.48
1/3/13,883.99
1/2/13,886.21
1/1/13,874.41
12/31/12,874.41
12/30/12,870.46
12/29/12,870.46
12/28/12,870.46
12/27/12,873.24
12/26/12,870.81
12/25/12,868.3
12/24/12,868.3
12/23/12,866.48
12/22/12,866.48
12/21/12,866.48
12/20/12,873.7
12/19/12,876.45
12/18/12,874.66
12/17/12,874.45
12/16/12,873.78
12/15/12,873.78
12/14/12,873.78
12/13/12,871.49
12/12/12,875.64
12/11/12,870.21
12/10/12,868.1
12/9/12,865.93
12/8/12,865.93
12/7/12,865.93
12/6/12,866.16
12/5/12,864.55
12/4/12,858.02
12/3/12,859.38
12/2/12,860.28
12/1/12,860.28
11/30/12,860.28
11/29/12,861.69
11/28/12,857.9
11/27/12,858.82
11/26/12,859.93
11/25/12,862.21
11/24/12,862.21
11/23/12,862.21
11/22/12,857.41
11/21/12,857.41
11/20/12,854.62
11/19/12,855.85
11/18/12,853.63
11/17/12,853.63
11/16/12,853.63
11/15/12,855.87
11/14/12,856.05
11/13/12,856.12
11/12/12,857.46
11/11/12,859.64
11/10/12,859.64
11/9/12,859.64
11/8/12,861.56
11/7/12,866.51
11/6/12,871.09
11/5/12,866
11/4/12,867.25
11/3/12,867.25
11/2/12,867.25
11/1/12,870.35
10/31/12,865.94
10/30/12,862.48
10/29/12,862.48
10/28/12,864.21
10/27/12,864.21
10/26/12,864.21
10/25/12,868.45
10/24/12,865.73
10/23/12,863.29
10/22/12,869.53
10/21/12,871.27
10/20/12,871.27
10/19/12,871.27
10/18/12,877.4
10/17/12,883.06
10/16/12,880.13
10/15/12,879.5
10/14/12,881.69
10/13/12,881.69
10/12/12,881.69
10/11/12,884.83
10/10/12,879.34
10/9/12,881.25
10/8/12,882.3
10/7/12,885.37
10/6/12,885.37
10/5/12,885.37
10/4/12,888.81
10/3/12,883.09
10/2/12,886.73
10/1/12,889.74
9/30/12,887.35
9/29/12,887.35
9/28/12,887.35
9/27/12,892.54
9/26/12,885.01
9/25/12,894.75
9/24/12,894.68
9/23/12,898.12
9/22/12,898.12
9/21/12,898.12
9/20/12,894.73
9/19/12,898.74
9/18/12,894.63
9/17/12,897.91
9/16/12,905.31
9/15/12,905.31
9/14/12,905.31
9/13/12,906.3
9/12/12,898.68
9/11/12,902.86
9/10/12,898.18
9/9/12,901
9/8/12,901
9/7/12,901
9/6/12,897.16
9/5/12,891.09
9/4/12,896.45
9/3/12,899.22
9/2/12,899.22
9/1/12,899.22
8/31/12,899.22
8/30/12,896.77
8/29/12,901.28
8/28/12,900.3
8/27/12,900.6
8/26/12,900.92
8/25/12,900.92
8/24/12,900.92
8/23/12,900.87
8/22/12,904.33
8/21/12,908.34
8/20/12,908.88
8/19/12,908.2
8/18/12,908.2
8/17/12,908.2
8/16/12,906.3
8/15/12,909.87
8/14/12,911.37
8/13/12,912.66
8/12/12,916.51
8/11/12,916.51
8/10/12,916.51
8/9/12,913.81
8/8/12,912.83
8/7/12,911.73
8/6/12,917.33
8/5/12,917.08
8/4/12,917.08
8/3/12,917.08
8/2/12,918.95
8/1/12,913.01
7/31/12,912.95
7/30/12,912.6
7/29/12,912.03
7/28/12,912.03
7/27/12,912.03
7/26/12,916.97
7/25/12,924.51
7/24/12,923.09
7/23/12,925.74
7/22/12,922.24
7/21/12,922.24
7/20/12,922.24
7/19/12,915.34
7/18/12,919
7/17/12,915.36
7/16/12,916.19
7/15/12,914.5
7/14/12,914.5
7/13/12,914.5
7/12/12,916.98
7/11/12,917.1
7/10/12,916.61
7/9/12,914.22
7/8/12,912.7
7/7/12,912.7
7/6/12,912.7
7/5/12,903.43
7/4/12,893.3
7/3/12,893.3
7/2/12,901.74
7/1/12,900.68
6/30/12,900.68
6/29/12,900.68
6/28/12,926.58
6/27/12,921.2
6/26/12,921.5
6/25/12,923.95
6/24/12,921.76
6/23/12,921.76
6/22/12,921.76
6/21/12,921.9
6/20/12,907.08
6/19/12,909.15
6/18/12,919.08
6/17/12,920.72
6/16/12,920.72
6/15/12,920.72
6/14/12,929.37
6/13/12,930.28
6/12/12,932.57
6/11/12,936.94
6/10/12,941.43
6/9/12,941.43
6/8/12,941.43
6/7/12,931.87
6/6/12,937.75
6/5/12,958.86
6/4/12,962.33
6/3/12,962.06
6/2/12,962.06
6/1/12,962.06
5/31/12,954.34
5/30/12,950.34
5/29/12,934.69
5/28/12,937.07
5/27/12,937.07
5/26/12,937.07
5/25/12,937.07
5/24/12,938.34
5/23/12,939.39
5/22/12,926.13
5/21/12,925.13
5/20/12,927.51
5/19/12,927.51
5/18/12,927.51
5/17/12,923.85
5/16/12,930.08
5/15/12,929.31
5/14/12,930.05
5/13/12,925.54
5/12/12,925.54
5/11/12,925.54
5/10/12,924.23
5/9/12,925.9
5/8/12,927.86
5/7/12,927.39
5/6/12,929.41
5/5/12,929.41
5/4/12,929.41
5/3/12,933.58
5/2/12,933.3
5/1/12,931.5
4/30/12,931.02
4/29/12,934.51
4/28/12,934.51
4/27/12,934.51
4/26/12,935.77
4/25/12,935.7
4/24/12,932.79
4/23/12,933.88
4/22/12,933.22
4/21/12,933.22
4/20/12,933.22
4/19/12,933.68
4/18/12,933.63
4/17/12,930.01
4/16/12,928.59
4/15/12,931.54
4/14/12,931.54
4/13/12,931.54
4/12/12,927.64
4/11/12,924.3
4/10/12,925.14
4/9/12,930.3
4/8/12,935.63
4/7/12,935.63
4/6/12,935.63
4/5/12,935.63
4/4/12,936.55
4/3/12,941.71
4/2/12,942.42
4/1/12,942.46
3/31/12,942.46
3/30/12,942.46
3/29/12,939.91
3/28/12,943.68
3/27/12,947.65
3/26/12,945.87
3/25/12,941.88
3/24/12,941.88
3/23/12,941.88
3/22/12,944.62
3/21/12,950.57
3/20/12,952.23
3/19/12,955.3
3/18/12,954.73
3/17/12,954.73
3/16/12,954.73
3/15/12,956.75
3/14/12,958.7
3/13/12,960.99
3/12/12,957.26
3/11/12,958.77
3/10/12,958.77
3/9/12,958.77
3/8/12,952.92
3/7/12,944.39
3/6/12,940.97
3/5/12,952.51
3/4/12,959.37
3/3/12,959.37
3/2/12,959.37
3/1/12,956.06
2/29/12,955.96
2/28/12,958.03
2/27/12,953.59
2/26/12,954.05
2/25/12,954.05
2/24/12,954.05
2/23/12,952.09
2/22/12,950.88
2/21/12,948.95
2/20/12,947.86
2/19/12,947.86
2/18/12,947.86
2/17/12,947.86
2/16/12,947.31
2/15/12,947.46
2/14/12,944.27
2/13/12,945.2
2/12/12,943.42
2/11/12,943.42
2/10/12,943.42
2/9/12,944.53
2/8/12,946.05
2/7/12,947.14
2/6/12,947.61
2/5/12,948.93
2/4/12,948.93
2/3/12,948.93
2/2/12,949.33
2/1/12,948.78
1/31/12,947.02
1/30/12,946.31
1/29/12,945.41
1/28/12,945.41
1/27/12,945.41
1/26/12,946.14
1/25/12,943.25
1/24/12,942.92
1/23/12,945.47
1/22/12,948.31
1/21/12,948.31
1/20/12,948.31
1/19/12,950.18
1/18/12,952.97
1/17/12,953.62
1/16/12,954.01
1/15/12,954.01
1/14/12,954.01
1/13/12,954.01
1/12/12,951.97
1/11/12,951.73
1/10/12,949.21
1/9/12,950.04
1/8/12,950.97
1/7/12,950.97
1/6/12,950.97
1/5/12,948.75
1/4/12,944.65
1/3/12,944.34
1/2/12,949.94
1/1/12,949.94
12/31/11,949.94
12/30/11,949.94
12/29/11,952.6
12/28/11,950.49
12/27/11,945.63
12/26/11,946.95
12/25/11,946.95
12/24/11,946.95
12/23/11,946.95
12/22/11,948.49
12/21/11,949.95
12/20/11,950.96
12/19/11,956.55
12/18/11,956.4
12/17/11,956.4
12/16/11,956.4
12/15/11,956.02
12/14/11,956.4
12/13/11,954.36
12/12/11,952.83
12/11/11,950.99
12/10/11,950.99
12/9/11,950.99
12/8/11,950.56
12/7/11,948.23
12/6/11,947.66
12/5/11,947.14
12/4/11,949
12/3/11,949
12/2/11,949
12/1/11,948.44
11/30/11,949.36
11/29/11,956.5
11/28/11,962.74
11/27/11,971.44
11/26/11,971.44
11/25/11,971.44
11/24/11,974.09
11/23/11,974.09
11/22/11,968.44
11/21/11,967.56
11/20/11,961.54
11/19/11,961.54
11/18/11,961.54
11/17/11,962.15
