Date,CS_Liquid
4/29/18,1055.54
4/28/18,1055.54
4/27/18,1055.54
4/26/18,1060.41
4/25/18,1059.05
4/24/18,1066.37
4/23/18,1064.55
4/22/18,1077.94
4/21/18,1077.94
4/20/18,1077.94
4/19/18,1088.24
4/18/18,1093.74
4/17/18,1086.72
4/16/18,1089.61
4/15/18,1087.26
4/14/18,1087.26
4/13/18,1087.26
4/12/18,1086.61
4/11/18,1090.21
4/10/18,1084.51
4/9/18,1083.13
4/8/18,1080.02
4/7/18,1080.02
4/6/18,1080.02
4/5/18,1074.32
4/4/18,1089.13
4/3/18,1089.71
4/2/18,1090.27
4/1/18,1089.02
3/31/18,1089.02
3/30/18,1089.02
3/29/18,1089.02
3/28/18,1094.48
3/27/18,1108.91
3/26/18,1118.76
3/25/18,1108.75
3/24/18,1108.75
3/23/18,1108.75
3/22/18,1111.33
3/21/18,1118.76
3/20/18,1109.99
3/19/18,1114.39
3/18/18,1110.93
3/17/18,1110.93
3/16/18,1110.93
3/15/18,1113.8
3/14/18,1119.05
3/13/18,1126.42
3/12/18,1120.76
3/11/18,1118.66
3/10/18,1118.66
3/9/18,1118.66
3/8/18,1111.29
3/7/18,1121.14
3/6/18,1129.83
3/5/18,1117.15
3/4/18,1115.37
3/3/18,1115.37
3/2/18,1115.37
3/1/18,1113.25
2/28/18,1118.59
2/27/18,1133.5
2/26/18,1139.06
2/25/18,1135.03
2/24/18,1135.03
2/23/18,1135.03
2/22/18,1136.78
2/21/18,1136.37
2/20/18,1138.74
2/19/18,1151.06
2/18/18,1151.06
2/17/18,1151.06
2/16/18,1151.06
2/15/18,1162.83
2/14/18,1150.09
2/13/18,1124.84
2/12/18,1113.69
2/11/18,1106.4
2/10/18,1106.4
2/9/18,1106.4
2/8/18,1127.18
2/7/18,1127.09
2/6/18,1135.56
2/5/18,1168.56
2/4/18,1202.06
2/3/18,1202.06
2/2/18,1202.06
2/1/18,1223.65
1/31/18,1217.05
1/30/18,1218.25
1/29/18,1230.11
1/28/18,1236.85
1/27/18,1236.85
1/26/18,1236.85
1/25/18,1219.97
1/24/18,1231.36
1/23/18,1210.82
1/22/18,1202.57
1/21/18,1195.65
1/20/18,1195.65
1/19/18,1195.65
1/18/18,1192.65
1/17/18,1193.22
1/16/18,1189.41
1/15/18,1180.2
1/14/18,1180.2
1/13/18,1180.2
1/12/18,1180.2
1/11/18,1163.46
1/10/18,1156.78
1/9/18,1163.25
1/8/18,1165.17
1/7/18,1166.97
1/6/18,1166.97
1/5/18,1166.97
1/4/18,1162.32
1/3/18,1149.99
1/2/18,1147.51
1/1/18,1147.59
12/31/17,1147.59
12/30/17,1147.59
12/29/17,1147.59
12/28/17,1145
12/27/17,1141.45
12/26/17,1137.83
12/25/17,1136.81
12/24/17,1136.81
12/23/17,1136.81
12/22/17,1136.81
12/21/17,1133.67
12/20/17,1131.02
12/19/17,1134.9
12/18/17,1136.84
12/17/17,1124.82
12/16/17,1124.82
12/15/17,1124.82
12/14/17,1124.65
12/13/17,1127.29
12/12/17,1132.78
12/11/17,1136.74
12/10/17,1130.69
12/9/17,1130.69
12/8/17,1130.69
12/7/17,1124.82
12/6/17,1112.01
12/5/17,1122.94
12/4/17,1133.41
12/3/17,1136.55
12/2/17,1136.55
12/1/17,1136.55
11/30/17,1133.19
11/29/17,1133.48
11/28/17,1136.38
11/27/17,1133.23
11/26/17,1139.5
11/25/17,1139.5
11/24/17,1139.5
11/23/17,1137
11/22/17,1137
11/21/17,1134.71
11/20/17,1125.27
11/19/17,1125.87
11/18/17,1125.87
11/17/17,1125.87
11/16/17,1122.18
11/15/17,1116.1
11/14/17,1124
11/13/17,1126.25
11/12/17,1129.26
11/11/17,1129.26
11/10/17,1129.26
11/9/17,1136.21
11/8/17,1139.45
11/7/17,1139.48
11/6/17,1140.99
11/5/17,1131.55
11/4/17,1131.55
11/3/17,1131.55
11/2/17,1127.19
11/1/17,1132.22
10/31/17,1124.48
10/30/17,1119.99
10/29/17,1119.99
10/28/17,1119.99
10/27/17,1119.99
10/26/17,1118.07
10/25/17,1118.01
10/24/17,1123.67
10/23/17,1124.91
10/22/17,1124.14
10/21/17,1124.14
10/20/17,1124.14
10/19/17,1127.11
10/18/17,1130.56
10/17/17,1126.32
10/16/17,1132.02
10/15/17,1128.29
10/14/17,1128.29
10/13/17,1128.29
10/12/17,1126.84
10/11/17,1123.6
10/10/17,1120.25
10/9/17,1115.78
10/8/17,1113.98
10/7/17,1113.98
10/6/17,1113.98
10/5/17,1115.94
10/4/17,1119.95
10/3/17,1112.73
10/2/17,1103.88
10/1/17,1111.02
9/30/17,1111.02
9/29/17,1111.02
9/28/17,1111.37
9/27/17,1112.88
9/26/17,1119.56
9/25/17,1125.27
9/24/17,1125.92
9/23/17,1125.92
9/22/17,1125.92
9/21/17,1129.2
9/20/17,1132.98
9/19/17,1138.4
9/18/17,1134.16
9/17/17,1138.8
9/16/17,1138.8
9/15/17,1138.8
9/14/17,1139.77
9/13/17,1143.6
9/12/17,1158.15
9/11/17,1168.05
9/10/17,1172.35
9/9/17,1172.35
9/8/17,1172.35
9/7/17,1169.01
9/6/17,1155.23
9/5/17,1154.73
9/4/17,1148.29
9/3/17,1148.29
9/2/17,1148.29
9/1/17,1148.29
8/31/17,1144.12
8/30/17,1139.11
8/29/17,1146.62
8/28/17,1143.64
8/27/17,1135.81
8/26/17,1135.81
8/25/17,1135.81
8/24/17,1127.16
8/23/17,1125.43
8/22/17,1120.53
8/21/17,1120.24
8/20/17,1113.75
8/19/17,1113.75
8/18/17,1113.75
8/17/17,1113.31
8/16/17,1118.79
8/15/17,1102.54
8/14/17,1105.45
8/13/17,1105.63
8/12/17,1105.63
8/11/17,1105.63
8/10/17,1108.21
8/9/17,1110.53
8/8/17,1118.37
8/7/17,1115.29
8/6/17,1112.82
8/5/17,1112.82
8/4/17,1112.82
8/3/17,1118.39
8/2/17,1119.54
8/1/17,1119.45
7/31/17,1118.59
7/30/17,1114.11
7/29/17,1114.11
7/28/17,1114.11
7/27/17,1113.45
7/26/17,1120.23
7/25/17,1114.89
7/24/17,1106.61
7/23/17,1106.32
7/22/17,1106.32
7/21/17,1106.32
7/20/17,1108.57
7/19/17,1105.24
7/18/17,1105.6
7/17/17,1105.8
7/16/17,1106.04
7/15/17,1106.04
7/14/17,1106.04
7/13/17,1101.73
7/12/17,1097.34
7/11/17,1091.21
7/10/17,1089.23
7/9/17,1091.12
7/8/17,1091.12
7/7/17,1091.12
7/6/17,1085.52
7/5/17,1089.46
7/4/17,1090.75
7/3/17,1090.75
7/2/17,1091.08
7/1/17,1091.08
6/30/17,1091.08
6/29/17,1101.12
6/28/17,1109.07
6/27/17,1111.05
6/26/17,1117.01
6/25/17,1113.31
6/24/17,1113.31
6/23/17,1113.31
6/22/17,1113.41
6/21/17,1111.59
6/20/17,1111.59
6/19/17,1111.06
6/18/17,1104.53
6/17/17,1104.53
6/16/17,1104.53
6/15/17,1101.77
6/14/17,1115.42
6/13/17,1105.55
6/12/17,1108.42
6/11/17,1114.04
6/10/17,1114.04
6/9/17,1114.04
6/8/17,1114.7
6/7/17,1118.08
6/6/17,1117.39
6/5/17,1118.78
6/4/17,1122.83
6/3/17,1122.83
6/2/17,1122.83
6/1/17,1118.06
5/31/17,1112.74
5/30/17,1109.39
5/29/17,1106.83
5/28/17,1106.83
5/27/17,1106.83
5/26/17,1106.83
5/25/17,1109.35
5/24/17,1100.64
5/23/17,1102.01
5/22/17,1097.04
5/21/17,1098.7
5/20/17,1098.7
5/19/17,1098.7
5/18/17,1102.56
5/17/17,1101.68
5/16/17,1114.81
5/15/17,1116.38
5/14/17,1116.49
5/13/17,1116.49
5/12/17,1116.49
5/11/17,1116.49
5/10/17,1119.6
5/9/17,1123.05
5/8/17,1117.73
5/7/17,1115.3
5/6/17,1115.3
5/5/17,1115.3
5/4/17,1118.05
5/3/17,1111.7
5/2/17,1114.18
5/1/17,1110.25
4/30/17,1111.52
4/29/17,1111.52
4/28/17,1111.52
4/27/17,1111.88
4/26/17,1109.31
4/25/17,1108.21
4/24/17,1107.55
4/23/17,1107.14
4/22/17,1107.14
4/21/17,1107.14
4/20/17,1107.06
4/19/17,1102.49
4/18/17,1103.69
4/17/17,1115.67
4/16/17,1114.11
4/15/17,1114.11
4/14/17,1114.11
4/13/17,1114.11
4/12/17,1115.59
4/11/17,1117.69
4/10/17,1121.05
4/9/17,1126.75
4/8/17,1126.75
4/7/17,1126.75
4/6/17,1123.61
4/5/17,1126.4
4/4/17,1124.34
4/3/17,1125.18
4/2/17,1125.52
4/1/17,1125.52
3/31/17,1125.52
3/30/17,1131.39
3/29/17,1128.88
3/28/17,1126.72
3/27/17,1118.75
3/26/17,1125.29
3/25/17,1125.29
3/24/17,1125.29
3/23/17,1123.98
3/22/17,1123.26
3/21/17,1129.23
3/20/17,1140.49
3/19/17,1139.17
3/18/17,1139.17
3/17/17,1139.17
3/16/17,1140.03
3/15/17,1139.84
3/14/17,1145.95
3/13/17,1144.86
3/12/17,1139.74
3/11/17,1139.74
3/10/17,1139.74
3/9/17,1142.68
3/8/17,1145.84
3/7/17,1146.76
3/6/17,1147.09
3/5/17,1150.06
3/4/17,1150.06
3/3/17,1150.06
3/2/17,1155.65
3/1/17,1161.52
2/28/17,1148.01
2/27/17,1149.03
2/26/17,1150.58
2/25/17,1150.58
2/24/17,1150.58
2/23/17,1154.6
2/22/17,1160.67
2/21/17,1161.07
2/20/17,1156.46
2/19/17,1156.46
2/18/17,1156.46
2/17/17,1156.46
2/16/17,1160.04
2/15/17,1168.82
2/14/17,1160.15
2/13/17,1158.55
2/12/17,1154.16
2/11/17,1154.16
2/10/17,1154.16
2/9/17,1140.35
2/8/17,1134.66
2/7/17,1132.92
2/6/17,1136.82
2/5/17,1144.9
2/4/17,1144.9
2/3/17,1144.9
2/2/17,1145.73
2/1/17,1148.12
1/31/17,1138.67
1/30/17,1143
1/29/17,1153.66
1/28/17,1153.66
1/27/17,1153.66
1/26/17,1155.95
1/25/17,1150.55
1/24/17,1143.66
1/23/17,1135.84
1/22/17,1145.25
1/21/17,1145.25
1/20/17,1145.25
1/19/17,1147.46
1/18/17,1143.13
1/17/17,1136.71
1/16/17,1158.56
1/15/17,1158.56
1/14/17,1158.56
1/13/17,1158.56
1/12/17,1153.49
1/11/17,1158.92
1/10/17,1163.62
1/9/17,1161.47
1/8/17,1170.27
1/7/17,1170.27
1/6/17,1170.27
1/5/17,1159.88
1/4/17,1175.67
1/3/17,1177.07
1/2/17,1174.04
1/1/17,1174.04
12/31/16,1174.04
12/30/16,1174.04
12/29/16,1176.77
12/28/16,1191.72
12/27/16,1193.11
12/26/16,1194.22
12/25/16,1194.22
12/24/16,1194.22
12/23/16,1194.22
12/22/16,1194.16
12/21/16,1190.58
12/20/16,1193.9
12/19/16,1188.29
12/18/16,1194.43
12/17/16,1194.43
12/16/16,1194.43
12/15/16,1198.22
12/14/16,1179.67
12/13/16,1178.06
12/12/16,1173.14
12/11/16,1177.38
12/10/16,1177.38
12/9/16,1177.38
12/8/16,1167
12/7/16,1155.18
12/6/16,1160.05
12/5/16,1152.63
12/4/16,1150.57
12/3/16,1150.57
12/2/16,1150.57
12/1/16,1160.3
11/30/16,1163.33
11/29/16,1152.73
11/28/16,1159.89
11/27/16,1170.55
11/26/16,1170.55
11/25/16,1170.55
11/24/16,1165.16
11/23/16,1165.16
11/22/16,1154.59
11/21/16,1151.82
11/20/16,1153.26
11/19/16,1153.26
11/18/16,1153.26
11/17/16,1150.9
11/16/16,1147.3
11/15/16,1151.67
11/14/16,1153.69
11/13/16,1147.5
11/12/16,1147.5
11/11/16,1147.5
11/10/16,1152.71
11/9/16,1143.65
11/8/16,1145.26
11/7/16,1139.96
11/6/16,1127.87
11/5/16,1127.87
11/4/16,1127.87
11/3/16,1133.37
11/2/16,1134.93
11/1/16,1144.14
10/31/16,1149.64
10/30/16,1152.5
10/29/16,1152.5
10/28/16,1152.5
10/27/16,1155.94
10/26/16,1156.52
10/25/16,1161.28
10/24/16,1160.03
10/23/16,1158.44
10/22/16,1158.44
10/21/16,1158.44
10/20/16,1157.18
10/19/16,1159.1
10/18/16,1156.24
10/17/16,1151.47
10/16/16,1155.2
10/15/16,1155.2
10/14/16,1155.2
10/13/16,1150.87
10/12/16,1155.76
10/11/16,1159.56
10/10/16,1164.98
10/9/16,1161.65
10/8/16,1161.65
10/7/16,1161.65
10/6/16,1159.97
10/5/16,1163.03
10/4/16,1168.21
10/3/16,1174.41
10/2/16,1172.9
10/1/16,1172.9
9/30/16,1172.9
9/29/16,1175.19
9/28/16,1176.51
9/27/16,1175.27
9/26/16,1172.59
9/25/16,1174.58
9/24/16,1174.58
9/23/16,1174.58
9/22/16,1174.02
9/21/16,1167.77
9/20/16,1161.08
9/19/16,1160.52
9/18/16,1154.61
9/17/16,1154.61
9/16/16,1154.61
9/15/16,1158.42
9/14/16,1155.54
9/13/16,1153.06
9/12/16,1161.21
9/11/16,1165.44
9/10/16,1165.44
9/9/16,1165.44
9/8/16,1176.2
9/7/16,1181.51
9/6/16,1181.48
9/5/16,1169.53
9/4/16,1169.53
9/3/16,1169.53
9/2/16,1169.53
9/1/16,1166.87
8/31/16,1167.6
8/30/16,1172.03
8/29/16,1178.8
8/28/16,1178.32
8/27/16,1178.32
8/26/16,1178.32
8/25/16,1184.83
8/24/16,1185.71
8/23/16,1195.36
8/22/16,1193.12
8/21/16,1195.28
8/20/16,1195.28
8/19/16,1195.28
8/18/16,1203.57
8/17/16,1199.43
8/16/16,1203.18
8/15/16,1206.75
8/14/16,1204.98
8/13/16,1204.98
8/12/16,1204.98
8/11/16,1205.96
8/10/16,1205.63
8/9/16,1199.85
8/8/16,1195.07
8/7/16,1195.22
8/6/16,1195.22
8/5/16,1195.22
8/4/16,1197.64
8/3/16,1189.33
8/2/16,1191.25
8/1/16,1194.73
7/31/16,1197.8
7/30/16,1197.8
7/29/16,1197.8
7/28/16,1190.89
7/27/16,1189.21
7/26/16,1188.38
7/25/16,1185.15
7/24/16,1187.85
7/23/16,1187.85
7/22/16,1187.85
7/21/16,1188.72
7/20/16,1187.3
7/19/16,1192.94
7/18/16,1196.72
7/17/16,1194.31
7/16/16,1194.31
7/15/16,1194.31
7/14/16,1199.6
7/13/16,1208.01
7/12/16,1202.11
7/11/16,1205.37
7/10/16,1214.11
7/9/16,1214.11
7/8/16,1214.11
7/7/16,1203.9
7/6/16,1209.56
7/5/16,1207.29
7/4/16,1203.7
7/3/16,1203.7
7/2/16,1203.7
7/1/16,1203.7
6/30/16,1197.29
6/29/16,1194.32
6/28/16,1184.88
6/27/16,1175.18
6/26/16,1175.88
6/25/16,1175.88
6/24/16,1175.88
6/23/16,1152.13
6/22/16,1158.24
6/21/16,1160.62
6/20/16,1173.26
6/19/16,1184.9
6/18/16,1184.9
6/17/16,1184.9
6/16/16,1184.04
6/15/16,1183.13
6/14/16,1182.05
6/13/16,1184.99
6/12/16,1183.67
6/11/16,1183.67
6/10/16,1183.67
6/9/16,1186.5
6/8/16,1187.29
6/7/16,1180.25
6/6/16,1179.17
6/5/16,1174.85
6/4/16,1174.85
6/3/16,1174.85
6/2/16,1166.52
6/1/16,1157.83
5/31/16,1151.83
5/30/16,1157.89
5/29/16,1157.89
5/28/16,1157.89
5/27/16,1157.89
5/26/16,1159.53
5/25/16,1155.8
5/24/16,1153.29
5/23/16,1158.48
5/22/16,1158.15
5/21/16,1158.15
5/20/16,1158.15
5/19/16,1157.65
5/18/16,1163.37
5/17/16,1173.12
5/16/16,1172.85
5/15/16,1173.24
5/14/16,1173.24
5/13/16,1173.24
5/12/16,1173.71
5/11/16,1176.66
5/10/16,1171.03
5/9/16,1165.7
5/8/16,1174.48
5/7/16,1174.48
5/6/16,1174.48
5/5/16,1172.25
5/4/16,1177.75
5/3/16,1182.94
5/2/16,1192.31
5/1/16,1187.75
4/30/16,1187.75
4/29/16,1187.75
4/28/16,1183.37
4/27/16,1171.31
4/26/16,1172.75
4/25/16,1169.07
4/24/16,1167.68
4/23/16,1167.68
4/22/16,1167.68
4/21/16,1180.92
4/20/16,1190.57
4/19/16,1191.37
4/18/16,1188.49
4/17/16,1187.99
4/16/16,1187.99
4/15/16,1187.99
4/14/16,1183.98
4/13/16,1187.59
4/12/16,1195.14
4/11/16,1197.31
4/10/16,1194.99
4/9/16,1194.99
4/8/16,1194.99
4/7/16,1194.72
4/6/16,1192.47
4/5/16,1189.78
4/4/16,1185.89
4/3/16,1187
4/2/16,1187
4/1/16,1187
3/31/16,1181.06
3/30/16,1178.59
3/29/16,1178.38
3/28/16,1170.52
3/27/16,1171.23
3/26/16,1171.23
3/25/16,1171.23
3/24/16,1171.23
3/23/16,1171.84
3/22/16,1175.31
3/21/16,1174.82
3/20/16,1175.55
3/19/16,1175.55
3/18/16,1175.55
3/17/16,1176.26
3/16/16,1167.95
3/15/16,1163.91
3/14/16,1163.32
3/13/16,1164.87
3/12/16,1164.87
3/11/16,1164.87
3/10/16,1169.56
3/9/16,1175.17
3/8/16,1181.96
3/7/16,1174.74
3/6/16,1174.68
3/5/16,1174.68
3/4/16,1174.68
3/3/16,1180.24
3/2/16,1182.52
3/1/16,1188.23
2/29/16,1199.48
2/28/16,1192.9
2/27/16,1192.9
2/26/16,1192.9
2/25/16,1200.33
2/24/16,1207.48
2/23/16,1199.69
2/22/16,1192.67
2/21/16,1199.69
2/20/16,1199.69
2/19/16,1199.69
2/18/16,1192.71
2/17/16,1188.71
2/16/16,1202.56
2/15/16,1220.1
2/14/16,1220.1
2/13/16,1220.1
2/12/16,1220.1
2/11/16,1239.01
2/10/16,1215.71
2/9/16,1215.29
2/8/16,1204.16
2/7/16,1186.37
2/6/16,1186.37
2/5/16,1186.37
2/4/16,1170.92
2/3/16,1174.46
2/2/16,1174.92
2/1/16,1156.95
1/31/16,1164.16
1/30/16,1164.16
1/29/16,1164.16
1/28/16,1171.17
1/27/16,1170.78
1/26/16,1173.57
1/25/16,1179.24
1/24/16,1174.05
1/23/16,1174.05
1/22/16,1174.05
1/21/16,1195.43
1/20/16,1207.28
1/19/16,1185.93
1/18/16,1191.52
1/17/16,1191.52
1/16/16,1191.52
1/15/16,1191.52
1/14/16,1167.79
1/13/16,1167.27
1/12/16,1167.68
1/11/16,1163.05
1/10/16,1157.07
1/9/16,1157.07
1/8/16,1157.07
1/7/16,1152.61
1/6/16,1151.81
1/5/16,1146.45
1/4/16,1143.96
1/3/16,1126.86
1/2/16,1126.86
1/1/16,1126.86
12/31/15,1126.86
12/30/15,1125.09
12/29/15,1122.97
12/28/15,1128.99
12/27/15,1122.52
12/26/15,1122.52
12/25/15,1122.52
12/24/15,1122.52
12/23/15,1125.85
12/22/15,1136.47
12/21/15,1137.09
12/20/15,1137.36
12/19/15,1137.36
12/18/15,1137.36
12/17/15,1136.73
12/16/15,1123.23
12/15/15,1126.48
12/14/15,1129.49
12/13/15,1124.96
12/12/15,1124.96
12/11/15,1124.96
12/10/15,1123.32
12/9/15,1119.05
12/8/15,1130.61
12/7/15,1128.86
12/6/15,1114.57
12/5/15,1114.57
12/4/15,1114.57
12/3/15,1114.32
12/2/15,1136.16
12/1/15,1132.15
11/30/15,1134.62
11/29/15,1135.55
11/28/15,1135.55
11/27/15,1135.55
11/26/15,1127.7
11/25/15,1127.7
11/24/15,1127.44
11/23/15,1130.2
11/22/15,1127.53
11/21/15,1127.53
11/20/15,1127.53
11/19/15,1124.17
11/18/15,1131.4
11/17/15,1128.27
11/16/15,1127.01
11/15/15,1122.73
11/14/15,1122.73
11/13/15,1122.73
11/12/15,1120.15
11/11/15,1121.84
11/10/15,1124
11/9/15,1118.94
11/8/15,1118.49
11/7/15,1118.49
11/6/15,1118.49
11/5/15,1114.22
11/4/15,1110.08
11/3/15,1106.92
11/2/15,1111.46
11/1/15,1111.5
10/31/15,1111.5
10/30/15,1111.5
10/29/15,1114.48
10/28/15,1120.12
10/27/15,1122.77
10/26/15,1115.92
10/25/15,1114.13
10/24/15,1114.13
10/23/15,1114.13
10/22/15,1118.99
10/21/15,1120.77
10/20/15,1116
10/19/15,1118.48
10/18/15,1115.92
10/17/15,1115.92
10/16/15,1115.92
10/15/15,1116.46
10/14/15,1122.97
10/13/15,1121.02
10/12/15,1114.16
10/11/15,1111.69
10/10/15,1111.69
10/9/15,1111.69
10/8/15,1120
10/7/15,1123.29
10/6/15,1129.2
10/5/15,1136.55
10/4/15,1151.97
10/3/15,1151.97
10/2/15,1151.97
10/1/15,1156.75
9/30/15,1156.35
9/29/15,1165.79
9/28/15,1160.71
9/27/15,1147.13
9/26/15,1147.13
9/25/15,1147.13
9/24/15,1157.3
9/23/15,1153.56
9/22/15,1153.81
9/21/15,1137.42
9/20/15,1139.04
9/19/15,1139.04
9/18/15,1139.04
9/17/15,1123.65
9/16/15,1123.1
9/15/15,1135.22
9/14/15,1140.87
9/13/15,1140.11
9/12/15,1140.11
9/11/15,1140.11
9/10/15,1136.19
9/9/15,1138.39
9/8/15,1139.29
9/7/15,1153.7
9/6/15,1153.7
9/5/15,1153.7
9/4/15,1153.7
9/3/15,1140.04
9/2/15,1143.05
9/1/15,1145.26
8/31/15,1130.05
8/30/15,1133.31
8/29/15,1133.31
8/28/15,1133.31
8/27/15,1136.52
8/26/15,1158.9
8/25/15,1148.02
8/24/15,1160.6
8/23/15,1154.7
