,GermanBond10Y,GermanyEq,Gold,JapanBond10Y,JapanEq,Oil,TRCommodity,UKEq,USBond10Y,USEq,BAB,CS,UMD_Large,UMD_Small
1938-06-30,-1.2238329208237524,-0.5356528200264425,-2.809148109986264,-0.5820026568633377,-2.0541156327599883,-6.246639075195469,0.5349556119591172,-3.2292275109011617,-0.0748438659250289,-2.6645352591003757e-15,-2.305075767527795,,,
1938-07-31,-1.3292477214694547,-1.0332031229939984,-1.4222966194495203,-0.4887490342176519,-2.025257721628202,-4.457767747142527,2.494778790995028,-2.4918524921024656,-0.17340104373115223,-8.881784197001252e-16,-2.6748241587908517,,,
1938-08-31,-1.3299465436479179,-0.7159395932315425,-1.396545679101005,-0.49978867455431775,-2.2581712110771286,-4.424039549121137,2.626584331296438,-2.5414574879651655,-0.1658490229529893,-1.7763568394002505e-15,-2.698901997262726,,,
1938-09-30,-1.2113433278549617,-1.288032566066647,-0.40502715302791575,-0.4058892719903454,-1.817958676431283,-3.1011651459698957,2.832906240025305,-2.162975606197124,-0.08308538814925831,0.0,-2.4632100419122818,,,
1938-10-31,-0.8846840706275323,-1.4372611533267885,-0.15197700660386024,-0.4794892722774708,-1.7446701273530771,-2.4025232798922094,2.033851296763568,-2.3471483874644488,-0.30420963827091246,2.6645352591003757e-15,-2.688932957521852,,,
1938-11-30,-0.8907689911067049,-1.3164333888426183,-0.14870320998096262,-0.49191800471738545,-1.2713940647312325,-2.4105821062010087,2.018478543243287,-3.1936934406859003,-0.2841479806588187,1.7763568394002505e-15,-2.8511241503588645,,,
1938-12-31,-0.8907689911067053,-1.3164333888426187,-0.1487032099809628,-0.4919180047173857,-1.2713940647312336,-2.4105821062010095,2.0184785432432855,-3.1936934406859017,-0.2841479806588195,0.0,-2.8511241503588662,,,
1939-01-31,-0.8670970783312166,-1.364033674266046,-0.1401788345920607,-0.49099236409469826,-1.7507688168478566,-2.82410889352715,1.6952399876355702,-2.9042062325493037,-0.11169864928266854,-8.881784197001252e-16,-3.053505893460022,,,
1939-02-28,-0.8814512408990302,-0.9031752738875026,0.0,-0.46156886361584076,-1.5139883227884243,-2.8242523184243056,2.3189866926411575,-2.734721509867356,-0.07723024546190371,-1.7763568394002505e-15,-2.85178124958629,,,
1939-03-31,-0.8600726451144798,-0.7780446558429808,0.0,-0.4525623475325946,-1.423859504504835,-3.2928842967210574,2.103981629077478,-3.246531152759091,-0.17304549764955224,-1.7763568394002505e-15,-3.280216996538782,,,
